c,Recycle_Rate
0.01,0.8889473684210527
0.01,0.8868421052631579
0.01,0.9099999999999999
0.01,0.9136842105263158
0.01,0.8931578947368422
0.01,0.9036842105263156
0.01,0.9110526315789473
0.01,0.914736842105263
0.01,0.9073684210526315
0.01,0.9078947368421051
0.01,0.905263157894737
0.01,0.9078947368421051
0.01,0.9110526315789473
0.01,0.9094736842105263
0.01,0.9005263157894736
0.01,0.9047368421052633
0.01,0.8873684210526316
0.01,0.9031578947368419
0.01,0.9068421052631577
0.01,0.9052631578947368
0.01,0.8810526315789474
0.01,0.9121052631578946
0.01,0.8989473684210527
0.01,0.873684210526316
0.01,0.9152631578947368
0.01,0.8878947368421052
0.01,0.898421052631579
0.01,0.9089473684210526
0.01,0.8889473684210527
0.01,0.89
0.01,0.8905263157894737
0.01,0.8994736842105263
0.01,0.9052631578947368
0.01,0.8957894736842105
0.01,0.8889473684210527
0.01,0.891578947368421
0.01,0.8926315789473683
0.01,0.913684210526316
0.01,0.9147368421052631
0.01,0.9089473684210526
0.01,0.8800000000000001
0.01,0.9042105263157895
0.01,0.8999999999999998
0.01,0.9068421052631578
0.01,0.9100000000000001
0.01,0.9105263157894739
0.01,0.9031578947368422
0.01,0.8899999999999999
0.01,0.9036842105263159
0.01,0.9136842105263158
0.04413793103448276,0.8863157894736842
0.04413793103448276,0.8915789473684212
0.04413793103448276,0.9057894736842105
0.04413793103448276,0.9021052631578949
0.04413793103448276,0.8826315789473684
0.04413793103448276,0.9010526315789475
0.04413793103448276,0.9136842105263157
0.04413793103448276,0.9142105263157895
0.04413793103448276,0.9052631578947368
0.04413793103448276,0.8957894736842105
0.04413793103448276,0.9089473684210526
0.04413793103448276,0.9010526315789473
0.04413793103448276,0.8915789473684212
0.04413793103448276,0.8963157894736844
0.04413793103448276,0.8836842105263158
0.04413793103448276,0.9068421052631578
0.04413793103448276,0.8931578947368422
0.04413793103448276,0.8973684210526317
0.04413793103448276,0.9031578947368422
0.04413793103448276,0.894736842105263
0.04413793103448276,0.8942105263157896
0.04413793103448276,0.9063157894736842
0.04413793103448276,0.893157894736842
0.04413793103448276,0.8789473684210527
0.04413793103448276,0.9126315789473682
0.04413793103448276,0.8794736842105264
0.04413793103448276,0.8942105263157893
0.04413793103448276,0.9
0.04413793103448276,0.8889473684210525
0.04413793103448276,0.8968421052631579
0.04413793103448276,0.8963157894736842
0.04413793103448276,0.893157894736842
0.04413793103448276,0.8936842105263156
0.04413793103448276,0.8952631578947366
0.04413793103448276,0.9005263157894736
0.04413793103448276,0.8894736842105264
0.04413793103448276,0.8921052631578948
0.04413793103448276,0.9121052631578946
0.04413793103448276,0.8999999999999998
0.04413793103448276,0.9042105263157895
0.04413793103448276,0.8889473684210527
0.04413793103448276,0.8989473684210527
0.04413793103448276,0.896842105263158
0.04413793103448276,0.9099999999999999
0.04413793103448276,0.9021052631578949
0.04413793103448276,0.9078947368421051
0.04413793103448276,0.8973684210526317
0.04413793103448276,0.9094736842105263
0.04413793103448276,0.9036842105263159
0.04413793103448276,0.9142105263157893
0.07827586206896552,0.8836842105263157
0.07827586206896552,0.8963157894736842
0.07827586206896552,0.908421052631579
0.07827586206896552,0.906842105263158
0.07827586206896552,0.843684210526316
0.07827586206896552,0.898421052631579
0.07827586206896552,0.9078947368421051
0.07827586206896552,0.9063157894736842
0.07827586206896552,0.8957894736842105
0.07827586206896552,0.9005263157894738
0.07827586206896552,0.8978947368421053
0.07827586206896552,0.9094736842105263
0.07827586206896552,0.9057894736842103
0.07827586206896552,0.9042105263157895
0.07827586206896552,0.8842105263157893
0.07827586206896552,0.8784210526315791
0.07827586206896552,0.8978947368421052
0.07827586206896552,0.8947368421052632
0.07827586206896552,0.8899999999999999
0.07827586206896552,0.8884210526315789
0.07827586206896552,0.9010526315789473
0.07827586206896552,0.9073684210526316
0.07827586206896552,0.8852631578947369
0.07827586206896552,0.8463157894736841
0.07827586206896552,0.9121052631578948
0.07827586206896552,0.8842105263157893
0.07827586206896552,0.8915789473684212
0.07827586206896552,0.8905263157894737
0.07827586206896552,0.8926315789473683
0.07827586206896552,0.8942105263157896
0.07827586206896552,0.9
0.07827586206896552,0.8863157894736842
0.07827586206896552,0.8994736842105262
0.07827586206896552,0.8942105263157896
0.07827586206896552,0.8857894736842106
0.07827586206896552,0.8905263157894737
0.07827586206896552,0.893157894736842
0.07827586206896552,0.9115789473684212
0.07827586206896552,0.9073684210526315
0.07827586206896552,0.9010526315789473
0.07827586206896552,0.8842105263157893
0.07827586206896552,0.8931578947368422
0.07827586206896552,0.8957894736842107
0.07827586206896552,0.9036842105263159
0.07827586206896552,0.8978947368421052
0.07827586206896552,0.904736842105263
0.07827586206896552,0.8863157894736842
0.07827586206896552,0.9005263157894738
0.07827586206896552,0.8978947368421052
0.07827586206896552,0.9110526315789473
0.11241379310344828,0.8636842105263156
0.11241379310344828,0.891578947368421
0.11241379310344828,0.9021052631578946
0.11241379310344828,0.9026315789473685
0.11241379310344828,0.8536842105263158
0.11241379310344828,0.8921052631578948
0.11241379310344828,0.908421052631579
0.11241379310344828,0.906842105263158
0.11241379310344828,0.8894736842105262
0.11241379310344828,0.9015789473684211
0.11241379310344828,0.9000000000000001
0.11241379310344828,0.898421052631579
0.11241379310344828,0.9042105263157895
0.11241379310344828,0.8952631578947369
0.11241379310344828,0.8852631578947369
0.11241379310344828,0.8963157894736842
0.11241379310344828,0.8773684210526316
0.11241379310344828,0.8989473684210527
0.11241379310344828,0.8947368421052632
0.11241379310344828,0.8784210526315789
0.11241379310344828,0.8921052631578948
0.11241379310344828,0.9005263157894736
0.11241379310344828,0.8884210526315789
0.11241379310344828,0.8547368421052631
0.11241379310344828,0.9078947368421053
0.11241379310344828,0.8694736842105263
0.11241379310344828,0.8978947368421053
0.11241379310344828,0.8957894736842104
