delta,alpha,lambda_param,Recycle_Rate,Run
0.729296875,0.968359375,1.2292968750000002,0.98,74
0.729296875,0.567578125,2.492578125,0.98,75
0.729296875,0.968359375,2.492578125,0.98,76
0.778515625,0.567578125,2.492578125,0.91,77
0.778515625,0.968359375,1.2292968750000002,0.98,78
0.778515625,0.968359375,2.492578125,0.97,79
0.954296875,0.342578125,4.904296875,0.89,80
0.103515625,0.342578125,4.904296875,0.84,81
0.954296875,0.743359375,4.904296875,0.94,82
0.954296875,0.342578125,1.2675781250000002,0.87,83
0.954296875,0.743359375,1.2675781250000002,0.98,84
0.103515625,0.342578125,1.2675781250000002,0.88,85
0.103515625,0.743359375,4.904296875,0.95,86
0.103515625,0.743359375,1.2675781250000002,0.97,87
0.504296875,0.792578125,2.4542968750000003,0.95,88
0.5535156250000001,0.792578125,2.4542968750000003,0.96,89
0.504296875,0.293359375,2.4542968750000003,0.89,90
0.504296875,0.792578125,3.717578125,0.97,91
0.504296875,0.293359375,3.717578125,0.79,92
0.5535156250000001,0.792578125,3.717578125,0.96,93
0.5535156250000001,0.293359375,2.4542968750000003,0.85,94
0.5535156250000001,0.293359375,3.717578125,0.79,95
0.39179687500000004,0.455078125,0.616796875,0.95,96
0.666015625,0.455078125,0.616796875,0.94,97
0.39179687500000004,0.180859375,0.616796875,0.73,98
0.39179687500000004,0.455078125,4.330078125,0.95,99
0.39179687500000004,0.180859375,4.330078125,0.78,100
0.666015625,0.455078125,4.330078125,0.94,101
0.666015625,0.180859375,0.616796875,0.77,102
0.666015625,0.180859375,4.330078125,0.72,103
0.841796875,0.905078125,3.066796875,0.98,104
0.216015625,0.905078125,3.066796875,0.98,105
0.841796875,0.630859375,3.066796875,0.97,106
0.841796875,0.905078125,1.8800781250000003,0.98,107
0.841796875,0.630859375,1.8800781250000003,0.96,108
0.216015625,0.905078125,1.8800781250000003,0.94,109
0.216015625,0.630859375,3.066796875,0.98,110
0.216015625,0.630859375,1.8800781250000003,0.94,111
0.616796875,0.23007812500000002,1.8417968750000002,0.84,112
0.891015625,0.23007812500000002,1.8417968750000002,0.81,113
0.616796875,0.855859375,1.8417968750000002,0.96,114
0.616796875,0.23007812500000002,0.6550781250000001,0.82,115
0.616796875,0.855859375,0.6550781250000001,0.99,116
0.891015625,0.23007812500000002,0.6550781250000001,0.86,117
0.891015625,0.855859375,1.8417968750000002,0.96,118
0.891015625,0.855859375,0.6550781250000001,0.94,119
0.166796875,0.680078125,4.291796875,0.94,120
0.441015625,0.680078125,4.291796875,0.95,121
0.166796875,0.405859375,4.291796875,0.88,122
0.166796875,0.680078125,3.1050781250000004,0.97,123
0.166796875,0.405859375,3.1050781250000004,0.85,124
0.441015625,0.680078125,3.1050781250000004,0.97,125
0.441015625,0.405859375,4.291796875,0.86,126
0.441015625,0.405859375,3.1050781250000004,0.87,127
0.19492187500000002,0.258203125,1.076171875,0.84,128
0.637890625,0.258203125,1.076171875,0.84,129
0.19492187500000002,0.715234375,1.076171875,0.96,130
0.19492187500000002,0.258203125,1.7269531250000003,0.81,131
0.19492187500000002,0.715234375,1.7269531250000003,0.93,132
0.637890625,0.258203125,1.7269531250000003,0.87,133
0.637890625,0.715234375,1.076171875,0.98,134
0.637890625,0.715234375,1.7269531250000003,0.99,135
0.644921875,0.708203125,3.526171875,0.98,136
0.187890625,0.708203125,3.526171875,0.95,137
0.644921875,0.265234375,3.526171875,0.84,138
0.644921875,0.708203125,4.176953125,0.92,139
0.644921875,0.265234375,4.176953125,0.88,140
0.187890625,0.708203125,4.176953125,0.95,141
0.187890625,0.265234375,3.526171875,0.84,142
0.187890625,0.265234375,4.176953125,0.86,143
0.869921875,0.48320312500000007,2.301171875,0.9,144
0.862890625,0.48320312500000007,2.301171875,0.92,145
0.869921875,0.490234375,2.301171875,0.92,146
0.869921875,0.48320312500000007,2.951953125,0.96,147
0.869921875,0.490234375,2.951953125,0.91,148
0.862890625,0.48320312500000007,2.951953125,0.92,149
0.862890625,0.490234375,2.301171875,0.91,150
0.862890625,0.490234375,2.951953125,0.9,151
0.419921875,0.933203125,4.751171875,0.97,152
0.41289062500000007,0.933203125,4.751171875,0.99,153
0.419921875,0.940234375,4.751171875,0.95,154
0.419921875,0.933203125,0.501953125,0.96,155
0.419921875,0.940234375,0.501953125,0.97,156
0.41289062500000007,0.933203125,0.501953125,0.98,157
0.41289062500000007,0.940234375,4.751171875,0.97,158
0.41289062500000007,0.940234375,0.501953125,0.99,159
0.532421875,0.370703125,2.9136718750000004,0.92,160
0.525390625,0.370703125,2.9136718750000004,0.92,161
0.532421875,0.827734375,2.9136718750000004,0.97,162
0.532421875,0.370703125,2.3394531250000004,0.9,163
0.532421875,0.827734375,2.3394531250000004,0.96,164
0.525390625,0.370703125,2.3394531250000004,0.86,165
0.525390625,0.827734375,2.9136718750000004,0.98,166
0.525390625,0.827734375,2.3394531250000004,0.96,167
0.982421875,0.820703125,0.46367187500000007,0.95,168
0.975390625,0.820703125,0.46367187500000007,0.96,169
0.982421875,0.37773437500000007,0.46367187500000007,0.9,170
0.982421875,0.820703125,4.789453125,0.94,171
0.982421875,0.37773437500000007,4.789453125,0.88,172
0.975390625,0.820703125,4.789453125,0.93,173
0.975390625,0.37773437500000007,0.46367187500000007,0.9,174
0.975390625,0.37773437500000007,4.789453125,0.86,175
0.757421875,0.14570312500000002,4.138671875,0.67,176
0.300390625,0.14570312500000002,4.138671875,0.77,177
0.757421875,0.152734375,4.138671875,0.76,178
0.757421875,0.14570312500000002,3.5644531250000004,0.62,179
0.757421875,0.152734375,3.5644531250000004,0.75,180
0.300390625,0.14570312500000002,3.5644531250000004,0.71,181
0.300390625,0.152734375,4.138671875,0.68,182
0.300390625,0.152734375,3.5644531250000004,0.72,183
0.307421875,0.595703125,1.6886718750000003,0.94,184
0.750390625,0.595703125,1.6886718750000003,0.91,185
0.307421875,0.602734375,1.6886718750000003,0.92,186
0.307421875,0.595703125,1.1144531250000003,0.91,187
0.307421875,0.602734375,1.1144531250000003,0.89,188
0.750390625,0.595703125,1.1144531250000003,0.94,189
0.750390625,0.602734375,1.6886718750000003,0.94,190
0.750390625,0.602734375,1.1144531250000003,0.92,191
0.25117187500000004,0.539453125,3.8324218750000005,0.94,192
0.919140625,0.539453125,3.8324218750000005,0.94,193
0.25117187500000004,0.32148437500000004,3.8324218750000005,0.87,194
0.25117187500000004,0.539453125,0.195703125,0.93,195
0.25117187500000004,0.32148437500000004,0.195703125,0.84,196
0.919140625,0.539453125,0.195703125,0.97,197
0.919140625,0.32148437500000004,3.8324218750000005,0.87,198
0.919140625,0.32148437500000004,0.195703125,0.82,199
0.701171875,0.989453125,1.3824218750000001,0.96,200
0.469140625,0.989453125,1.3824218750000001,0.97,201
0.701171875,0.771484375,1.3824218750000001,0.94,202
0.701171875,0.989453125,2.6457031250000003,0.99,203
0.701171875,0.771484375,2.6457031250000003,0.96,204
0.469140625,0.989453125,2.6457031250000003,0.97,205
0.469140625,0.771484375,1.3824218750000001,0.96,206
0.469140625,0.771484375,2.6457031250000003,0.97,207
0.926171875,0.314453125,2.6074218750000004,0.88,208
0.694140625,0.314453125,2.6074218750000004,0.87,209
0.926171875,0.996484375,2.6074218750000004,0.98,210
0.926171875,0.314453125,3.8707031250000004,0.86,211
0.926171875,0.996484375,3.8707031250000004,0.97,212
0.694140625,0.314453125,3.8707031250000004,0.89,213
0.694140625,0.996484375,2.6074218750000004,0.97,214
0.694140625,0.996484375,3.8707031250000004,0.96,215
0.476171875,0.764453125,0.15742187500000002,0.98,216
0.244140625,0.764453125,0.15742187500000002,0.96,217
0.476171875,0.546484375,0.15742187500000002,0.95,218
0.476171875,0.764453125,1.4207031250000002,0.96,219
0.476171875,0.546484375,1.4207031250000002,0.91,220
0.244140625,0.764453125,1.4207031250000002,0.98,221
0.244140625,0.546484375,0.15742187500000002,0.94,222
0.244140625,0.546484375,1.4207031250000002,0.94,223
0.363671875,0.201953125,1.9949218750000002,0.82,224
0.131640625,0.201953125,1.9949218750000002,0.84,225
0.363671875,0.433984375,1.9949218750000002,0.92,226
0.363671875,0.201953125,0.808203125,0.71,227
0.363671875,0.433984375,0.808203125,0.9,228
0.131640625,0.201953125,0.808203125,0.76,229
0.131640625,0.433984375,1.9949218750000002,0.91,230
0.131640625,0.433984375,0.808203125,0.85,231
0.813671875,0.651953125,4.444921875,0.95,232
0.581640625,0.651953125,4.444921875,0.96,233
0.813671875,0.883984375,4.444921875,0.97,234
0.813671875,0.651953125,3.2582031250000005,0.92,235
0.813671875,0.883984375,3.2582031250000005,0.96,236
0.581640625,0.651953125,3.2582031250000005,0.96,237
0.581640625,0.883984375,4.444921875,0.96,238
0.581640625,0.883984375,3.2582031250000005,0.97,239
0.5886718750000001,0.42695312500000004,0.769921875,0.96,240
0.35664062500000004,0.42695312500000004,0.769921875,0.89,241
0.5886718750000001,0.658984375,0.769921875,0.91,242
0.5886718750000001,0.42695312500000004,4.483203125,0.9,243
0.5886718750000001,0.658984375,4.483203125,0.97,244
0.35664062500000004,0.42695312500000004,4.483203125,0.87,245
0.35664062500000004,0.658984375,0.769921875,0.94,246
0.35664062500000004,0.658984375,4.483203125,0.95,247
0.138671875,0.876953125,3.2199218750000003,0.98,248
0.806640625,0.876953125,3.2199218750000003,0.99,249
0.138671875,0.208984375,3.2199218750000003,0.81,250
0.138671875,0.876953125,2.033203125,0.97,251
0.138671875,0.208984375,2.033203125,0.85,252
0.806640625,0.876953125,2.033203125,0.96,253
0.806640625,0.208984375,3.2199218750000003,0.88,254
0.806640625,0.208984375,2.033203125,0.85,255
0.152734375,0.15976562500000002,4.980859375,0.77,256
0.764453125,0.15976562500000002,4.980859375,0.78,257
0.152734375,0.785546875,4.980859375,0.94,258
0.152734375,0.15976562500000002,1.344140625,0.79,259
0.152734375,0.785546875,1.344140625,0.95,260
0.764453125,0.15976562500000002,1.344140625,0.71,261
0.764453125,0.785546875,4.980859375,0.96,262
0.764453125,0.785546875,1.344140625,0.98,263
0.602734375,0.609765625,2.5308593750000004,0.93,264
0.314453125,0.609765625,2.5308593750000004,0.95,265
0.602734375,0.335546875,2.5308593750000004,0.9,266
0.602734375,0.609765625,3.7941406250000003,0.97,267
0.602734375,0.335546875,3.7941406250000003,0.89,268
0.314453125,0.609765625,3.7941406250000003,0.97,269
0.314453125,0.335546875,2.5308593750000004,0.85,270
0.314453125,0.335546875,3.7941406250000003,0.88,271
0.827734375,0.384765625,3.7558593750000004,0.8,272
0.989453125,0.384765625,3.7558593750000004,0.9,273
0.827734375,0.110546875,3.7558593750000004,0.76,274
0.827734375,0.384765625,2.569140625,0.92,275
0.827734375,0.110546875,2.569140625,0.69,276
0.989453125,0.384765625,2.569140625,0.85,277
0.989453125,0.110546875,3.7558593750000004,0.72,278
0.989453125,0.110546875,2.569140625,0.8,279
0.37773437500000007,0.834765625,1.3058593750000003,0.96,280
0.539453125,0.834765625,1.3058593750000003,1.0,281
0.37773437500000007,0.560546875,1.3058593750000003,0.96,282
0.37773437500000007,0.834765625,0.119140625,0.96,283
0.37773437500000007,0.560546875,0.119140625,0.93,284
0.539453125,0.834765625,0.119140625,0.97,285
0.539453125,0.560546875,1.3058593750000003,0.93,286
0.539453125,0.560546875,0.119140625,0.93,287
0.490234375,0.49726562500000004,1.9183593750000003,0.98,288
0.42695312500000004,0.49726562500000004,1.9183593750000003,0.93,289
0.490234375,0.673046875,1.9183593750000003,0.98,290
0.490234375,0.49726562500000004,1.9566406250000001,0.95,291
0.490234375,0.673046875,1.9566406250000001,0.96,292
0.42695312500000004,0.49726562500000004,1.9566406250000001,0.91,293
0.42695312500000004,0.673046875,1.9183593750000003,0.93,294
0.42695312500000004,0.673046875,1.9566406250000001,0.96,295
0.940234375,0.947265625,4.368359375,0.98,296
0.876953125,0.947265625,4.368359375,0.98,297
0.940234375,0.223046875,4.368359375,0.81,298
0.940234375,0.947265625,4.406640625,0.97,299
0.940234375,0.223046875,4.406640625,0.78,300
0.876953125,0.947265625,4.406640625,0.95,301
0.876953125,0.223046875,4.368359375,0.75,302
0.876953125,0.223046875,4.406640625,0.84,303
0.715234375,0.272265625,0.693359375,0.87,304
0.201953125,0.272265625,0.693359375,0.82,305
0.715234375,0.44804687500000007,0.693359375,0.94,306
0.715234375,0.272265625,3.1816406250000004,0.84,307
0.715234375,0.44804687500000007,3.1816406250000004,0.91,308
0.201953125,0.272265625,3.1816406250000004,0.85,309
0.201953125,0.44804687500000007,0.693359375,0.93,310
0.201953125,0.44804687500000007,3.1816406250000004,0.92,311
0.265234375,0.722265625,3.143359375,0.95,312
0.651953125,0.722265625,3.143359375,0.96,313
0.265234375,0.898046875,3.143359375,0.98,314
0.265234375,0.722265625,0.731640625,0.98,315
0.265234375,0.898046875,0.731640625,0.98,316
0.651953125,0.722265625,0.731640625,0.99,317
0.651953125,0.898046875,3.143359375,0.99,318
0.651953125,0.898046875,0.731640625,0.95,319
0.32148437500000004,0.328515625,0.387109375,0.87,320
0.820703125,0.328515625,0.387109375,0.83,321
0.32148437500000004,0.39179687500000004,0.387109375,0.91,322
0.32148437500000004,0.328515625,0.425390625,0.87,323
0.32148437500000004,0.39179687500000004,0.425390625,0.93,324
0.820703125,0.328515625,0.425390625,0.89,325
0.820703125,0.39179687500000004,0.387109375,0.9,326
0.820703125,0.39179687500000004,0.425390625,0.89,327
0.771484375,0.778515625,2.8371093750000003,0.97,328
0.370703125,0.778515625,2.8371093750000003,0.96,329
0.771484375,0.841796875,2.8371093750000003,0.95,330
0.771484375,0.778515625,2.875390625,0.97,331
0.771484375,0.841796875,2.875390625,0.96,332
0.370703125,0.778515625,2.875390625,0.98,333
0.370703125,0.841796875,2.8371093750000003,0.95,334
0.370703125,0.841796875,2.875390625,0.95,335
0.996484375,0.103515625,1.6121093750000002,0.67,336
0.595703125,0.103515625,1.6121093750000002,0.63,337
0.996484375,0.616796875,1.6121093750000002,0.92,338
0.996484375,0.103515625,4.100390625,0.71,339
0.996484375,0.616796875,4.100390625,0.94,340
0.595703125,0.103515625,4.100390625,0.72,341
0.595703125,0.616796875,1.6121093750000002,0.94,342
0.595703125,0.616796875,4.100390625,0.94,343
0.546484375,0.5535156250000001,4.062109375,0.97,344
0.14570312500000002,0.5535156250000001,4.062109375,0.94,345
0.546484375,0.166796875,4.062109375,0.82,346
0.546484375,0.5535156250000001,1.6503906250000002,0.88,347
0.546484375,0.166796875,1.6503906250000002,0.79,348
0.14570312500000002,0.5535156250000001,1.6503906250000002,0.92,349
0.14570312500000002,0.166796875,4.062109375,0.76,350
0.14570312500000002,0.166796875,1.6503906250000002,0.81,351
0.433984375,0.216015625,3.4496093750000005,0.78,352
0.258203125,0.216015625,3.4496093750000005,0.79,353
0.433984375,0.279296875,3.4496093750000005,0.85,354
0.433984375,0.216015625,1.0378906250000002,0.82,355
0.433984375,0.279296875,1.0378906250000002,0.83,356
0.258203125,0.216015625,1.0378906250000002,0.78,357
0.258203125,0.279296875,3.4496093750000005,0.88,358
0.258203125,0.279296875,1.0378906250000002,0.85,359
0.883984375,0.666015625,0.999609375,0.96,360
0.708203125,0.666015625,0.999609375,0.94,361
0.883984375,0.729296875,0.999609375,0.96,362
0.883984375,0.666015625,3.4878906250000004,0.97,363
0.883984375,0.729296875,3.4878906250000004,0.97,364
0.708203125,0.666015625,3.4878906250000004,0.97,365
0.708203125,0.729296875,0.999609375,0.98,366
0.708203125,0.729296875,3.4878906250000004,0.99,367
0.658984375,0.441015625,4.674609375,0.9,368
0.48320312500000007,0.441015625,4.674609375,0.88,369
0.658984375,0.954296875,4.674609375,0.95,370
0.658984375,0.441015625,4.712890625,0.9,371
0.658984375,0.954296875,4.712890625,0.99,372
0.48320312500000007,0.441015625,4.712890625,0.91,373
0.48320312500000007,0.954296875,4.674609375,0.99,374
0.48320312500000007,0.954296875,4.712890625,1.0,375
0.208984375,0.891015625,2.2246093750000004,0.99,376
0.933203125,0.891015625,2.2246093750000004,0.95,377
0.208984375,0.504296875,2.2246093750000004,0.98,378
0.208984375,0.891015625,2.2628906250000003,0.97,379
0.208984375,0.504296875,2.2628906250000003,0.91,380
0.933203125,0.891015625,2.2628906250000003,0.96,381
0.933203125,0.504296875,2.2246093750000004,0.93,382
0.933203125,0.504296875,2.2628906250000003,0.91,383
0.180859375,0.469140625,2.683984375,0.89,384
0.173828125,0.469140625,2.683984375,0.87,385
0.180859375,0.5886718750000001,2.683984375,0.95,386
0.180859375,0.469140625,3.6410156250000005,0.94,387
0.180859375,0.5886718750000001,3.6410156250000005,0.93,388
0.173828125,0.469140625,3.6410156250000005,0.95,389
0.173828125,0.5886718750000001,2.683984375,0.91,390
0.173828125,0.5886718750000001,3.6410156250000005,0.94,391
0.630859375,0.919140625,0.23398437500000002,0.99,392
0.623828125,0.919140625,0.23398437500000002,0.96,393
0.630859375,0.138671875,0.23398437500000002,0.65,394
0.630859375,0.919140625,1.1910156250000001,0.96,395
0.630859375,0.138671875,1.1910156250000001,0.77,396
0.623828125,0.919140625,1.1910156250000001,1.0,397
0.623828125,0.138671875,0.23398437500000002,0.73,398
0.623828125,0.138671875,1.1910156250000001,0.78,399
0.855859375,0.244140625,3.908984375,0.81,400
0.398828125,0.244140625,3.908984375,0.85,401
0.855859375,0.363671875,3.908984375,0.88,402
0.855859375,0.244140625,2.4160156250000004,0.77,403
0.855859375,0.363671875,2.4160156250000004,0.88,404
0.398828125,0.244140625,2.4160156250000004,0.85,405
0.398828125,0.363671875,3.908984375,0.84,406
0.398828125,0.363671875,2.4160156250000004,0.88,407
0.405859375,0.694140625,1.4589843750000002,0.92,408
0.848828125,0.694140625,1.4589843750000002,0.97,409
0.405859375,0.813671875,1.4589843750000002,0.97,410
0.405859375,0.694140625,4.866015625,0.96,411
0.405859375,0.813671875,4.866015625,0.97,412
0.848828125,0.694140625,4.866015625,0.96,413
0.848828125,0.813671875,1.4589843750000002,0.96,414
0.848828125,0.813671875,4.866015625,0.96,415
0.5183593750000001,0.131640625,0.8464843750000001,0.75,416
0.961328125,0.131640625,0.8464843750000001,0.67,417
0.5183593750000001,0.926171875,0.8464843750000001,0.96,418
0.5183593750000001,0.131640625,3.0285156250000003,0.72,419
0.5183593750000001,0.926171875,3.0285156250000003,0.95,420
0.961328125,0.131640625,3.0285156250000003,0.7,421
0.961328125,0.926171875,0.8464843750000001,0.97,422
0.961328125,0.926171875,3.0285156250000003,0.95,423
0.968359375,0.581640625,3.2964843750000004,0.95,424
0.511328125,0.581640625,3.2964843750000004,0.95,425
0.968359375,0.476171875,3.2964843750000004,0.92,426
0.968359375,0.581640625,0.5785156250000001,0.94,427
0.968359375,0.476171875,0.5785156250000001,0.91,428
0.511328125,0.581640625,0.5785156250000001,0.94,429
0.511328125,0.476171875,3.2964843750000004,0.94,430
0.511328125,0.476171875,0.5785156250000001,0.98,431
0.743359375,0.35664062500000004,2.0714843750000003,0.9,432
0.736328125,0.35664062500000004,2.0714843750000003,0.93,433
0.743359375,0.25117187500000004,2.0714843750000003,0.84,434
0.743359375,0.35664062500000004,1.8035156250000002,0.9,435
0.743359375,0.25117187500000004,1.8035156250000002,0.89,436
0.736328125,0.35664062500000004,1.8035156250000002,0.93,437
0.736328125,0.25117187500000004,2.0714843750000003,0.79,438
0.736328125,0.25117187500000004,1.8035156250000002,0.84,439
0.293359375,0.806640625,4.521484375,0.99,440
0.28632812500000004,0.806640625,4.521484375,0.97,441
0.293359375,0.701171875,4.521484375,0.96,442
0.293359375,0.806640625,4.253515625,0.96,443
0.293359375,0.701171875,4.253515625,0.95,444
0.28632812500000004,0.806640625,4.253515625,0.98,445
0.28632812500000004,0.701171875,4.521484375,1.0,446
0.28632812500000004,0.701171875,4.253515625,0.96,447
0.237109375,0.300390625,2.377734375,0.87,448
0.455078125,0.300390625,2.377734375,0.83,449
0.237109375,0.19492187500000002,2.377734375,0.78,450
0.237109375,0.300390625,4.559765625,0.86,451
0.237109375,0.19492187500000002,4.559765625,0.74,452
0.455078125,0.300390625,4.559765625,0.81,453
0.455078125,0.19492187500000002,2.377734375,0.82,454
0.455078125,0.19492187500000002,4.559765625,0.83,455
0.687109375,0.750390625,4.827734375,0.95,456
0.905078125,0.750390625,4.827734375,0.97,457
0.687109375,0.644921875,4.827734375,0.92,458
0.687109375,0.750390625,2.109765625,0.96,459
0.687109375,0.644921875,2.109765625,0.97,460
0.905078125,0.750390625,2.109765625,0.97,461
0.905078125,0.644921875,4.827734375,0.97,462
0.905078125,0.644921875,2.109765625,0.98,463
0.912109375,0.525390625,1.152734375,0.95,464
0.23007812500000002,0.525390625,1.152734375,0.95,465
0.912109375,0.869921875,1.152734375,0.97,466
0.912109375,0.525390625,0.884765625,0.92,467
0.912109375,0.869921875,0.884765625,0.96,468
0.23007812500000002,0.525390625,0.884765625,0.92,469
0.23007812500000002,0.869921875,1.152734375,0.98,470
0.23007812500000002,0.869921875,0.884765625,0.98,471
0.46210937500000004,0.975390625,3.6027343750000003,0.98,472
0.680078125,0.975390625,3.6027343750000003,0.97,473
0.46210937500000004,0.419921875,3.6027343750000003,0.9,474
0.46210937500000004,0.975390625,3.334765625,0.97,475
0.46210937500000004,0.419921875,3.334765625,0.94,476
0.680078125,0.975390625,3.334765625,0.98,477
0.680078125,0.419921875,3.6027343750000003,0.92,478
0.680078125,0.419921875,3.334765625,0.92,479
0.349609375,0.41289062500000007,4.215234375,0.9,480
0.567578125,0.41289062500000007,4.215234375,0.89,481
0.349609375,0.532421875,4.215234375,0.97,482
0.349609375,0.41289062500000007,3.9472656250000004,0.88,483
0.349609375,0.532421875,3.9472656250000004,0.93,484
0.567578125,0.41289062500000007,3.9472656250000004,0.95,485
0.567578125,0.532421875,4.215234375,0.91,486
0.567578125,0.532421875,3.9472656250000004,0.91,487
0.799609375,0.862890625,1.7652343750000001,0.96,488
0.117578125,0.862890625,1.7652343750000001,0.98,489
0.799609375,0.982421875,1.7652343750000001,0.96,490
0.799609375,0.862890625,1.4972656250000003,0.98,491
0.799609375,0.982421875,1.4972656250000003,0.97,492
0.117578125,0.862890625,1.4972656250000003,0.94,493
0.117578125,0.982421875,1.7652343750000001,0.95,494
0.117578125,0.982421875,1.4972656250000003,0.98,495
0.574609375,0.187890625,2.9902343750000004,0.79,496
0.792578125,0.187890625,2.9902343750000004,0.77,497
0.574609375,0.757421875,2.9902343750000004,0.96,498
0.574609375,0.187890625,0.272265625,0.81,499
0.574609375,0.757421875,0.272265625,0.96,500
0.792578125,0.187890625,0.272265625,0.76,501
0.792578125,0.757421875,2.9902343750000004,0.96,502
0.792578125,0.757421875,0.272265625,0.94,503
0.12460937500000001,0.637890625,0.540234375,0.94,504
0.342578125,0.637890625,0.540234375,0.92,505
0.12460937500000001,0.307421875,0.540234375,0.85,506
0.12460937500000001,0.637890625,2.7222656250000004,0.94,507
0.12460937500000001,0.307421875,2.7222656250000004,0.84,508
0.342578125,0.637890625,2.7222656250000004,0.95,509
0.342578125,0.307421875,0.540234375,0.89,510
0.342578125,0.307421875,2.7222656250000004,0.86,511
0.117578125,0.279296875,3.0285156250000003,0.81,512
0.912109375,0.279296875,3.0285156250000003,0.84,513
0.117578125,0.328515625,3.0285156250000003,0.89,514
0.117578125,0.279296875,4.368359375,0.89,515
0.117578125,0.328515625,4.368359375,0.87,516
0.912109375,0.279296875,4.368359375,0.87,517
0.912109375,0.328515625,3.0285156250000003,0.96,518
0.912109375,0.328515625,4.368359375,0.93,519
0.567578125,0.729296875,0.5785156250000001,0.95,520
0.46210937500000004,0.729296875,0.5785156250000001,0.95,521
0.567578125,0.778515625,0.5785156250000001,0.95,522
0.567578125,0.729296875,1.9183593750000003,0.98,523
0.567578125,0.778515625,1.9183593750000003,0.96,524
0.46210937500000004,0.729296875,1.9183593750000003,0.93,525
