M,Run,Recycle_Rate,logit,activation
11.947368421052632,4,0.65,True,simultaneous
11.947368421052632,5,0.63,True,simultaneous
11.947368421052632,6,0.66,True,simultaneous
11.947368421052632,7,0.66,True,simultaneous
11.947368421052632,8,0.62,True,simultaneous
11.947368421052632,9,0.65,True,simultaneous
11.947368421052632,10,0.66,True,simultaneous
11.947368421052632,11,0.68,True,simultaneous
11.947368421052632,12,0.65,True,simultaneous
11.947368421052632,13,0.61,True,simultaneous
11.947368421052632,14,0.65,True,simultaneous
11.947368421052632,15,0.7,True,simultaneous
11.947368421052632,16,0.65,True,simultaneous
11.947368421052632,17,0.62,True,simultaneous
11.947368421052632,18,0.62,True,simultaneous
11.947368421052632,19,0.63,True,simultaneous
11.947368421052632,20,0.64,True,simultaneous
11.947368421052632,21,0.7,True,simultaneous
11.947368421052632,22,0.66,True,simultaneous
11.947368421052632,23,0.64,True,simultaneous
11.947368421052632,24,0.64,True,simultaneous
11.947368421052632,25,0.63,True,simultaneous
11.947368421052632,26,0.66,True,simultaneous
11.947368421052632,27,0.66,True,simultaneous
11.947368421052632,28,0.62,True,simultaneous
11.947368421052632,29,0.6,True,simultaneous
11.947368421052632,30,0.67,True,simultaneous
11.947368421052632,31,0.65,True,simultaneous
11.947368421052632,32,0.65,True,simultaneous
11.947368421052632,33,0.61,True,simultaneous
11.947368421052632,34,0.64,True,simultaneous
11.947368421052632,35,0.63,True,simultaneous
11.947368421052632,36,0.65,True,simultaneous
11.947368421052632,37,0.63,True,simultaneous
11.947368421052632,38,0.62,True,simultaneous
11.947368421052632,39,0.63,True,simultaneous
11.947368421052632,40,0.66,True,simultaneous
11.947368421052632,41,0.67,True,simultaneous
11.947368421052632,42,0.68,True,simultaneous
11.947368421052632,43,0.62,True,simultaneous
11.947368421052632,44,0.65,True,simultaneous
11.947368421052632,45,0.68,True,simultaneous
11.947368421052632,46,0.61,True,simultaneous
11.947368421052632,47,0.65,True,simultaneous
11.947368421052632,48,0.6,True,simultaneous
11.947368421052632,49,0.64,True,simultaneous
11.947368421052632,50,0.67,True,simultaneous
11.947368421052632,51,0.62,True,simultaneous
11.947368421052632,52,0.63,True,simultaneous
11.947368421052632,53,0.65,True,simultaneous
11.947368421052632,54,0.62,True,simultaneous
11.947368421052632,55,0.63,True,simultaneous
11.947368421052632,56,0.64,True,simultaneous
11.947368421052632,57,0.68,True,simultaneous
11.947368421052632,58,0.61,True,simultaneous
11.947368421052632,59,0.66,True,simultaneous
11.947368421052632,60,0.66,True,simultaneous
11.947368421052632,61,0.68,True,simultaneous
11.947368421052632,62,0.64,True,simultaneous
11.947368421052632,63,0.64,True,simultaneous
11.947368421052632,64,0.64,True,simultaneous
11.947368421052632,65,0.66,True,simultaneous
11.947368421052632,66,0.64,True,simultaneous
11.947368421052632,67,0.67,True,simultaneous
11.947368421052632,68,0.59,True,simultaneous
11.947368421052632,69,0.63,True,simultaneous
11.947368421052632,70,0.64,True,simultaneous
11.947368421052632,71,0.61,True,simultaneous
11.947368421052632,72,0.64,True,simultaneous
11.947368421052632,73,0.64,True,simultaneous
11.947368421052632,74,0.67,True,simultaneous
11.947368421052632,75,0.61,True,simultaneous
11.947368421052632,76,0.66,True,simultaneous
11.947368421052632,77,0.63,True,simultaneous
11.947368421052632,78,0.62,True,simultaneous
11.947368421052632,79,0.67,True,simultaneous
11.947368421052632,80,0.65,True,simultaneous
11.947368421052632,81,0.66,True,simultaneous
11.947368421052632,82,0.67,True,simultaneous
11.947368421052632,83,0.65,True,simultaneous
11.947368421052632,84,0.65,True,simultaneous
11.947368421052632,85,0.65,True,simultaneous
11.947368421052632,86,0.66,True,simultaneous
11.947368421052632,87,0.68,True,simultaneous
11.947368421052632,88,0.63,True,simultaneous
11.947368421052632,89,0.66,True,simultaneous
11.947368421052632,90,0.67,True,simultaneous
11.947368421052632,91,0.64,True,simultaneous
11.947368421052632,92,0.63,True,simultaneous
11.947368421052632,93,0.63,True,simultaneous
11.947368421052632,94,0.63,True,simultaneous
11.947368421052632,95,0.67,True,simultaneous
11.947368421052632,96,0.66,True,simultaneous
11.947368421052632,97,0.64,True,simultaneous
11.947368421052632,98,0.64,True,simultaneous
11.947368421052632,99,0.64,True,simultaneous
11.947368421052632,100,0.61,True,simultaneous
11.947368421052632,101,0.63,True,simultaneous
11.947368421052632,102,0.67,True,simultaneous
11.947368421052632,103,0.66,True,simultaneous
11.947368421052632,104,0.65,True,simultaneous
11.947368421052632,105,0.6,True,simultaneous
11.947368421052632,106,0.62,True,simultaneous
11.947368421052632,107,0.68,True,simultaneous
11.947368421052632,108,0.63,True,simultaneous
11.947368421052632,109,0.61,True,simultaneous
11.947368421052632,110,0.63,True,simultaneous
11.947368421052632,111,0.69,True,simultaneous
11.947368421052632,112,0.7,True,simultaneous
11.947368421052632,113,0.63,True,simultaneous
11.947368421052632,114,0.66,True,simultaneous
11.947368421052632,115,0.69,True,simultaneous
11.947368421052632,116,0.63,True,simultaneous
11.947368421052632,117,0.67,True,simultaneous
11.947368421052632,118,0.64,True,simultaneous
11.947368421052632,119,0.67,True,simultaneous
11.947368421052632,120,0.63,True,simultaneous
11.947368421052632,121,0.67,True,simultaneous
11.947368421052632,122,0.64,True,simultaneous
11.947368421052632,123,0.69,True,simultaneous
11.947368421052632,124,0.69,True,simultaneous
11.947368421052632,125,0.63,True,simultaneous
11.947368421052632,126,0.66,True,simultaneous
11.947368421052632,127,0.65,True,simultaneous
11.947368421052632,128,0.6,True,simultaneous
11.947368421052632,129,0.62,True,simultaneous
11.947368421052632,130,0.63,True,simultaneous
11.947368421052632,131,0.64,True,simultaneous
11.947368421052632,132,0.62,True,simultaneous
11.947368421052632,133,0.64,True,simultaneous
11.947368421052632,134,0.65,True,simultaneous
11.947368421052632,135,0.64,True,simultaneous
11.947368421052632,136,0.68,True,simultaneous
11.947368421052632,137,0.66,True,simultaneous
11.947368421052632,138,0.62,True,simultaneous
11.947368421052632,139,0.61,True,simultaneous
11.947368421052632,140,0.66,True,simultaneous
11.947368421052632,141,0.62,True,simultaneous
11.947368421052632,142,0.59,True,simultaneous
11.947368421052632,143,0.67,True,simultaneous
11.947368421052632,144,0.69,True,simultaneous
11.947368421052632,145,0.66,True,simultaneous
11.947368421052632,146,0.66,True,simultaneous
11.947368421052632,147,0.64,True,simultaneous
11.947368421052632,148,0.63,True,simultaneous
11.947368421052632,149,0.63,True,simultaneous
11.947368421052632,150,0.63,True,simultaneous
11.947368421052632,151,0.62,True,simultaneous
11.947368421052632,152,0.6,True,simultaneous
11.947368421052632,153,0.65,True,simultaneous
11.947368421052632,154,0.62,True,simultaneous
11.947368421052632,155,0.65,True,simultaneous
11.947368421052632,156,0.66,True,simultaneous
11.947368421052632,157,0.71,True,simultaneous
11.947368421052632,158,0.67,True,simultaneous
11.947368421052632,159,0.66,True,simultaneous
11.947368421052632,160,0.61,True,simultaneous
11.947368421052632,161,0.65,True,simultaneous
11.947368421052632,162,0.69,True,simultaneous
11.947368421052632,163,0.63,True,simultaneous
11.947368421052632,164,0.67,True,simultaneous
11.947368421052632,165,0.63,True,simultaneous
11.947368421052632,166,0.61,True,simultaneous
11.947368421052632,167,0.68,True,simultaneous
11.947368421052632,168,0.66,True,simultaneous
11.947368421052632,169,0.61,True,simultaneous
11.947368421052632,170,0.66,True,simultaneous
11.947368421052632,171,0.67,True,simultaneous
11.947368421052632,172,0.63,True,simultaneous
11.947368421052632,173,0.65,True,simultaneous
11.947368421052632,174,0.64,True,simultaneous
11.947368421052632,175,0.65,True,simultaneous
11.947368421052632,176,0.65,True,simultaneous
11.947368421052632,177,0.65,True,simultaneous
11.947368421052632,178,0.64,True,simultaneous
11.947368421052632,179,0.63,True,simultaneous
11.947368421052632,180,0.64,True,simultaneous
11.947368421052632,181,0.64,True,simultaneous
11.947368421052632,182,0.7,True,simultaneous
11.947368421052632,183,0.65,True,simultaneous
11.947368421052632,184,0.64,True,simultaneous
11.947368421052632,185,0.64,True,simultaneous
11.947368421052632,186,0.64,True,simultaneous
11.947368421052632,187,0.66,True,simultaneous
11.947368421052632,188,0.64,True,simultaneous
11.947368421052632,189,0.64,True,simultaneous
11.947368421052632,190,0.6,True,simultaneous
11.947368421052632,191,0.62,True,simultaneous
11.947368421052632,192,0.64,True,simultaneous
11.947368421052632,193,0.67,True,simultaneous
11.947368421052632,194,0.67,True,simultaneous
11.947368421052632,195,0.63,True,simultaneous
11.947368421052632,196,0.61,True,simultaneous
11.947368421052632,197,0.63,True,simultaneous
11.947368421052632,198,0.65,True,simultaneous
11.947368421052632,199,0.66,True,simultaneous
11.947368421052632,200,0.63,True,simultaneous
11.947368421052632,201,0.63,True,simultaneous
11.947368421052632,202,0.68,True,simultaneous
11.947368421052632,203,0.63,True,simultaneous
11.947368421052632,204,0.58,True,simultaneous
11.947368421052632,205,0.63,True,simultaneous
11.947368421052632,206,0.66,True,simultaneous
11.947368421052632,207,0.66,True,simultaneous
11.947368421052632,208,0.64,True,simultaneous
11.947368421052632,209,0.66,True,simultaneous
11.947368421052632,210,0.62,True,simultaneous
11.947368421052632,211,0.66,True,simultaneous
11.947368421052632,212,0.67,True,simultaneous
11.947368421052632,213,0.64,True,simultaneous
11.947368421052632,214,0.68,True,simultaneous
11.947368421052632,215,0.67,True,simultaneous
11.947368421052632,216,0.63,True,simultaneous
11.947368421052632,217,0.67,True,simultaneous
11.947368421052632,218,0.66,True,simultaneous
11.947368421052632,219,0.68,True,simultaneous
11.947368421052632,220,0.61,True,simultaneous
11.947368421052632,221,0.68,True,simultaneous
11.947368421052632,222,0.6,True,simultaneous
11.947368421052632,223,0.63,True,simultaneous
11.947368421052632,224,0.68,True,simultaneous
11.947368421052632,225,0.68,True,simultaneous
11.947368421052632,226,0.63,True,simultaneous
11.947368421052632,227,0.62,True,simultaneous
11.947368421052632,228,0.62,True,simultaneous
11.947368421052632,229,0.69,True,simultaneous
11.947368421052632,230,0.6,True,simultaneous
11.947368421052632,231,0.57,True,simultaneous
11.947368421052632,232,0.62,True,simultaneous
11.947368421052632,233,0.61,True,simultaneous
11.947368421052632,234,0.65,True,simultaneous
11.947368421052632,235,0.64,True,simultaneous
11.947368421052632,236,0.63,True,simultaneous
11.947368421052632,237,0.66,True,simultaneous
11.947368421052632,238,0.63,True,simultaneous
11.947368421052632,239,0.6,True,simultaneous
11.947368421052632,240,0.63,True,simultaneous
11.947368421052632,241,0.64,True,simultaneous
11.947368421052632,242,0.67,True,simultaneous
11.947368421052632,243,0.64,True,simultaneous
11.947368421052632,244,0.67,True,simultaneous
11.947368421052632,245,0.67,True,simultaneous
11.947368421052632,246,0.65,True,simultaneous
11.947368421052632,247,0.67,True,simultaneous
11.947368421052632,248,0.65,True,simultaneous
11.947368421052632,249,0.64,True,simultaneous
12.842105263157896,0,0.65,True,simultaneous
12.842105263157896,1,0.64,True,simultaneous
12.842105263157896,2,0.63,True,simultaneous
12.842105263157896,3,0.64,True,simultaneous
12.842105263157896,4,0.63,True,simultaneous
12.842105263157896,5,0.71,True,simultaneous
12.842105263157896,6,0.65,True,simultaneous
12.842105263157896,7,0.7,True,simultaneous
12.842105263157896,8,0.6,True,simultaneous
12.842105263157896,9,0.66,True,simultaneous
12.842105263157896,10,0.63,True,simultaneous
12.842105263157896,11,0.67,True,simultaneous
12.842105263157896,12,0.66,True,simultaneous
12.842105263157896,13,0.65,True,simultaneous
12.842105263157896,14,0.6,True,simultaneous
12.842105263157896,15,0.64,True,simultaneous
12.842105263157896,16,0.66,True,simultaneous
12.842105263157896,17,0.65,True,simultaneous
12.842105263157896,18,0.62,True,simultaneous
12.842105263157896,19,0.65,True,simultaneous
12.842105263157896,20,0.66,True,simultaneous
12.842105263157896,21,0.62,True,simultaneous
12.842105263157896,22,0.64,True,simultaneous
12.842105263157896,23,0.67,True,simultaneous
12.842105263157896,24,0.66,True,simultaneous
12.842105263157896,25,0.67,True,simultaneous
12.842105263157896,26,0.67,True,simultaneous
12.842105263157896,27,0.67,True,simultaneous
12.842105263157896,28,0.68,True,simultaneous
12.842105263157896,29,0.64,True,simultaneous
12.842105263157896,30,0.63,True,simultaneous
12.842105263157896,31,0.65,True,simultaneous
12.842105263157896,32,0.67,True,simultaneous
12.842105263157896,33,0.65,True,simultaneous
12.842105263157896,34,0.64,True,simultaneous
12.842105263157896,35,0.63,True,simultaneous
12.842105263157896,36,0.64,True,simultaneous
12.842105263157896,37,0.65,True,simultaneous
12.842105263157896,38,0.64,True,simultaneous
12.842105263157896,39,0.61,True,simultaneous
12.842105263157896,40,0.66,True,simultaneous
12.842105263157896,41,0.64,True,simultaneous
12.842105263157896,42,0.66,True,simultaneous
12.842105263157896,43,0.65,True,simultaneous
12.842105263157896,44,0.62,True,simultaneous
12.842105263157896,45,0.63,True,simultaneous
12.842105263157896,46,0.65,True,simultaneous
12.842105263157896,47,0.62,True,simultaneous
12.842105263157896,48,0.67,True,simultaneous
12.842105263157896,49,0.66,True,simultaneous
12.842105263157896,50,0.64,True,simultaneous
12.842105263157896,51,0.63,True,simultaneous
12.842105263157896,52,0.64,True,simultaneous
12.842105263157896,53,0.65,True,simultaneous
12.842105263157896,54,0.66,True,simultaneous
12.842105263157896,55,0.65,True,simultaneous
12.842105263157896,56,0.61,True,simultaneous
12.842105263157896,57,0.66,True,simultaneous
12.842105263157896,58,0.68,True,simultaneous
12.842105263157896,59,0.69,True,simultaneous
12.842105263157896,60,0.67,True,simultaneous
12.842105263157896,61,0.63,True,simultaneous
12.842105263157896,62,0.62,True,simultaneous
12.842105263157896,63,0.63,True,simultaneous
12.842105263157896,64,0.66,True,simultaneous
12.842105263157896,65,0.64,True,simultaneous
12.842105263157896,66,0.68,True,simultaneous
12.842105263157896,67,0.62,True,simultaneous
12.842105263157896,68,0.68,True,simultaneous
12.842105263157896,69,0.64,True,simultaneous
12.842105263157896,70,0.67,True,simultaneous
12.842105263157896,71,0.64,True,simultaneous
12.842105263157896,72,0.63,True,simultaneous
12.842105263157896,73,0.66,True,simultaneous
12.842105263157896,74,0.68,True,simultaneous
12.842105263157896,75,0.6,True,simultaneous
12.842105263157896,76,0.67,True,simultaneous
12.842105263157896,77,0.65,True,simultaneous
12.842105263157896,78,0.64,True,simultaneous
12.842105263157896,79,0.68,True,simultaneous
12.842105263157896,80,0.71,True,simultaneous
12.842105263157896,81,0.65,True,simultaneous
12.842105263157896,82,0.6,True,simultaneous
12.842105263157896,83,0.66,True,simultaneous
12.842105263157896,84,0.6,True,simultaneous
12.842105263157896,85,0.59,True,simultaneous
12.842105263157896,86,0.61,True,simultaneous
12.842105263157896,87,0.61,True,simultaneous
12.842105263157896,88,0.63,True,simultaneous
12.842105263157896,89,0.68,True,simultaneous
12.842105263157896,90,0.66,True,simultaneous
12.842105263157896,91,0.68,True,simultaneous
12.842105263157896,92,0.63,True,simultaneous
12.842105263157896,93,0.68,True,simultaneous
12.842105263157896,94,0.63,True,simultaneous
12.842105263157896,95,0.62,True,simultaneous
12.842105263157896,96,0.65,True,simultaneous
12.842105263157896,97,0.61,True,simultaneous
12.842105263157896,98,0.64,True,simultaneous
12.842105263157896,99,0.64,True,simultaneous
12.842105263157896,100,0.64,True,simultaneous
12.842105263157896,101,0.64,True,simultaneous
12.842105263157896,102,0.66,True,simultaneous
12.842105263157896,103,0.65,True,simultaneous
12.842105263157896,104,0.63,True,simultaneous
12.842105263157896,105,0.66,True,simultaneous
12.842105263157896,106,0.67,True,simultaneous
12.842105263157896,107,0.65,True,simultaneous
12.842105263157896,108,0.67,True,simultaneous
12.842105263157896,109,0.63,True,simultaneous
12.842105263157896,110,0.66,True,simultaneous
12.842105263157896,111,0.64,True,simultaneous
12.842105263157896,112,0.64,True,simultaneous
12.842105263157896,113,0.65,True,simultaneous
12.842105263157896,114,0.64,True,simultaneous
12.842105263157896,115,0.62,True,simultaneous
12.842105263157896,116,0.66,True,simultaneous
12.842105263157896,117,0.61,True,simultaneous
12.842105263157896,118,0.66,True,simultaneous
12.842105263157896,119,0.68,True,simultaneous
12.842105263157896,120,0.65,True,simultaneous
12.842105263157896,121,0.69,True,simultaneous
12.842105263157896,122,0.66,True,simultaneous
12.842105263157896,123,0.65,True,simultaneous
12.842105263157896,124,0.68,True,simultaneous
12.842105263157896,125,0.64,True,simultaneous
12.842105263157896,126,0.7,True,simultaneous
12.842105263157896,127,0.64,True,simultaneous
12.842105263157896,128,0.65,True,simultaneous
12.842105263157896,129,0.67,True,simultaneous
12.842105263157896,130,0.66,True,simultaneous
12.842105263157896,131,0.65,True,simultaneous
12.842105263157896,132,0.64,True,simultaneous
12.842105263157896,133,0.65,True,simultaneous
12.842105263157896,134,0.64,True,simultaneous
12.842105263157896,135,0.63,True,simultaneous
12.842105263157896,136,0.61,True,simultaneous
12.842105263157896,137,0.65,True,simultaneous
12.842105263157896,138,0.65,True,simultaneous
12.842105263157896,139,0.68,True,simultaneous
12.842105263157896,140,0.66,True,simultaneous
12.842105263157896,141,0.66,True,simultaneous
12.842105263157896,142,0.66,True,simultaneous
12.842105263157896,143,0.61,True,simultaneous
12.842105263157896,144,0.68,True,simultaneous
12.842105263157896,145,0.63,True,simultaneous
12.842105263157896,146,0.65,True,simultaneous
12.842105263157896,147,0.65,True,simultaneous
12.842105263157896,148,0.66,True,simultaneous
12.842105263157896,149,0.68,True,simultaneous
12.842105263157896,150,0.63,True,simultaneous
12.842105263157896,151,0.65,True,simultaneous
12.842105263157896,152,0.7,True,simultaneous
12.842105263157896,153,0.64,True,simultaneous
12.842105263157896,154,0.62,True,simultaneous
12.842105263157896,155,0.67,True,simultaneous
12.842105263157896,156,0.63,True,simultaneous
12.842105263157896,157,0.67,True,simultaneous
12.842105263157896,158,0.64,True,simultaneous
12.842105263157896,159,0.64,True,simultaneous
12.842105263157896,160,0.62,True,simultaneous
12.842105263157896,161,0.65,True,simultaneous
12.842105263157896,162,0.6,True,simultaneous
12.842105263157896,163,0.62,True,simultaneous
12.842105263157896,164,0.62,True,simultaneous
12.842105263157896,165,0.64,True,simultaneous
12.842105263157896,166,0.65,True,simultaneous
12.842105263157896,167,0.66,True,simultaneous
12.842105263157896,168,0.67,True,simultaneous
12.842105263157896,169,0.65,True,simultaneous
12.842105263157896,170,0.61,True,simultaneous
12.842105263157896,171,0.64,True,simultaneous
12.842105263157896,172,0.67,True,simultaneous
12.842105263157896,173,0.62,True,simultaneous
12.842105263157896,174,0.66,True,simultaneous
12.842105263157896,175,0.67,True,simultaneous
12.842105263157896,176,0.67,True,simultaneous
12.842105263157896,177,0.6,True,simultaneous
12.842105263157896,178,0.67,True,simultaneous
12.842105263157896,179,0.63,True,simultaneous
12.842105263157896,180,0.63,True,simultaneous
12.842105263157896,181,0.64,True,simultaneous
12.842105263157896,182,0.65,True,simultaneous
12.842105263157896,183,0.65,True,simultaneous
12.842105263157896,184,0.65,True,simultaneous
12.842105263157896,185,0.61,True,simultaneous
12.842105263157896,186,0.63,True,simultaneous
12.842105263157896,187,0.66,True,simultaneous
12.842105263157896,188,0.65,True,simultaneous
12.842105263157896,189,0.68,True,simultaneous
12.842105263157896,190,0.64,True,simultaneous
12.842105263157896,191,0.68,True,simultaneous
12.842105263157896,192,0.62,True,simultaneous
12.842105263157896,193,0.62,True,simultaneous
12.842105263157896,194,0.66,True,simultaneous
12.842105263157896,195,0.64,True,simultaneous
12.842105263157896,196,0.63,True,simultaneous
12.842105263157896,197,0.7,True,simultaneous
12.842105263157896,198,0.6,True,simultaneous
12.842105263157896,199,0.67,True,simultaneous
12.842105263157896,200,0.64,True,simultaneous
12.842105263157896,201,0.59,True,simultaneous
12.842105263157896,202,0.63,True,simultaneous
12.842105263157896,203,0.64,True,simultaneous
12.842105263157896,204,0.66,True,simultaneous
12.842105263157896,205,0.66,True,simultaneous
12.842105263157896,206,0.65,True,simultaneous
12.842105263157896,207,0.63,True,simultaneous
12.842105263157896,208,0.61,True,simultaneous
12.842105263157896,209,0.66,True,simultaneous
12.842105263157896,210,0.64,True,simultaneous
12.842105263157896,211,0.7,True,simultaneous
12.842105263157896,212,0.64,True,simultaneous
12.842105263157896,213,0.69,True,simultaneous
12.842105263157896,214,0.62,True,simultaneous
12.842105263157896,215,0.65,True,simultaneous
12.842105263157896,216,0.66,True,simultaneous
12.842105263157896,217,0.66,True,simultaneous
12.842105263157896,218,0.65,True,simultaneous
12.842105263157896,219,0.65,True,simultaneous
12.842105263157896,220,0.67,True,simultaneous
12.842105263157896,221,0.65,True,simultaneous
12.842105263157896,222,0.65,True,simultaneous
12.842105263157896,223,0.63,True,simultaneous
12.842105263157896,224,0.65,True,simultaneous
12.842105263157896,225,0.68,True,simultaneous
12.842105263157896,226,0.68,True,simultaneous
12.842105263157896,227,0.65,True,simultaneous
12.842105263157896,228,0.64,True,simultaneous
12.842105263157896,229,0.68,True,simultaneous
12.842105263157896,230,0.67,True,simultaneous
12.842105263157896,231,0.66,True,simultaneous
12.842105263157896,232,0.66,True,simultaneous
12.842105263157896,233,0.65,True,simultaneous
12.842105263157896,234,0.65,True,simultaneous
12.842105263157896,235,0.65,True,simultaneous
12.842105263157896,236,0.63,True,simultaneous
12.842105263157896,237,0.65,True,simultaneous
12.842105263157896,238,0.65,True,simultaneous
12.842105263157896,239,0.61,True,simultaneous
12.842105263157896,240,0.65,True,simultaneous
12.842105263157896,241,0.68,True,simultaneous
12.842105263157896,242,0.62,True,simultaneous
12.842105263157896,243,0.65,True,simultaneous
12.842105263157896,244,0.61,True,simultaneous
12.842105263157896,245,0.64,True,simultaneous
12.842105263157896,246,0.61,True,simultaneous
12.842105263157896,247,0.63,True,simultaneous
12.842105263157896,248,0.67,True,simultaneous
12.842105263157896,249,0.64,True,simultaneous
13.736842105263158,0,0.67,True,simultaneous
13.736842105263158,1,0.66,True,simultaneous
13.736842105263158,2,0.63,True,simultaneous
13.736842105263158,3,0.62,True,simultaneous
13.736842105263158,4,0.66,True,simultaneous
13.736842105263158,5,0.68,True,simultaneous
13.736842105263158,6,0.63,True,simultaneous
13.736842105263158,7,0.65,True,simultaneous
13.736842105263158,8,0.64,True,simultaneous
13.736842105263158,9,0.62,True,simultaneous
13.736842105263158,10,0.6,True,simultaneous
13.736842105263158,11,0.66,True,simultaneous
13.736842105263158,12,0.66,True,simultaneous
13.736842105263158,13,0.64,True,simultaneous
13.736842105263158,14,0.67,True,simultaneous
13.736842105263158,15,0.66,True,simultaneous
13.736842105263158,16,0.66,True,simultaneous
13.736842105263158,17,0.66,True,simultaneous
13.736842105263158,18,0.66,True,simultaneous
13.736842105263158,19,0.64,True,simultaneous
13.736842105263158,20,0.65,True,simultaneous
13.736842105263158,21,0.66,True,simultaneous
13.736842105263158,22,0.67,True,simultaneous
13.736842105263158,23,0.63,True,simultaneous
13.736842105263158,24,0.62,True,simultaneous
13.736842105263158,25,0.65,True,simultaneous
13.736842105263158,26,0.61,True,simultaneous
13.736842105263158,27,0.62,True,simultaneous
13.736842105263158,28,0.67,True,simultaneous
13.736842105263158,29,0.65,True,simultaneous
13.736842105263158,30,0.63,True,simultaneous
13.736842105263158,31,0.67,True,simultaneous
13.736842105263158,32,0.64,True,simultaneous
13.736842105263158,33,0.63,True,simultaneous
13.736842105263158,34,0.63,True,simultaneous
13.736842105263158,35,0.59,True,simultaneous
13.736842105263158,36,0.67,True,simultaneous
13.736842105263158,37,0.65,True,simultaneous
13.736842105263158,38,0.67,True,simultaneous
13.736842105263158,39,0.62,True,simultaneous
13.736842105263158,40,0.67,True,simultaneous
13.736842105263158,41,0.68,True,simultaneous
13.736842105263158,42,0.66,True,simultaneous
13.736842105263158,43,0.66,True,simultaneous
13.736842105263158,44,0.67,True,simultaneous
13.736842105263158,45,0.62,True,simultaneous
13.736842105263158,46,0.66,True,simultaneous
13.736842105263158,47,0.65,True,simultaneous
13.736842105263158,48,0.66,True,simultaneous
13.736842105263158,49,0.62,True,simultaneous
13.736842105263158,50,0.67,True,simultaneous
13.736842105263158,51,0.61,True,simultaneous
13.736842105263158,52,0.65,True,simultaneous
13.736842105263158,53,0.65,True,simultaneous
13.736842105263158,54,0.66,True,simultaneous
13.736842105263158,55,0.65,True,simultaneous
13.736842105263158,56,0.63,True,simultaneous
13.736842105263158,57,0.67,True,simultaneous
13.736842105263158,58,0.62,True,simultaneous
13.736842105263158,59,0.57,True,simultaneous
13.736842105263158,60,0.6,True,simultaneous
13.736842105263158,61,0.66,True,simultaneous
13.736842105263158,62,0.62,True,simultaneous
13.736842105263158,63,0.64,True,simultaneous
13.736842105263158,64,0.62,True,simultaneous
13.736842105263158,65,0.67,True,simultaneous
13.736842105263158,66,0.67,True,simultaneous
13.736842105263158,67,0.64,True,simultaneous
13.736842105263158,68,0.62,True,simultaneous
13.736842105263158,69,0.64,True,simultaneous
13.736842105263158,70,0.64,True,simultaneous
13.736842105263158,71,0.57,True,simultaneous
13.736842105263158,72,0.61,True,simultaneous
13.736842105263158,73,0.65,True,simultaneous
13.736842105263158,74,0.65,True,simultaneous
13.736842105263158,75,0.62,True,simultaneous
13.736842105263158,76,0.66,True,simultaneous
13.736842105263158,77,0.64,True,simultaneous
13.736842105263158,78,0.67,True,simultaneous
13.736842105263158,79,0.6,True,simultaneous
13.736842105263158,80,0.59,True,simultaneous
13.736842105263158,81,0.65,True,simultaneous
13.736842105263158,82,0.64,True,simultaneous
13.736842105263158,83,0.68,True,simultaneous
13.736842105263158,84,0.63,True,simultaneous
13.736842105263158,85,0.65,True,simultaneous
13.736842105263158,86,0.66,True,simultaneous
13.736842105263158,87,0.63,True,simultaneous
13.736842105263158,88,0.63,True,simultaneous
13.736842105263158,89,0.63,True,simultaneous
13.736842105263158,90,0.62,True,simultaneous
13.736842105263158,91,0.66,True,simultaneous
13.736842105263158,92,0.68,True,simultaneous
13.736842105263158,93,0.64,True,simultaneous
13.736842105263158,94,0.61,True,simultaneous
13.736842105263158,95,0.65,True,simultaneous
13.736842105263158,96,0.64,True,simultaneous
13.736842105263158,97,0.63,True,simultaneous
13.736842105263158,98,0.65,True,simultaneous
13.736842105263158,99,0.65,True,simultaneous
13.736842105263158,100,0.65,True,simultaneous
13.736842105263158,101,0.63,True,simultaneous
13.736842105263158,102,0.63,True,simultaneous
13.736842105263158,103,0.69,True,simultaneous
13.736842105263158,104,0.62,True,simultaneous
13.736842105263158,105,0.62,True,simultaneous
13.736842105263158,106,0.63,True,simultaneous
13.736842105263158,107,0.64,True,simultaneous
13.736842105263158,108,0.63,True,simultaneous
13.736842105263158,109,0.67,True,simultaneous
13.736842105263158,110,0.64,True,simultaneous
13.736842105263158,111,0.66,True,simultaneous
13.736842105263158,112,0.66,True,simultaneous
13.736842105263158,113,0.64,True,simultaneous
13.736842105263158,114,0.62,True,simultaneous
13.736842105263158,115,0.63,True,simultaneous
13.736842105263158,116,0.62,True,simultaneous
13.736842105263158,117,0.69,True,simultaneous
13.736842105263158,118,0.62,True,simultaneous
13.736842105263158,119,0.64,True,simultaneous
13.736842105263158,120,0.66,True,simultaneous
13.736842105263158,121,0.65,True,simultaneous
13.736842105263158,122,0.65,True,simultaneous
13.736842105263158,123,0.66,True,simultaneous
13.736842105263158,124,0.65,True,simultaneous
13.736842105263158,125,0.65,True,simultaneous
13.736842105263158,126,0.65,True,simultaneous
13.736842105263158,127,0.65,True,simultaneous
13.736842105263158,128,0.66,True,simultaneous
13.736842105263158,129,0.64,True,simultaneous
13.736842105263158,130,0.64,True,simultaneous
13.736842105263158,131,0.66,True,simultaneous
13.736842105263158,132,0.64,True,simultaneous
13.736842105263158,133,0.67,True,simultaneous
13.736842105263158,134,0.67,True,simultaneous
13.736842105263158,135,0.65,True,simultaneous
13.736842105263158,136,0.59,True,simultaneous
13.736842105263158,137,0.64,True,simultaneous
13.736842105263158,138,0.63,True,simultaneous
