M,Run,Recycle_Rate,logit,activation
7.473684210526316,3,0.61,True,simultaneous
7.473684210526316,4,0.64,True,simultaneous
7.473684210526316,5,0.65,True,simultaneous
7.473684210526316,6,0.63,True,simultaneous
7.473684210526316,7,0.64,True,simultaneous
7.473684210526316,8,0.66,True,simultaneous
7.473684210526316,9,0.64,True,simultaneous
7.473684210526316,10,0.63,True,simultaneous
7.473684210526316,11,0.63,True,simultaneous
7.473684210526316,12,0.66,True,simultaneous
7.473684210526316,13,0.6,True,simultaneous
7.473684210526316,14,0.65,True,simultaneous
7.473684210526316,15,0.62,True,simultaneous
7.473684210526316,16,0.63,True,simultaneous
7.473684210526316,17,0.65,True,simultaneous
7.473684210526316,18,0.63,True,simultaneous
7.473684210526316,19,0.68,True,simultaneous
7.473684210526316,20,0.68,True,simultaneous
7.473684210526316,21,0.65,True,simultaneous
7.473684210526316,22,0.61,True,simultaneous
7.473684210526316,23,0.66,True,simultaneous
7.473684210526316,24,0.62,True,simultaneous
7.473684210526316,25,0.62,True,simultaneous
7.473684210526316,26,0.64,True,simultaneous
7.473684210526316,27,0.68,True,simultaneous
7.473684210526316,28,0.62,True,simultaneous
7.473684210526316,29,0.64,True,simultaneous
7.473684210526316,30,0.64,True,simultaneous
7.473684210526316,31,0.64,True,simultaneous
7.473684210526316,32,0.66,True,simultaneous
7.473684210526316,33,0.63,True,simultaneous
7.473684210526316,34,0.59,True,simultaneous
7.473684210526316,35,0.67,True,simultaneous
7.473684210526316,36,0.64,True,simultaneous
7.473684210526316,37,0.58,True,simultaneous
7.473684210526316,38,0.66,True,simultaneous
7.473684210526316,39,0.64,True,simultaneous
7.473684210526316,40,0.64,True,simultaneous
7.473684210526316,41,0.68,True,simultaneous
7.473684210526316,42,0.65,True,simultaneous
7.473684210526316,43,0.66,True,simultaneous
7.473684210526316,44,0.68,True,simultaneous
7.473684210526316,45,0.65,True,simultaneous
7.473684210526316,46,0.64,True,simultaneous
7.473684210526316,47,0.63,True,simultaneous
7.473684210526316,48,0.64,True,simultaneous
7.473684210526316,49,0.67,True,simultaneous
7.473684210526316,50,0.64,True,simultaneous
7.473684210526316,51,0.71,True,simultaneous
7.473684210526316,52,0.66,True,simultaneous
7.473684210526316,53,0.62,True,simultaneous
7.473684210526316,54,0.65,True,simultaneous
7.473684210526316,55,0.64,True,simultaneous
7.473684210526316,56,0.64,True,simultaneous
7.473684210526316,57,0.65,True,simultaneous
7.473684210526316,58,0.65,True,simultaneous
7.473684210526316,59,0.66,True,simultaneous
7.473684210526316,60,0.65,True,simultaneous
7.473684210526316,61,0.59,True,simultaneous
7.473684210526316,62,0.63,True,simultaneous
7.473684210526316,63,0.62,True,simultaneous
7.473684210526316,64,0.67,True,simultaneous
7.473684210526316,65,0.65,True,simultaneous
7.473684210526316,66,0.63,True,simultaneous
7.473684210526316,67,0.67,True,simultaneous
7.473684210526316,68,0.68,True,simultaneous
7.473684210526316,69,0.66,True,simultaneous
7.473684210526316,70,0.61,True,simultaneous
7.473684210526316,71,0.65,True,simultaneous
7.473684210526316,72,0.65,True,simultaneous
7.473684210526316,73,0.64,True,simultaneous
7.473684210526316,74,0.65,True,simultaneous
7.473684210526316,75,0.68,True,simultaneous
7.473684210526316,76,0.66,True,simultaneous
7.473684210526316,77,0.65,True,simultaneous
7.473684210526316,78,0.63,True,simultaneous
7.473684210526316,79,0.65,True,simultaneous
7.473684210526316,80,0.61,True,simultaneous
7.473684210526316,81,0.63,True,simultaneous
7.473684210526316,82,0.66,True,simultaneous
7.473684210526316,83,0.65,True,simultaneous
7.473684210526316,84,0.65,True,simultaneous
7.473684210526316,85,0.68,True,simultaneous
7.473684210526316,86,0.63,True,simultaneous
7.473684210526316,87,0.6,True,simultaneous
7.473684210526316,88,0.65,True,simultaneous
7.473684210526316,89,0.63,True,simultaneous
7.473684210526316,90,0.64,True,simultaneous
7.473684210526316,91,0.67,True,simultaneous
7.473684210526316,92,0.62,True,simultaneous
7.473684210526316,93,0.68,True,simultaneous
7.473684210526316,94,0.66,True,simultaneous
7.473684210526316,95,0.64,True,simultaneous
7.473684210526316,96,0.67,True,simultaneous
7.473684210526316,97,0.66,True,simultaneous
7.473684210526316,98,0.65,True,simultaneous
7.473684210526316,99,0.63,True,simultaneous
7.473684210526316,100,0.6,True,simultaneous
7.473684210526316,101,0.68,True,simultaneous
7.473684210526316,102,0.62,True,simultaneous
7.473684210526316,103,0.64,True,simultaneous
7.473684210526316,104,0.64,True,simultaneous
7.473684210526316,105,0.64,True,simultaneous
7.473684210526316,106,0.65,True,simultaneous
7.473684210526316,107,0.71,True,simultaneous
7.473684210526316,108,0.65,True,simultaneous
7.473684210526316,109,0.63,True,simultaneous
7.473684210526316,110,0.65,True,simultaneous
7.473684210526316,111,0.64,True,simultaneous
7.473684210526316,112,0.66,True,simultaneous
7.473684210526316,113,0.62,True,simultaneous
7.473684210526316,114,0.61,True,simultaneous
7.473684210526316,115,0.66,True,simultaneous
7.473684210526316,116,0.67,True,simultaneous
7.473684210526316,117,0.65,True,simultaneous
7.473684210526316,118,0.62,True,simultaneous
7.473684210526316,119,0.61,True,simultaneous
7.473684210526316,120,0.64,True,simultaneous
7.473684210526316,121,0.65,True,simultaneous
7.473684210526316,122,0.63,True,simultaneous
7.473684210526316,123,0.62,True,simultaneous
7.473684210526316,124,0.66,True,simultaneous
7.473684210526316,125,0.67,True,simultaneous
7.473684210526316,126,0.64,True,simultaneous
7.473684210526316,127,0.62,True,simultaneous
7.473684210526316,128,0.66,True,simultaneous
7.473684210526316,129,0.65,True,simultaneous
7.473684210526316,130,0.63,True,simultaneous
7.473684210526316,131,0.63,True,simultaneous
7.473684210526316,132,0.58,True,simultaneous
7.473684210526316,133,0.67,True,simultaneous
7.473684210526316,134,0.67,True,simultaneous
7.473684210526316,135,0.68,True,simultaneous
7.473684210526316,136,0.66,True,simultaneous
7.473684210526316,137,0.64,True,simultaneous
7.473684210526316,138,0.68,True,simultaneous
7.473684210526316,139,0.67,True,simultaneous
7.473684210526316,140,0.64,True,simultaneous
7.473684210526316,141,0.66,True,simultaneous
7.473684210526316,142,0.65,True,simultaneous
7.473684210526316,143,0.62,True,simultaneous
7.473684210526316,144,0.64,True,simultaneous
7.473684210526316,145,0.64,True,simultaneous
7.473684210526316,146,0.65,True,simultaneous
7.473684210526316,147,0.67,True,simultaneous
7.473684210526316,148,0.65,True,simultaneous
7.473684210526316,149,0.63,True,simultaneous
7.473684210526316,150,0.65,True,simultaneous
7.473684210526316,151,0.65,True,simultaneous
7.473684210526316,152,0.61,True,simultaneous
7.473684210526316,153,0.62,True,simultaneous
7.473684210526316,154,0.66,True,simultaneous
7.473684210526316,155,0.65,True,simultaneous
7.473684210526316,156,0.64,True,simultaneous
7.473684210526316,157,0.64,True,simultaneous
7.473684210526316,158,0.62,True,simultaneous
7.473684210526316,159,0.63,True,simultaneous
7.473684210526316,160,0.6,True,simultaneous
7.473684210526316,161,0.62,True,simultaneous
7.473684210526316,162,0.63,True,simultaneous
7.473684210526316,163,0.65,True,simultaneous
7.473684210526316,164,0.65,True,simultaneous
7.473684210526316,165,0.63,True,simultaneous
7.473684210526316,166,0.67,True,simultaneous
7.473684210526316,167,0.65,True,simultaneous
7.473684210526316,168,0.66,True,simultaneous
7.473684210526316,169,0.68,True,simultaneous
7.473684210526316,170,0.68,True,simultaneous
7.473684210526316,171,0.65,True,simultaneous
7.473684210526316,172,0.63,True,simultaneous
7.473684210526316,173,0.63,True,simultaneous
7.473684210526316,174,0.63,True,simultaneous
7.473684210526316,175,0.67,True,simultaneous
7.473684210526316,176,0.65,True,simultaneous
7.473684210526316,177,0.63,True,simultaneous
7.473684210526316,178,0.61,True,simultaneous
7.473684210526316,179,0.63,True,simultaneous
7.473684210526316,180,0.64,True,simultaneous
7.473684210526316,181,0.63,True,simultaneous
7.473684210526316,182,0.64,True,simultaneous
7.473684210526316,183,0.62,True,simultaneous
7.473684210526316,184,0.69,True,simultaneous
7.473684210526316,185,0.67,True,simultaneous
7.473684210526316,186,0.67,True,simultaneous
7.473684210526316,187,0.67,True,simultaneous
7.473684210526316,188,0.65,True,simultaneous
7.473684210526316,189,0.61,True,simultaneous
7.473684210526316,190,0.67,True,simultaneous
7.473684210526316,191,0.63,True,simultaneous
7.473684210526316,192,0.66,True,simultaneous
7.473684210526316,193,0.62,True,simultaneous
7.473684210526316,194,0.6,True,simultaneous
7.473684210526316,195,0.61,True,simultaneous
7.473684210526316,196,0.61,True,simultaneous
7.473684210526316,197,0.59,True,simultaneous
7.473684210526316,198,0.63,True,simultaneous
7.473684210526316,199,0.64,True,simultaneous
7.473684210526316,200,0.61,True,simultaneous
7.473684210526316,201,0.64,True,simultaneous
7.473684210526316,202,0.65,True,simultaneous
7.473684210526316,203,0.63,True,simultaneous
7.473684210526316,204,0.64,True,simultaneous
7.473684210526316,205,0.63,True,simultaneous
7.473684210526316,206,0.67,True,simultaneous
7.473684210526316,207,0.64,True,simultaneous
7.473684210526316,208,0.68,True,simultaneous
7.473684210526316,209,0.66,True,simultaneous
7.473684210526316,210,0.65,True,simultaneous
7.473684210526316,211,0.63,True,simultaneous
7.473684210526316,212,0.64,True,simultaneous
7.473684210526316,213,0.67,True,simultaneous
7.473684210526316,214,0.63,True,simultaneous
7.473684210526316,215,0.65,True,simultaneous
7.473684210526316,216,0.67,True,simultaneous
7.473684210526316,217,0.67,True,simultaneous
7.473684210526316,218,0.68,True,simultaneous
7.473684210526316,219,0.65,True,simultaneous
7.473684210526316,220,0.68,True,simultaneous
7.473684210526316,221,0.64,True,simultaneous
7.473684210526316,222,0.67,True,simultaneous
7.473684210526316,223,0.7,True,simultaneous
7.473684210526316,224,0.61,True,simultaneous
7.473684210526316,225,0.6,True,simultaneous
7.473684210526316,226,0.65,True,simultaneous
7.473684210526316,227,0.66,True,simultaneous
7.473684210526316,228,0.63,True,simultaneous
7.473684210526316,229,0.62,True,simultaneous
7.473684210526316,230,0.68,True,simultaneous
7.473684210526316,231,0.62,True,simultaneous
7.473684210526316,232,0.69,True,simultaneous
7.473684210526316,233,0.64,True,simultaneous
7.473684210526316,234,0.65,True,simultaneous
7.473684210526316,235,0.65,True,simultaneous
7.473684210526316,236,0.65,True,simultaneous
7.473684210526316,237,0.61,True,simultaneous
7.473684210526316,238,0.66,True,simultaneous
7.473684210526316,239,0.64,True,simultaneous
7.473684210526316,240,0.68,True,simultaneous
7.473684210526316,241,0.69,True,simultaneous
7.473684210526316,242,0.7,True,simultaneous
7.473684210526316,243,0.63,True,simultaneous
7.473684210526316,244,0.62,True,simultaneous
7.473684210526316,245,0.67,True,simultaneous
7.473684210526316,246,0.64,True,simultaneous
7.473684210526316,247,0.63,True,simultaneous
7.473684210526316,248,0.66,True,simultaneous
7.473684210526316,249,0.62,True,simultaneous
8.368421052631579,0,0.61,True,simultaneous
8.368421052631579,1,0.65,True,simultaneous
8.368421052631579,2,0.65,True,simultaneous
8.368421052631579,3,0.64,True,simultaneous
8.368421052631579,4,0.63,True,simultaneous
8.368421052631579,5,0.62,True,simultaneous
8.368421052631579,6,0.64,True,simultaneous
8.368421052631579,7,0.67,True,simultaneous
8.368421052631579,8,0.65,True,simultaneous
8.368421052631579,9,0.69,True,simultaneous
8.368421052631579,10,0.63,True,simultaneous
8.368421052631579,11,0.66,True,simultaneous
8.368421052631579,12,0.65,True,simultaneous
8.368421052631579,13,0.63,True,simultaneous
8.368421052631579,14,0.66,True,simultaneous
8.368421052631579,15,0.6,True,simultaneous
8.368421052631579,16,0.67,True,simultaneous
8.368421052631579,17,0.65,True,simultaneous
8.368421052631579,18,0.62,True,simultaneous
8.368421052631579,19,0.67,True,simultaneous
8.368421052631579,20,0.6,True,simultaneous
8.368421052631579,21,0.62,True,simultaneous
8.368421052631579,22,0.65,True,simultaneous
8.368421052631579,23,0.6,True,simultaneous
8.368421052631579,24,0.68,True,simultaneous
8.368421052631579,25,0.59,True,simultaneous
8.368421052631579,26,0.63,True,simultaneous
8.368421052631579,27,0.64,True,simultaneous
8.368421052631579,28,0.67,True,simultaneous
8.368421052631579,29,0.67,True,simultaneous
8.368421052631579,30,0.65,True,simultaneous
8.368421052631579,31,0.62,True,simultaneous
8.368421052631579,32,0.65,True,simultaneous
8.368421052631579,33,0.69,True,simultaneous
8.368421052631579,34,0.67,True,simultaneous
8.368421052631579,35,0.65,True,simultaneous
8.368421052631579,36,0.66,True,simultaneous
8.368421052631579,37,0.65,True,simultaneous
8.368421052631579,38,0.64,True,simultaneous
8.368421052631579,39,0.63,True,simultaneous
8.368421052631579,40,0.65,True,simultaneous
8.368421052631579,41,0.66,True,simultaneous
8.368421052631579,42,0.62,True,simultaneous
8.368421052631579,43,0.61,True,simultaneous
8.368421052631579,44,0.68,True,simultaneous
8.368421052631579,45,0.65,True,simultaneous
8.368421052631579,46,0.65,True,simultaneous
8.368421052631579,47,0.65,True,simultaneous
8.368421052631579,48,0.68,True,simultaneous
8.368421052631579,49,0.63,True,simultaneous
8.368421052631579,50,0.69,True,simultaneous
8.368421052631579,51,0.63,True,simultaneous
8.368421052631579,52,0.69,True,simultaneous
8.368421052631579,53,0.67,True,simultaneous
8.368421052631579,54,0.64,True,simultaneous
8.368421052631579,55,0.64,True,simultaneous
8.368421052631579,56,0.65,True,simultaneous
8.368421052631579,57,0.63,True,simultaneous
8.368421052631579,58,0.64,True,simultaneous
8.368421052631579,59,0.67,True,simultaneous
8.368421052631579,60,0.62,True,simultaneous
8.368421052631579,61,0.63,True,simultaneous
8.368421052631579,62,0.63,True,simultaneous
8.368421052631579,63,0.66,True,simultaneous
8.368421052631579,64,0.64,True,simultaneous
8.368421052631579,65,0.63,True,simultaneous
8.368421052631579,66,0.63,True,simultaneous
8.368421052631579,67,0.61,True,simultaneous
8.368421052631579,68,0.62,True,simultaneous
8.368421052631579,69,0.69,True,simultaneous
8.368421052631579,70,0.59,True,simultaneous
8.368421052631579,71,0.64,True,simultaneous
8.368421052631579,72,0.66,True,simultaneous
8.368421052631579,73,0.63,True,simultaneous
8.368421052631579,74,0.65,True,simultaneous
8.368421052631579,75,0.66,True,simultaneous
8.368421052631579,76,0.66,True,simultaneous
8.368421052631579,77,0.65,True,simultaneous
8.368421052631579,78,0.62,True,simultaneous
8.368421052631579,79,0.67,True,simultaneous
8.368421052631579,80,0.62,True,simultaneous
8.368421052631579,81,0.62,True,simultaneous
8.368421052631579,82,0.66,True,simultaneous
8.368421052631579,83,0.66,True,simultaneous
8.368421052631579,84,0.64,True,simultaneous
8.368421052631579,85,0.64,True,simultaneous
8.368421052631579,86,0.65,True,simultaneous
8.368421052631579,87,0.67,True,simultaneous
8.368421052631579,88,0.64,True,simultaneous
8.368421052631579,89,0.64,True,simultaneous
8.368421052631579,90,0.64,True,simultaneous
8.368421052631579,91,0.65,True,simultaneous
8.368421052631579,92,0.66,True,simultaneous
8.368421052631579,93,0.66,True,simultaneous
8.368421052631579,94,0.66,True,simultaneous
8.368421052631579,95,0.65,True,simultaneous
8.368421052631579,96,0.66,True,simultaneous
8.368421052631579,97,0.65,True,simultaneous
8.368421052631579,98,0.65,True,simultaneous
8.368421052631579,99,0.65,True,simultaneous
8.368421052631579,100,0.62,True,simultaneous
8.368421052631579,101,0.64,True,simultaneous
8.368421052631579,102,0.63,True,simultaneous
8.368421052631579,103,0.64,True,simultaneous
8.368421052631579,104,0.67,True,simultaneous
8.368421052631579,105,0.64,True,simultaneous
8.368421052631579,106,0.67,True,simultaneous
8.368421052631579,107,0.65,True,simultaneous
8.368421052631579,108,0.63,True,simultaneous
8.368421052631579,109,0.64,True,simultaneous
8.368421052631579,110,0.68,True,simultaneous
8.368421052631579,111,0.68,True,simultaneous
8.368421052631579,112,0.65,True,simultaneous
8.368421052631579,113,0.62,True,simultaneous
8.368421052631579,114,0.67,True,simultaneous
8.368421052631579,115,0.63,True,simultaneous
8.368421052631579,116,0.66,True,simultaneous
8.368421052631579,117,0.64,True,simultaneous
8.368421052631579,118,0.66,True,simultaneous
8.368421052631579,119,0.63,True,simultaneous
8.368421052631579,120,0.6,True,simultaneous
8.368421052631579,121,0.62,True,simultaneous
8.368421052631579,122,0.64,True,simultaneous
8.368421052631579,123,0.62,True,simultaneous
8.368421052631579,124,0.6,True,simultaneous
8.368421052631579,125,0.72,True,simultaneous
8.368421052631579,126,0.63,True,simultaneous
8.368421052631579,127,0.64,True,simultaneous
8.368421052631579,128,0.65,True,simultaneous
8.368421052631579,129,0.68,True,simultaneous
8.368421052631579,130,0.64,True,simultaneous
8.368421052631579,131,0.63,True,simultaneous
8.368421052631579,132,0.63,True,simultaneous
8.368421052631579,133,0.66,True,simultaneous
8.368421052631579,134,0.67,True,simultaneous
8.368421052631579,135,0.65,True,simultaneous
8.368421052631579,136,0.59,True,simultaneous
8.368421052631579,137,0.6,True,simultaneous
8.368421052631579,138,0.66,True,simultaneous
8.368421052631579,139,0.65,True,simultaneous
8.368421052631579,140,0.66,True,simultaneous
8.368421052631579,141,0.66,True,simultaneous
8.368421052631579,142,0.63,True,simultaneous
8.368421052631579,143,0.67,True,simultaneous
8.368421052631579,144,0.62,True,simultaneous
8.368421052631579,145,0.69,True,simultaneous
8.368421052631579,146,0.64,True,simultaneous
8.368421052631579,147,0.67,True,simultaneous
8.368421052631579,148,0.66,True,simultaneous
8.368421052631579,149,0.63,True,simultaneous
8.368421052631579,150,0.63,True,simultaneous
8.368421052631579,151,0.65,True,simultaneous
8.368421052631579,152,0.65,True,simultaneous
8.368421052631579,153,0.62,True,simultaneous
8.368421052631579,154,0.66,True,simultaneous
8.368421052631579,155,0.63,True,simultaneous
8.368421052631579,156,0.63,True,simultaneous
8.368421052631579,157,0.62,True,simultaneous
8.368421052631579,158,0.64,True,simultaneous
8.368421052631579,159,0.64,True,simultaneous
8.368421052631579,160,0.64,True,simultaneous
8.368421052631579,161,0.66,True,simultaneous
8.368421052631579,162,0.66,True,simultaneous
8.368421052631579,163,0.65,True,simultaneous
8.368421052631579,164,0.64,True,simultaneous
8.368421052631579,165,0.67,True,simultaneous
8.368421052631579,166,0.65,True,simultaneous
8.368421052631579,167,0.63,True,simultaneous
8.368421052631579,168,0.61,True,simultaneous
8.368421052631579,169,0.65,True,simultaneous
8.368421052631579,170,0.65,True,simultaneous
8.368421052631579,171,0.64,True,simultaneous
8.368421052631579,172,0.64,True,simultaneous
8.368421052631579,173,0.61,True,simultaneous
8.368421052631579,174,0.7,True,simultaneous
8.368421052631579,175,0.63,True,simultaneous
8.368421052631579,176,0.64,True,simultaneous
8.368421052631579,177,0.65,True,simultaneous
8.368421052631579,178,0.67,True,simultaneous
8.368421052631579,179,0.64,True,simultaneous
8.368421052631579,180,0.59,True,simultaneous
8.368421052631579,181,0.67,True,simultaneous
8.368421052631579,182,0.64,True,simultaneous
8.368421052631579,183,0.66,True,simultaneous
8.368421052631579,184,0.66,True,simultaneous
8.368421052631579,185,0.57,True,simultaneous
8.368421052631579,186,0.64,True,simultaneous
8.368421052631579,187,0.67,True,simultaneous
8.368421052631579,188,0.66,True,simultaneous
8.368421052631579,189,0.67,True,simultaneous
8.368421052631579,190,0.66,True,simultaneous
8.368421052631579,191,0.66,True,simultaneous
8.368421052631579,192,0.64,True,simultaneous
8.368421052631579,193,0.63,True,simultaneous
8.368421052631579,194,0.61,True,simultaneous
8.368421052631579,195,0.64,True,simultaneous
8.368421052631579,196,0.62,True,simultaneous
8.368421052631579,197,0.66,True,simultaneous
8.368421052631579,198,0.62,True,simultaneous
8.368421052631579,199,0.64,True,simultaneous
8.368421052631579,200,0.65,True,simultaneous
8.368421052631579,201,0.62,True,simultaneous
8.368421052631579,202,0.68,True,simultaneous
8.368421052631579,203,0.69,True,simultaneous
8.368421052631579,204,0.66,True,simultaneous
8.368421052631579,205,0.66,True,simultaneous
8.368421052631579,206,0.63,True,simultaneous
8.368421052631579,207,0.62,True,simultaneous
8.368421052631579,208,0.59,True,simultaneous
8.368421052631579,209,0.63,True,simultaneous
8.368421052631579,210,0.67,True,simultaneous
8.368421052631579,211,0.65,True,simultaneous
8.368421052631579,212,0.63,True,simultaneous
8.368421052631579,213,0.67,True,simultaneous
8.368421052631579,214,0.64,True,simultaneous
8.368421052631579,215,0.67,True,simultaneous
8.368421052631579,216,0.65,True,simultaneous
8.368421052631579,217,0.64,True,simultaneous
8.368421052631579,218,0.66,True,simultaneous
8.368421052631579,219,0.64,True,simultaneous
8.368421052631579,220,0.62,True,simultaneous
8.368421052631579,221,0.65,True,simultaneous
8.368421052631579,222,0.66,True,simultaneous
8.368421052631579,223,0.67,True,simultaneous
8.368421052631579,224,0.67,True,simultaneous
8.368421052631579,225,0.59,True,simultaneous
8.368421052631579,226,0.65,True,simultaneous
8.368421052631579,227,0.65,True,simultaneous
8.368421052631579,228,0.67,True,simultaneous
8.368421052631579,229,0.67,True,simultaneous
8.368421052631579,230,0.65,True,simultaneous
8.368421052631579,231,0.66,True,simultaneous
8.368421052631579,232,0.65,True,simultaneous
8.368421052631579,233,0.67,True,simultaneous
8.368421052631579,234,0.66,True,simultaneous
8.368421052631579,235,0.65,True,simultaneous
8.368421052631579,236,0.66,True,simultaneous
8.368421052631579,237,0.62,True,simultaneous
8.368421052631579,238,0.64,True,simultaneous
8.368421052631579,239,0.69,True,simultaneous
8.368421052631579,240,0.62,True,simultaneous
8.368421052631579,241,0.65,True,simultaneous
8.368421052631579,242,0.6,True,simultaneous
8.368421052631579,243,0.68,True,simultaneous
8.368421052631579,244,0.66,True,simultaneous
8.368421052631579,245,0.62,True,simultaneous
8.368421052631579,246,0.68,True,simultaneous
8.368421052631579,247,0.62,True,simultaneous
8.368421052631579,248,0.67,True,simultaneous
8.368421052631579,249,0.64,True,simultaneous
9.263157894736842,0,0.68,True,simultaneous
9.263157894736842,1,0.66,True,simultaneous
9.263157894736842,2,0.66,True,simultaneous
9.263157894736842,3,0.6,True,simultaneous
9.263157894736842,4,0.64,True,simultaneous
9.263157894736842,5,0.65,True,simultaneous
9.263157894736842,6,0.66,True,simultaneous
9.263157894736842,7,0.63,True,simultaneous
9.263157894736842,8,0.64,True,simultaneous
9.263157894736842,9,0.64,True,simultaneous
9.263157894736842,10,0.64,True,simultaneous
9.263157894736842,11,0.65,True,simultaneous
9.263157894736842,12,0.65,True,simultaneous
9.263157894736842,13,0.62,True,simultaneous
9.263157894736842,14,0.65,True,simultaneous
9.263157894736842,15,0.66,True,simultaneous
9.263157894736842,16,0.66,True,simultaneous
9.263157894736842,17,0.64,True,simultaneous
9.263157894736842,18,0.63,True,simultaneous
9.263157894736842,19,0.64,True,simultaneous
9.263157894736842,20,0.66,True,simultaneous
9.263157894736842,21,0.64,True,simultaneous
9.263157894736842,22,0.61,True,simultaneous
9.263157894736842,23,0.69,True,simultaneous
9.263157894736842,24,0.66,True,simultaneous
9.263157894736842,25,0.62,True,simultaneous
9.263157894736842,26,0.64,True,simultaneous
9.263157894736842,27,0.64,True,simultaneous
9.263157894736842,28,0.62,True,simultaneous
9.263157894736842,29,0.64,True,simultaneous
9.263157894736842,30,0.62,True,simultaneous
9.263157894736842,31,0.68,True,simultaneous
9.263157894736842,32,0.62,True,simultaneous
9.263157894736842,33,0.67,True,simultaneous
9.263157894736842,34,0.64,True,simultaneous
9.263157894736842,35,0.62,True,simultaneous
9.263157894736842,36,0.64,True,simultaneous
9.263157894736842,37,0.61,True,simultaneous
9.263157894736842,38,0.66,True,simultaneous
9.263157894736842,39,0.62,True,simultaneous
9.263157894736842,40,0.65,True,simultaneous
9.263157894736842,41,0.61,True,simultaneous
9.263157894736842,42,0.65,True,simultaneous
9.263157894736842,43,0.61,True,simultaneous
9.263157894736842,44,0.67,True,simultaneous
9.263157894736842,45,0.65,True,simultaneous
9.263157894736842,46,0.64,True,simultaneous
9.263157894736842,47,0.66,True,simultaneous
9.263157894736842,48,0.66,True,simultaneous
9.263157894736842,49,0.67,True,simultaneous
9.263157894736842,50,0.67,True,simultaneous
9.263157894736842,51,0.63,True,simultaneous
9.263157894736842,52,0.63,True,simultaneous
9.263157894736842,53,0.66,True,simultaneous
9.263157894736842,54,0.65,True,simultaneous
9.263157894736842,55,0.65,True,simultaneous
9.263157894736842,56,0.62,True,simultaneous
9.263157894736842,57,0.59,True,simultaneous
9.263157894736842,58,0.64,True,simultaneous
9.263157894736842,59,0.59,True,simultaneous
9.263157894736842,60,0.65,True,simultaneous
9.263157894736842,61,0.63,True,simultaneous
9.263157894736842,62,0.65,True,simultaneous
9.263157894736842,63,0.64,True,simultaneous
9.263157894736842,64,0.69,True,simultaneous
9.263157894736842,65,0.63,True,simultaneous
9.263157894736842,66,0.63,True,simultaneous
9.263157894736842,67,0.62,True,simultaneous
9.263157894736842,68,0.7,True,simultaneous
9.263157894736842,69,0.7,True,simultaneous
9.263157894736842,70,0.64,True,simultaneous
9.263157894736842,71,0.64,True,simultaneous
9.263157894736842,72,0.66,True,simultaneous
9.263157894736842,73,0.65,True,simultaneous
9.263157894736842,74,0.66,True,simultaneous
9.263157894736842,75,0.63,True,simultaneous
9.263157894736842,76,0.64,True,simultaneous
9.263157894736842,77,0.67,True,simultaneous
9.263157894736842,78,0.66,True,simultaneous
9.263157894736842,79,0.67,True,simultaneous
9.263157894736842,80,0.64,True,simultaneous
9.263157894736842,81,0.65,True,simultaneous
9.263157894736842,82,0.64,True,simultaneous
9.263157894736842,83,0.68,True,simultaneous
9.263157894736842,84,0.61,True,simultaneous
9.263157894736842,85,0.64,True,simultaneous
9.263157894736842,86,0.64,True,simultaneous
9.263157894736842,87,0.61,True,simultaneous
9.263157894736842,88,0.57,True,simultaneous
9.263157894736842,89,0.64,True,simultaneous
9.263157894736842,90,0.66,True,simultaneous
9.263157894736842,91,0.64,True,simultaneous
9.263157894736842,92,0.63,True,simultaneous
9.263157894736842,93,0.63,True,simultaneous
9.263157894736842,94,0.63,True,simultaneous
9.263157894736842,95,0.7,True,simultaneous
9.263157894736842,96,0.64,True,simultaneous
9.263157894736842,97,0.64,True,simultaneous
9.263157894736842,98,0.66,True,simultaneous
9.263157894736842,99,0.65,True,simultaneous
9.263157894736842,100,0.65,True,simultaneous
9.263157894736842,101,0.66,True,simultaneous
9.263157894736842,102,0.65,True,simultaneous
9.263157894736842,103,0.63,True,simultaneous
9.263157894736842,104,0.66,True,simultaneous
9.263157894736842,105,0.66,True,simultaneous
9.263157894736842,106,0.59,True,simultaneous
9.263157894736842,107,0.65,True,simultaneous
9.263157894736842,108,0.64,True,simultaneous
9.263157894736842,109,0.61,True,simultaneous
9.263157894736842,110,0.7,True,simultaneous
9.263157894736842,111,0.63,True,simultaneous
9.263157894736842,112,0.63,True,simultaneous
9.263157894736842,113,0.67,True,simultaneous
9.263157894736842,114,0.63,True,simultaneous
9.263157894736842,115,0.64,True,simultaneous
9.263157894736842,116,0.65,True,simultaneous
9.263157894736842,117,0.62,True,simultaneous
9.263157894736842,118,0.67,True,simultaneous
9.263157894736842,119,0.65,True,simultaneous
9.263157894736842,120,0.61,True,simultaneous
9.263157894736842,121,0.66,True,simultaneous
9.263157894736842,122,0.68,True,simultaneous
9.263157894736842,123,0.64,True,simultaneous
9.263157894736842,124,0.61,True,simultaneous
9.263157894736842,125,0.66,True,simultaneous
9.263157894736842,126,0.64,True,simultaneous
9.263157894736842,127,0.65,True,simultaneous
9.263157894736842,128,0.65,True,simultaneous
9.263157894736842,129,0.63,True,simultaneous
9.263157894736842,130,0.64,True,simultaneous
9.263157894736842,131,0.69,True,simultaneous
9.263157894736842,132,0.64,True,simultaneous
9.263157894736842,133,0.65,True,simultaneous
9.263157894736842,134,0.64,True,simultaneous
9.263157894736842,135,0.62,True,simultaneous
9.263157894736842,136,0.58,True,simultaneous
9.263157894736842,137,0.62,True,simultaneous
