decay,Recycle_Rate
0.01,0.7263157894736842
0.01,0.703157894736842
0.01,0.7315789473684211
0.01,0.7252631578947367
0.01,0.7394736842105262
0.01,0.7278947368421054
0.01,0.7257894736842105
0.01,0.7194736842105263
0.01,0.7052631578947369
0.01,0.7052631578947368
0.01,0.7247368421052631
0.01,0.7336842105263158
0.01,0.7142105263157894
0.01,0.7389473684210526
0.01,0.7173684210526314
0.01,0.7168421052631581
0.01,0.7242105263157895
0.01,0.7389473684210526
0.01,0.7215789473684211
0.01,0.7352631578947368
0.01,0.7294736842105263
0.01,0.7389473684210526
0.01,0.7263157894736842
0.01,0.7194736842105263
0.01,0.7426315789473684
0.01,0.7357894736842105
0.01,0.7094736842105263
0.01,0.7336842105263157
0.01,0.7221052631578948
0.01,0.7284210526315789
0.01,0.7278947368421053
0.01,0.7331578947368422
0.01,0.7173684210526315
0.01,0.7131578947368421
0.01,0.751578947368421
0.01,0.7247368421052631
0.01,0.7157894736842105
0.01,0.7094736842105263
0.01,0.7126315789473685
0.01,0.7247368421052631
0.01,0.7284210526315789
0.01,0.7026315789473684
0.01,0.7052631578947369
0.01,0.7221052631578947
0.01,0.741578947368421
0.01,0.7252631578947369
0.01,0.7157894736842106
0.01,0.7105263157894737
0.01,0.726842105263158
0.01,0.7405263157894737
0.04413793103448276,0.7305263157894737
0.04413793103448276,0.7226315789473685
0.04413793103448276,0.7510526315789473
0.04413793103448276,0.7236842105263157
0.04413793103448276,0.7163157894736842
0.04413793103448276,0.7221052631578947
0.04413793103448276,0.7100000000000001
0.04413793103448276,0.7273684210526316
0.04413793103448276,0.7073684210526316
0.04413793103448276,0.7142105263157894
0.04413793103448276,0.7473684210526316
0.04413793103448276,0.7242105263157894
0.04413793103448276,0.7326315789473684
0.04413793103448276,0.74
0.04413793103448276,0.7205263157894737
0.04413793103448276,0.7410526315789473
0.04413793103448276,0.7110526315789474
0.04413793103448276,0.7405263157894738
0.04413793103448276,0.7342105263157895
0.04413793103448276,0.721578947368421
0.04413793103448276,0.7373684210526316
0.04413793103448276,0.7415789473684211
0.04413793103448276,0.7326315789473684
0.04413793103448276,0.7189473684210526
0.04413793103448276,0.7331578947368421
0.04413793103448276,0.7247368421052632
0.04413793103448276,0.7457894736842106
0.04413793103448276,0.7473684210526317
0.04413793103448276,0.7284210526315789
0.04413793103448276,0.7152631578947369
0.04413793103448276,0.7257894736842105
0.04413793103448276,0.7236842105263157
0.04413793103448276,0.7152631578947368
0.04413793103448276,0.7173684210526315
0.04413793103448276,0.7294736842105263
0.04413793103448276,0.7194736842105263
0.04413793103448276,0.7363157894736841
0.04413793103448276,0.7194736842105263
0.04413793103448276,0.7026315789473683
0.04413793103448276,0.7189473684210526
0.04413793103448276,0.7136842105263158
0.04413793103448276,0.7321052631578947
0.04413793103448276,0.7131578947368421
0.04413793103448276,0.7142105263157894
0.04413793103448276,0.7468421052631579
