c,Recycle_Rate
0.1,0.88
0.1,0.84
0.1,0.89
0.1,0.85
0.1,0.91
0.1,0.93
0.1,0.88
0.1,0.82
0.1,0.91
0.1,0.82
0.1,0.86
0.1,0.84
0.1,0.84
0.1,0.86
0.1,0.92
0.1,0.9
0.1,0.93
0.1,0.95
0.1,0.83
0.1,0.87
0.1,0.95
0.1,0.82
0.1,0.95
0.1,0.9
0.1,0.9
0.1,0.87
0.1,0.91
0.1,0.93
0.1,0.92
0.1,0.87
0.1,0.91
0.1,0.93
0.1,0.9
0.1,0.93
0.1,0.87
0.1,0.93
0.1,0.86
0.1,0.93
0.1,0.9
0.1,0.9
0.1,0.83
0.1,0.89
0.1,0.88
0.1,0.88
0.1,0.83
0.1,0.95
0.1,0.92
0.1,0.85
0.1,0.89
0.1,0.8
0.1,0.92
0.1,0.89
0.1,0.82
0.1,0.86
0.1,0.94
0.1,0.93
0.1,0.9
0.1,0.93
0.1,0.93
0.1,0.9
0.1,0.9
0.1,0.91
0.1,0.97
0.1,0.94
0.1,0.94
0.1,0.92
0.1,0.9
0.1473684210526316,0.81
0.1473684210526316,0.86
0.1473684210526316,0.87
0.1473684210526316,0.91
0.1473684210526316,0.91
0.1473684210526316,0.82
0.1473684210526316,0.89
0.1473684210526316,0.84
0.1473684210526316,0.89
0.1473684210526316,0.88
0.1473684210526316,0.85
0.1473684210526316,0.9
0.1473684210526316,0.91
0.1473684210526316,0.88
0.1473684210526316,0.93
0.1473684210526316,0.91
0.1473684210526316,0.83
0.1473684210526316,0.85
0.1473684210526316,0.82
0.1473684210526316,0.9
0.1473684210526316,0.91
0.1473684210526316,0.9
0.1473684210526316,0.88
0.1473684210526316,0.91
0.1473684210526316,0.86
0.1473684210526316,0.92
0.1473684210526316,0.91
0.1473684210526316,0.89
0.1473684210526316,0.93
0.1473684210526316,0.96
0.1473684210526316,0.96
0.1473684210526316,0.92
0.1473684210526316,0.91
0.1473684210526316,0.82
0.1473684210526316,0.85
0.1473684210526316,0.91
0.1473684210526316,0.86
0.1473684210526316,0.9
0.1473684210526316,0.93
0.1473684210526316,0.89
0.1473684210526316,0.92
0.1473684210526316,0.91
0.1473684210526316,0.87
0.1473684210526316,0.88
0.1473684210526316,0.85
0.1473684210526316,0.91
0.1473684210526316,0.92
0.1473684210526316,0.94
0.1473684210526316,0.9
0.1473684210526316,0.85
0.1473684210526316,0.89
0.1473684210526316,0.9
0.1473684210526316,0.89
0.1473684210526316,0.91
0.1473684210526316,0.83
0.1473684210526316,0.89
0.1473684210526316,0.89
0.1473684210526316,0.87
0.1473684210526316,0.89
0.1473684210526316,0.91
0.1473684210526316,0.9
0.1473684210526316,0.91
0.1473684210526316,0.85
0.1473684210526316,0.9
0.1473684210526316,0.89
0.1473684210526316,0.85
0.1473684210526316,0.9
0.1473684210526316,0.86
0.1473684210526316,0.88
0.1473684210526316,0.92
0.1473684210526316,0.93
0.1473684210526316,0.87
0.1473684210526316,0.89
0.1473684210526316,0.89
0.1473684210526316,0.88
0.1473684210526316,0.9
0.1473684210526316,0.95
0.1473684210526316,0.89
0.1473684210526316,0.87
0.1473684210526316,0.91
0.1473684210526316,0.96
0.1473684210526316,0.88
0.1473684210526316,0.88
0.1473684210526316,0.88
0.1473684210526316,0.9
0.1473684210526316,0.9
0.1473684210526316,0.88
0.1473684210526316,0.91
0.1473684210526316,0.89
0.1473684210526316,0.9
0.1473684210526316,0.87
0.1473684210526316,0.9
0.1473684210526316,0.86
0.1473684210526316,0.83
0.1473684210526316,0.91
0.1473684210526316,0.91
0.1473684210526316,0.91
0.1473684210526316,0.86
0.1473684210526316,0.87
0.1473684210526316,0.88
0.1473684210526316,0.88
0.1473684210526316,0.89
0.1473684210526316,0.89
0.1473684210526316,0.9
0.1473684210526316,0.83
0.1473684210526316,0.93
0.1473684210526316,0.9
0.1473684210526316,0.86
0.1473684210526316,0.91
0.1473684210526316,0.87
0.1473684210526316,0.9
0.1473684210526316,0.86
0.1473684210526316,0.84
0.1473684210526316,0.85
0.1473684210526316,0.91
0.1473684210526316,0.91
0.1473684210526316,0.9
0.1473684210526316,0.92
0.1473684210526316,0.92
0.1473684210526316,0.86
0.1473684210526316,0.84
0.1473684210526316,0.85
0.1473684210526316,0.89
0.1473684210526316,0.94
0.1473684210526316,0.86
0.1473684210526316,0.89
0.1473684210526316,0.91
0.1473684210526316,0.88
0.1473684210526316,0.89
0.1473684210526316,0.88
0.1473684210526316,0.94
0.1473684210526316,0.91
0.1473684210526316,0.93
0.1473684210526316,0.88
0.1473684210526316,0.91
0.1473684210526316,0.92
0.1473684210526316,0.85
0.1473684210526316,0.91
0.1473684210526316,0.94
0.1473684210526316,0.92
0.1473684210526316,0.92
0.1473684210526316,0.87
0.1473684210526316,0.9
0.1473684210526316,0.83
0.1473684210526316,0.84
0.1473684210526316,0.87
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.89
0.1473684210526316,0.88
0.1473684210526316,0.93
0.1473684210526316,0.9
0.1473684210526316,0.86
0.1473684210526316,0.92
0.1473684210526316,0.91
0.1473684210526316,0.89
0.1473684210526316,0.93
0.1473684210526316,0.85
0.1473684210526316,0.91
0.1473684210526316,0.85
0.1473684210526316,0.87
0.1473684210526316,0.92
0.1473684210526316,0.86
0.1473684210526316,0.87
0.1473684210526316,0.9
0.1473684210526316,0.88
0.1473684210526316,0.94
0.1473684210526316,0.85
0.1473684210526316,0.81
0.1473684210526316,0.79
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.88
0.1473684210526316,0.85
0.1473684210526316,0.89
0.1473684210526316,0.95
0.1473684210526316,0.91
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.91
0.1473684210526316,0.9
0.1473684210526316,0.89
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.91
0.1473684210526316,0.89
0.1473684210526316,0.86
0.1473684210526316,0.86
0.1473684210526316,0.9
0.1473684210526316,0.89
0.1473684210526316,0.89
0.1473684210526316,0.86
0.1473684210526316,0.94
0.1473684210526316,0.88
0.1473684210526316,0.85
0.1473684210526316,0.83
0.1473684210526316,0.84
0.1473684210526316,0.93
0.1473684210526316,0.88
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.93
0.1473684210526316,0.88
0.1473684210526316,0.94
0.1473684210526316,0.83
0.1473684210526316,0.91
0.1473684210526316,0.9
0.1473684210526316,0.9
0.1473684210526316,0.88
0.1473684210526316,0.89
0.1473684210526316,0.85
0.1473684210526316,0.92
0.1473684210526316,0.88
0.1473684210526316,0.84
0.1473684210526316,0.92
0.1473684210526316,0.89
0.1473684210526316,0.9
0.1473684210526316,0.87
0.1473684210526316,0.86
0.1473684210526316,0.95
0.1473684210526316,0.79
0.1473684210526316,0.9
0.1473684210526316,0.83
0.1473684210526316,0.84
0.1473684210526316,0.87
0.1473684210526316,0.92
0.1473684210526316,0.88
0.1473684210526316,0.84
0.1473684210526316,0.88
0.1473684210526316,0.83
0.1473684210526316,0.91
0.1473684210526316,0.87
0.1473684210526316,0.92
0.1473684210526316,0.83
0.1473684210526316,0.9
0.1473684210526316,0.87
0.1473684210526316,0.83
0.1473684210526316,0.9
0.1473684210526316,0.94
0.1473684210526316,0.93
0.1473684210526316,0.91
0.1473684210526316,0.88
0.1473684210526316,0.84
0.1473684210526316,0.87
0.1473684210526316,0.92
0.1473684210526316,0.88
0.1473684210526316,0.9
0.1473684210526316,0.94
0.1473684210526316,0.89
0.1473684210526316,0.92
0.19473684210526315,0.82
0.19473684210526315,0.87
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.88
0.19473684210526315,0.8
0.19473684210526315,0.85
0.19473684210526315,0.89
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.87
0.19473684210526315,0.87
0.19473684210526315,0.88
0.19473684210526315,0.88
0.19473684210526315,0.93
0.19473684210526315,0.88
0.19473684210526315,0.83
0.19473684210526315,0.84
0.19473684210526315,0.85
0.19473684210526315,0.92
0.19473684210526315,0.87
0.19473684210526315,0.9
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.89
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.9
0.19473684210526315,0.94
0.19473684210526315,0.92
0.19473684210526315,0.89
0.19473684210526315,0.86
0.19473684210526315,0.84
0.19473684210526315,0.95
0.19473684210526315,0.74
0.19473684210526315,0.93
0.19473684210526315,0.92
0.19473684210526315,0.79
0.19473684210526315,0.91
0.19473684210526315,0.88
0.19473684210526315,0.88
0.19473684210526315,0.92
0.19473684210526315,0.84
0.19473684210526315,0.86
0.19473684210526315,0.78
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.9
0.19473684210526315,0.9
0.19473684210526315,0.88
0.19473684210526315,0.86
0.19473684210526315,0.87
0.19473684210526315,0.95
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.85
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.84
0.19473684210526315,0.87
0.19473684210526315,0.89
0.19473684210526315,0.93
0.19473684210526315,0.88
0.19473684210526315,0.87
0.19473684210526315,0.88
0.19473684210526315,0.85
0.19473684210526315,0.9
0.19473684210526315,0.9
0.19473684210526315,0.94
0.19473684210526315,0.87
0.19473684210526315,0.87
0.19473684210526315,0.86
0.19473684210526315,0.9
0.19473684210526315,0.87
0.19473684210526315,0.94
0.19473684210526315,0.88
0.19473684210526315,0.83
0.19473684210526315,0.87
0.19473684210526315,0.88
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.87
0.19473684210526315,0.89
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.91
0.19473684210526315,0.93
0.19473684210526315,0.85
0.19473684210526315,0.92
0.19473684210526315,0.9
0.19473684210526315,0.91
0.19473684210526315,0.92
0.19473684210526315,0.85
0.19473684210526315,0.94
0.19473684210526315,0.89
0.19473684210526315,0.9
0.19473684210526315,0.81
0.19473684210526315,0.9
0.19473684210526315,0.86
0.19473684210526315,0.91
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.8
0.19473684210526315,0.87
0.19473684210526315,0.89
0.19473684210526315,0.84
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.85
0.19473684210526315,0.96
0.19473684210526315,0.87
0.19473684210526315,0.93
0.19473684210526315,0.91
0.19473684210526315,0.92
0.19473684210526315,0.89
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.86
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.85
0.19473684210526315,0.86
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.89
0.19473684210526315,0.87
0.19473684210526315,0.85
0.19473684210526315,0.88
0.19473684210526315,0.84
0.19473684210526315,0.92
0.19473684210526315,0.92
0.19473684210526315,0.91
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.9
0.19473684210526315,0.92
0.19473684210526315,0.89
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.94
0.19473684210526315,0.89
0.19473684210526315,0.84
0.19473684210526315,0.84
0.19473684210526315,0.87
0.19473684210526315,0.91
0.19473684210526315,0.91
0.19473684210526315,0.87
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.84
0.19473684210526315,0.93
0.19473684210526315,0.89
0.19473684210526315,0.85
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.89
0.19473684210526315,0.92
0.19473684210526315,0.89
0.19473684210526315,0.95
0.19473684210526315,0.88
0.19473684210526315,0.97
0.19473684210526315,0.94
0.19473684210526315,0.83
0.19473684210526315,0.9
0.19473684210526315,0.88
0.19473684210526315,0.87
0.19473684210526315,0.87
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.9
0.19473684210526315,0.94
0.19473684210526315,0.88
0.19473684210526315,0.94
0.19473684210526315,0.93
0.19473684210526315,0.86
0.19473684210526315,0.91
0.19473684210526315,0.84
0.19473684210526315,0.91
0.19473684210526315,0.8
0.19473684210526315,0.91
0.19473684210526315,0.9
0.19473684210526315,0.87
0.19473684210526315,0.81
0.19473684210526315,0.89
0.19473684210526315,0.86
0.19473684210526315,0.86
0.19473684210526315,0.87
0.19473684210526315,0.83
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.92
0.19473684210526315,0.88
0.19473684210526315,0.86
0.19473684210526315,0.93
0.19473684210526315,0.88
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.87
0.19473684210526315,0.88
0.19473684210526315,0.87
0.19473684210526315,0.84
0.19473684210526315,0.83
0.19473684210526315,0.92
0.19473684210526315,0.86
0.19473684210526315,0.89
0.19473684210526315,0.92
0.19473684210526315,0.9
0.19473684210526315,0.83
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.84
0.19473684210526315,0.93
0.19473684210526315,0.92
0.19473684210526315,0.84
0.19473684210526315,0.82
0.19473684210526315,0.86
0.19473684210526315,0.91
0.19473684210526315,0.88
0.19473684210526315,0.85
0.19473684210526315,0.82
0.19473684210526315,0.91
0.19473684210526315,0.85
0.19473684210526315,0.91
0.19473684210526315,0.87
0.19473684210526315,0.9
0.19473684210526315,0.97
0.19473684210526315,0.79
0.19473684210526315,0.8
0.19473684210526315,0.96
0.19473684210526315,0.94
0.19473684210526315,0.89
0.19473684210526315,0.91
0.19473684210526315,0.93
0.19473684210526315,0.89
0.19473684210526315,0.89
0.19473684210526315,0.84
0.19473684210526315,0.97
0.19473684210526315,0.92
0.19473684210526315,0.9
0.19473684210526315,0.92
0.19473684210526315,0.87
0.24210526315789474,0.85
0.24210526315789474,0.88
0.24210526315789474,0.88
0.24210526315789474,0.84
0.24210526315789474,0.85
0.24210526315789474,0.8
0.24210526315789474,0.84
0.24210526315789474,0.86
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.85
0.24210526315789474,0.85
0.24210526315789474,0.88
0.24210526315789474,0.89
0.24210526315789474,0.86
0.24210526315789474,0.88
0.24210526315789474,0.81
0.24210526315789474,0.82
0.24210526315789474,0.85
0.24210526315789474,0.88
0.24210526315789474,0.89
0.24210526315789474,0.89
0.24210526315789474,0.88
0.24210526315789474,0.9
0.24210526315789474,0.85
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.91
0.24210526315789474,0.87
0.24210526315789474,0.93
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.83
0.24210526315789474,0.87
0.24210526315789474,0.94
0.24210526315789474,0.75
0.24210526315789474,0.9
0.24210526315789474,0.93
0.24210526315789474,0.78
0.24210526315789474,0.88
0.24210526315789474,0.84
0.24210526315789474,0.84
0.24210526315789474,0.88
0.24210526315789474,0.85
0.24210526315789474,0.86
0.24210526315789474,0.83
0.24210526315789474,0.91
0.24210526315789474,0.94
0.24210526315789474,0.87
0.24210526315789474,0.88
0.24210526315789474,0.87
0.24210526315789474,0.89
0.24210526315789474,0.85
0.24210526315789474,0.94
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.88
0.24210526315789474,0.87
0.24210526315789474,0.8
0.24210526315789474,0.88
0.24210526315789474,0.88
0.24210526315789474,0.93
0.24210526315789474,0.88
0.24210526315789474,0.86
0.24210526315789474,0.82
0.24210526315789474,0.9
0.24210526315789474,0.85
0.24210526315789474,0.93
0.24210526315789474,0.87
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.84
0.24210526315789474,0.91
0.24210526315789474,0.89
0.24210526315789474,0.94
0.24210526315789474,0.86
0.24210526315789474,0.92
0.24210526315789474,0.87
0.24210526315789474,0.88
0.24210526315789474,0.86
0.24210526315789474,0.88
0.24210526315789474,0.9
0.24210526315789474,0.81
0.24210526315789474,0.89
0.24210526315789474,0.93
0.24210526315789474,0.87
0.24210526315789474,0.88
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.86
0.24210526315789474,0.86
0.24210526315789474,0.88
0.24210526315789474,0.92
0.24210526315789474,0.93
0.24210526315789474,0.81
0.24210526315789474,0.87
0.24210526315789474,0.93
0.24210526315789474,0.9
0.24210526315789474,0.87
0.24210526315789474,0.83
0.24210526315789474,0.94
0.24210526315789474,0.92
0.24210526315789474,0.87
0.24210526315789474,0.86
0.24210526315789474,0.85
0.24210526315789474,0.82
0.24210526315789474,0.9
0.24210526315789474,0.82
0.24210526315789474,0.96
0.24210526315789474,0.89
0.24210526315789474,0.91
0.24210526315789474,0.9
0.24210526315789474,0.91
0.24210526315789474,0.89
0.24210526315789474,0.92
0.24210526315789474,0.84
0.24210526315789474,0.88
0.24210526315789474,0.86
0.24210526315789474,0.84
0.24210526315789474,0.86
0.24210526315789474,0.87
0.24210526315789474,0.89
0.24210526315789474,0.93
0.24210526315789474,0.89
0.24210526315789474,0.93
0.24210526315789474,0.93
0.24210526315789474,0.9
0.24210526315789474,0.89
0.24210526315789474,0.89
0.24210526315789474,0.92
0.24210526315789474,0.91
0.24210526315789474,0.92
0.24210526315789474,0.88
0.24210526315789474,0.93
0.24210526315789474,0.89
0.24210526315789474,0.85
0.24210526315789474,0.85
0.24210526315789474,0.88
0.24210526315789474,0.88
0.24210526315789474,0.84
0.24210526315789474,0.82
0.24210526315789474,0.87
0.24210526315789474,0.87
0.24210526315789474,0.89
0.24210526315789474,0.87
0.24210526315789474,0.85
0.24210526315789474,0.86
0.24210526315789474,0.83
0.24210526315789474,0.92
0.24210526315789474,0.87
0.24210526315789474,0.91
0.24210526315789474,0.9
0.24210526315789474,0.92
0.24210526315789474,0.84
0.24210526315789474,0.9
0.24210526315789474,0.87
0.24210526315789474,0.84
0.24210526315789474,0.91
0.24210526315789474,0.89
0.24210526315789474,0.87
0.24210526315789474,0.92
0.24210526315789474,0.86
0.24210526315789474,0.88
0.24210526315789474,0.92
0.24210526315789474,0.94
0.24210526315789474,0.83
0.24210526315789474,0.9
0.24210526315789474,0.87
0.24210526315789474,0.9
0.24210526315789474,0.91
0.24210526315789474,0.87
0.24210526315789474,0.87
0.24210526315789474,0.91
0.24210526315789474,0.93
0.24210526315789474,0.94
0.24210526315789474,0.8
0.24210526315789474,0.88
0.24210526315789474,0.94
0.24210526315789474,0.92
0.24210526315789474,0.9
0.24210526315789474,0.92
0.24210526315789474,0.89
0.24210526315789474,0.91
0.24210526315789474,0.91
0.24210526315789474,0.89
0.24210526315789474,0.89
0.24210526315789474,0.89
0.24210526315789474,0.92
0.24210526315789474,0.93
0.24210526315789474,0.89
0.24210526315789474,0.91
0.24210526315789474,0.81
0.24210526315789474,0.87
0.24210526315789474,0.89
0.24210526315789474,0.9
0.24210526315789474,0.9
0.24210526315789474,0.91
0.24210526315789474,0.89
0.24210526315789474,0.93
0.24210526315789474,0.93
0.24210526315789474,0.87
0.24210526315789474,0.9
0.24210526315789474,0.88
0.24210526315789474,0.88
0.24210526315789474,0.89
0.24210526315789474,0.83
0.24210526315789474,0.9
0.24210526315789474,0.9
0.24210526315789474,0.84
0.24210526315789474,0.9
0.24210526315789474,0.9
0.24210526315789474,0.88
0.24210526315789474,0.86
0.24210526315789474,0.89
0.24210526315789474,0.88
0.24210526315789474,0.9
0.24210526315789474,0.88
0.24210526315789474,0.92
0.24210526315789474,0.84
0.24210526315789474,0.89
0.24210526315789474,0.83
0.24210526315789474,0.92
0.24210526315789474,0.89
0.24210526315789474,0.85
0.24210526315789474,0.86
0.24210526315789474,0.91
0.24210526315789474,0.85
0.24210526315789474,0.92
0.24210526315789474,0.89
0.24210526315789474,0.87
0.24210526315789474,0.92
0.24210526315789474,0.91
0.24210526315789474,0.86
0.24210526315789474,0.9
0.24210526315789474,0.91
0.24210526315789474,0.86
0.24210526315789474,0.93
0.24210526315789474,0.87
0.24210526315789474,0.91
0.24210526315789474,0.86
0.24210526315789474,0.9
0.24210526315789474,0.86
0.24210526315789474,0.92
0.24210526315789474,0.93
0.24210526315789474,0.87
0.24210526315789474,0.82
0.2894736842105263,0.96
0.2894736842105263,0.86
0.2894736842105263,0.88
0.2894736842105263,0.84
0.2894736842105263,0.89
0.2894736842105263,0.92
0.2894736842105263,0.84
0.2894736842105263,0.88
0.2894736842105263,0.9
0.2894736842105263,0.84
0.2894736842105263,0.87
0.2894736842105263,0.83
0.2894736842105263,0.86
0.2894736842105263,0.86
0.2894736842105263,0.87
0.2894736842105263,0.87
0.2894736842105263,0.89
0.2894736842105263,0.76
0.2894736842105263,0.84
0.2894736842105263,0.88
0.2894736842105263,0.92
0.2894736842105263,0.86
0.2894736842105263,0.86
0.2894736842105263,0.89
0.2894736842105263,0.89
0.2894736842105263,0.88
0.2894736842105263,0.93
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.82
0.2894736842105263,0.88
0.2894736842105263,0.9
0.2894736842105263,0.88
0.2894736842105263,0.91
0.2894736842105263,0.85
0.2894736842105263,0.91
0.2894736842105263,0.8
0.2894736842105263,0.9
0.2894736842105263,0.92
0.2894736842105263,0.88
0.2894736842105263,0.86
0.2894736842105263,0.85
0.2894736842105263,0.88
0.2894736842105263,0.91
0.2894736842105263,0.84
0.2894736842105263,0.86
0.2894736842105263,0.79
0.2894736842105263,0.9
0.2894736842105263,0.86
0.2894736842105263,0.83
0.2894736842105263,0.9
0.2894736842105263,0.86
0.2894736842105263,0.92
0.2894736842105263,0.84
0.2894736842105263,0.82
0.2894736842105263,0.88
0.2894736842105263,0.79
0.2894736842105263,0.86
0.2894736842105263,0.87
0.2894736842105263,0.9
0.2894736842105263,0.9
0.2894736842105263,0.85
0.2894736842105263,0.91
0.2894736842105263,0.89
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.85
0.2894736842105263,0.8
0.2894736842105263,0.91
0.2894736842105263,0.81
0.2894736842105263,0.88
0.2894736842105263,0.84
0.2894736842105263,0.92
0.2894736842105263,0.88
0.2894736842105263,0.87
0.2894736842105263,0.9
0.2894736842105263,0.85
0.2894736842105263,0.86
0.2894736842105263,0.86
0.2894736842105263,0.81
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.91
0.2894736842105263,0.86
0.2894736842105263,0.9
0.2894736842105263,0.89
0.2894736842105263,0.88
0.2894736842105263,0.88
0.2894736842105263,0.89
0.2894736842105263,0.85
0.2894736842105263,0.91
0.2894736842105263,0.91
0.2894736842105263,0.88
0.2894736842105263,0.82
0.2894736842105263,0.86
0.2894736842105263,0.93
0.2894736842105263,0.82
0.2894736842105263,0.88
0.2894736842105263,0.86
0.2894736842105263,0.88
0.2894736842105263,0.82
0.2894736842105263,0.89
0.2894736842105263,0.88
0.2894736842105263,0.84
0.2894736842105263,0.92
0.2894736842105263,0.88
0.2894736842105263,0.9
0.2894736842105263,0.84
0.2894736842105263,0.88
0.2894736842105263,0.9
0.2894736842105263,0.9
0.2894736842105263,0.81
0.2894736842105263,0.96
0.2894736842105263,0.94
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.87
0.2894736842105263,0.92
0.2894736842105263,0.9
0.2894736842105263,0.83
0.2894736842105263,0.85
0.2894736842105263,0.83
0.2894736842105263,0.82
0.2894736842105263,0.84
0.2894736842105263,0.88
0.2894736842105263,0.89
0.2894736842105263,0.92
0.2894736842105263,0.89
0.2894736842105263,0.9
0.2894736842105263,0.85
0.2894736842105263,0.91
0.2894736842105263,0.87
0.2894736842105263,0.91
0.2894736842105263,0.85
0.2894736842105263,0.9
0.2894736842105263,0.93
0.2894736842105263,0.88
0.2894736842105263,0.9
0.2894736842105263,0.92
0.2894736842105263,0.87
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.9
0.2894736842105263,0.85
0.2894736842105263,0.87
0.2894736842105263,0.84
0.2894736842105263,0.9
0.2894736842105263,0.92
0.2894736842105263,0.88
0.2894736842105263,0.82
0.2894736842105263,0.9
0.2894736842105263,0.87
0.2894736842105263,0.91
0.2894736842105263,0.88
0.2894736842105263,0.92
0.2894736842105263,0.87
0.2894736842105263,0.91
0.2894736842105263,0.79
0.2894736842105263,0.85
0.2894736842105263,0.84
0.2894736842105263,0.89
0.2894736842105263,0.9
0.2894736842105263,0.83
0.2894736842105263,0.87
0.2894736842105263,0.86
0.2894736842105263,0.84
0.2894736842105263,0.91
0.2894736842105263,0.9
0.2894736842105263,0.83
0.2894736842105263,0.8
0.2894736842105263,0.91
