M,Recycle_Rate
2,0.12105263157894738
3,0.25894736842105265
3,0.2236842105263158
3,0.22947368421052627
3,0.23894736842105263
3,0.21368421052631578
3,0.20368421052631583
3,0.22473684210526318
3,0.2531578947368421
3,0.2573684210526316
3,0.23947368421052634
3,0.26842105263157895
3,0.24263157894736845
3,0.22842105263157894
3,0.2457894736842105
3,0.23789473684210521
3,0.21999999999999997
3,0.2284210526315789
3,0.2168421052631579
3,0.27631578947368424
3,0.25526315789473686
3,0.22421052631578947
3,0.23263157894736838
3,0.25105263157894736
3,0.22947368421052633
3,0.22526315789473683
3,0.2305263157894737
3,0.23894736842105266
3,0.26999999999999996
3,0.2373684210526316
3,0.2557894736842105
3,0.25368421052631585
3,0.24157894736842098
3,0.2678947368421053
3,0.21578947368421053
3,0.2142105263157895
3,0.21842105263157893
3,0.2605263157894738
3,0.2573684210526316
3,0.22947368421052627
3,0.27263157894736845
3,0.26263157894736844
3,0.23842105263157895
3,0.2552631578947368
3,0.25684210526315787
3,0.2510526315789473
3,0.25947368421052636
3,0.2542105263157895
3,0.27263157894736845
3,0.26789473684210524
3,0.21105263157894738
4,0.3410526315789474
4,0.3415789473684211
4,0.31052631578947365
4,0.33736842105263154
4,0.34578947368421054
4,0.3726315789473684
4,0.28578947368421054
4,0.3794736842105263
4,0.35
4,0.38842105263157894
4,0.36157894736842106
4,0.36473684210526314
4,0.3573684210526316
4,0.36421052631578943
4,0.3615789473684211
4,0.37105263157894736
4,0.3178947368421053
4,0.31526315789473686
4,0.37315789473684213
4,0.3426315789473684
4,0.37631578947368427
4,0.3194736842105263
4,0.34
4,0.3636842105263157
4,0.33263157894736844
4,0.3057894736842105
4,0.36210526315789476
4,0.36526315789473685
4,0.3515789473684211
4,0.37052631578947365
4,0.35789473684210527
4,0.35368421052631577
4,0.37526315789473685
4,0.32052631578947366
4,0.3673684210526316
4,0.34894736842105256
4,0.376842105263158
4,0.37421052631578944
4,0.33894736842105266
4,0.3842105263157895
4,0.3352631578947368
4,0.29947368421052634
4,0.3515789473684211
4,0.32210526315789473
4,0.36315789473684207
4,0.37473684210526315
4,0.33526315789473676
4,0.3494736842105263
4,0.3505263157894737
4,0.3373684210526315
5,0.47631578947368414
5,0.47105263157894744
5,0.4768421052631579
5,0.4810526315789473
5,0.45894736842105266
5,0.4784210526315788
5,0.4863157894736842
5,0.47789473684210526
5,0.4568421052631579
5,0.4778947368421053
5,0.4742105263157895
5,0.47000000000000003
5,0.46736842105263154
5,0.48263157894736847
5,0.45631578947368423
5,0.45
5,0.45
5,0.46842105263157896
5,0.4852631578947369
5,0.4631578947368421
5,0.45999999999999996
5,0.48473684210526324
5,0.47263157894736835
5,0.4636842105263158
5,0.461578947368421
5,0.45315789473684215
5,0.4647368421052631
5,0.48315789473684206
5,0.4852631578947369
5,0.4821052631578947
5,0.45052631578947366
5,0.4647368421052631
5,0.46263157894736845
5,0.4657894736842104
5,0.4457894736842105
5,0.4689473684210526
5,0.4705263157894738
5,0.4868421052631578
5,0.4694736842105264
5,0.4821052631578947
5,0.4647368421052632
5,0.4905263157894737
5,0.4863157894736842
5,0.48999999999999994
5,0.4826315789473683
5,0.4715789473684211
5,0.47947368421052633
5,0.4405263157894737
5,0.4610526315789474
5,0.4836842105263157
5,0.47526315789473694
5,0.47631578947368414
5,0.47368421052631576
5,0.46736842105263154
5,0.45473684210526316
5,0.46105263157894727
5,0.47210526315789475
5,0.4647368421052631
5,0.4636842105263158
5,0.4784210526315789
5,0.47526315789473694
5,0.4731578947368421
5,0.46842105263157885
5,0.4605263157894736
5,0.4647368421052631
5,0.4689473684210525
5,0.4452631578947369
5,0.4731578947368421
5,0.4663157894736842
5,0.44947368421052636
5,0.45368421052631575
5,0.47789473684210526
5,0.48
5,0.4742105263157894
5,0.4757894736842106
5,0.4642105263157895
5,0.4810526315789474
5,0.47473684210526307
5,0.46578947368421053
5,0.48052631578947375
5,0.4542105263157895
5,0.45368421052631575
5,0.48684210526315785
5,0.4568421052631579
5,0.46684210526315795
5,0.4878947368421052
5,0.45894736842105266
5,0.4757894736842105
5,0.46842105263157896
5,0.49210526315789477
5,0.45736842105263154
5,0.4863157894736842
5,0.48842105263157903
5,0.4889473684210527
5,0.4863157894736842
5,0.47368421052631576
5,0.47473684210526307
5,0.4447368421052632
5,0.45210526315789473
5,0.4810526315789474
6,0.5700000000000001
6,0.5663157894736842
6,0.5726315789473684
6,0.5805263157894737
6,0.5678947368421052
6,0.5789473684210528
6,0.5778947368421052
6,0.5857894736842105
6,0.5652631578947368
6,0.5726315789473684
6,0.5815789473684211
6,0.5757894736842105
6,0.5726315789473684
6,0.5842105263157895
6,0.5642105263157895
6,0.5800000000000001
6,0.5515789473684212
6,0.5763157894736841
6,0.5663157894736843
6,0.5657894736842106
6,0.5800000000000001
6,0.5736842105263158
6,0.5721052631578948
6,0.5594736842105263
6,0.5868421052631578
6,0.5557894736842105
6,0.5773684210526315
6,0.5878947368421052
6,0.5747368421052632
6,0.5721052631578946
6,0.5831578947368421
6,0.5515789473684211
6,0.5642105263157895
6,0.5742105263157895
6,0.5752631578947368
6,0.573157894736842
6,0.5742105263157895
6,0.5794736842105264
6,0.5836842105263157
6,0.5652631578947368
6,0.5463157894736843
6,0.5694736842105262
6,0.5678947368421052
6,0.5805263157894737
6,0.5742105263157894
6,0.5742105263157895
6,0.5552631578947367
6,0.5599999999999999
6,0.5721052631578948
6,0.5836842105263158
7,0.6647368421052632
7,0.6589473684210525
7,0.6821052631578948
7,0.6799999999999999
7,0.6768421052631577
7,0.6826315789473683
7,0.7005263157894737
7,0.6936842105263158
7,0.6705263157894736
7,0.6794736842105263
7,0.6794736842105263
7,0.6915789473684211
7,0.6842105263157895
7,0.6878947368421052
7,0.6521052631578949
7,0.6489473684210526
7,0.6726315789473684
7,0.6684210526315789
7,0.6831578947368422
7,0.6647368421052631
7,0.6915789473684211
7,0.6789473684210526
7,0.6721052631578947
7,0.6757894736842106
7,0.6921052631578947
7,0.6726315789473684
7,0.6605263157894739
7,0.688421052631579
7,0.671578947368421
7,0.6815789473684211
7,0.6900000000000001
7,0.651578947368421
7,0.6784210526315789
7,0.658421052631579
7,0.6831578947368422
7,0.6710526315789472
7,0.6726315789473685
7,0.6863157894736842
7,0.68
7,0.69
7,0.6763157894736842
7,0.6736842105263158
7,0.6689473684210527
7,0.7
7,0.6842105263157895
7,0.6678947368421053
7,0.6500000000000001
7,0.6915789473684211
7,0.6778947368421052
7,0.6994736842105265
8,0.74
8,0.7578947368421052
8,0.7873684210526315
8,0.7710526315789473
8,0.7463157894736842
8,0.7621052631578948
8,0.7821052631578949
8,0.7952631578947369
8,0.7773684210526316
8,0.7710526315789473
8,0.7747368421052632
8,0.7805263157894737
8,0.7773684210526317
8,0.778421052631579
8,0.7826315789473683
8,0.7594736842105264
8,0.7557894736842105
8,0.7784210526315788
8,0.7589473684210526
8,0.763157894736842
8,0.78
8,0.7836842105263158
8,0.758421052631579
8,0.7694736842105263
8,0.7873684210526316
8,0.7663157894736842
8,0.7626315789473684
8,0.7794736842105264
8,0.7605263157894737
8,0.7715789473684211
8,0.773157894736842
8,0.771578947368421
8,0.7910526315789473
8,0.75
8,0.76
8,0.7589473684210526
8,0.78
8,0.7836842105263158
8,0.7868421052631578
8,0.7763157894736842
8,0.7668421052631578
8,0.7815789473684209
8,0.7684210526315789
8,0.788421052631579
8,0.7805263157894737
8,0.7668421052631579
8,0.7657894736842106
8,0.7868421052631578
8,0.7842105263157895
8,0.7973684210526317
9,0.843157894736842
9,0.8726315789473684
9,0.8778947368421054
9,0.8810526315789475
9,0.868421052631579
9,0.8789473684210527
9,0.8884210526315789
9,0.8926315789473686
9,0.874736842105263
9,0.8842105263157896
9,0.868421052631579
9,0.8768421052631578
9,0.8784210526315789
9,0.8715789473684211
9,0.8726315789473684
9,0.8463157894736844
9,0.8736842105263157
9,0.8789473684210526
9,0.8742105263157895
9,0.8689473684210526
9,0.8731578947368421
9,0.8905263157894738
9,0.8789473684210526
9,0.8621052631578948
9,0.8931578947368422
9,0.8663157894736843
9,0.8836842105263157
9,0.8631578947368421
9,0.8715789473684211
9,0.8826315789473682
9,0.868421052631579
9,0.8710526315789474
9,0.8721052631578949
9,0.8594736842105263
9,0.8715789473684209
9,0.8610526315789473
9,0.8842105263157893
9,0.891578947368421
9,0.8942105263157896
9,0.8689473684210526
9,0.8757894736842106
9,0.8810526315789474
9,0.8631578947368421
9,0.874736842105263
9,0.8715789473684211
9,0.884736842105263
9,0.8731578947368421
9,0.8936842105263156
9,0.8784210526315789
9,0.8942105263157893
10,0.7426315789473683
10,0.7452631578947368
10,0.7589473684210526
10,0.746842105263158
10,0.7726315789473684
10,0.7678947368421053
10,0.7547368421052632
10,0.7657894736842104
10,0.7621052631578948
10,0.7326315789473684
10,0.7394736842105262
10,0.7484210526315789
10,0.7768421052631579
10,0.7521052631578947
10,0.7484210526315789
10,0.7505263157894737
10,0.764736842105263
10,0.7573684210526316
10,0.7610526315789473
10,0.7557894736842106
10,0.7547368421052634
10,0.751578947368421
10,0.7478947368421052
10,0.7552631578947369
10,0.7542105263157894
10,0.7605263157894737
10,0.7647368421052632
10,0.7573684210526315
10,0.7521052631578946
10,0.76
10,0.7552631578947369
10,0.7526315789473685
10,0.7494736842105263
10,0.7668421052631579
10,0.7652631578947368
10,0.7615789473684209
10,0.7605263157894736
10,0.7557894736842105
10,0.7394736842105264
10,0.7505263157894737
10,0.7636842105263157
10,0.7394736842105262
10,0.7673684210526316
10,0.7447368421052631
10,0.7484210526315789
10,0.7542105263157894
10,0.7521052631578946
10,0.7605263157894737
10,0.7473684210526315
10,0.7705263157894737
10,0.7421052631578946
10,0.7589473684210526
10,0.7515789473684211
10,0.7531578947368421
10,0.7621052631578947
10,0.76
10,0.7478947368421052
10,0.76
10,0.761578947368421
10,0.7547368421052632
10,0.7352631578947368
10,0.7542105263157894
10,0.763157894736842
10,0.7621052631578948
10,0.7436842105263157
10,0.7584210526315789
10,0.7615789473684209
10,0.7547368421052632
10,0.7594736842105263
10,0.7542105263157894
10,0.7342105263157895
10,0.7526315789473683
10,0.7578947368421052
10,0.7489473684210527
10,0.7557894736842106
10,0.7552631578947369
10,0.7652631578947368
10,0.7589473684210526
10,0.746315789473684
10,0.7594736842105263
10,0.7557894736842106
10,0.7568421052631578
10,0.764736842105263
10,0.7589473684210526
10,0.7610526315789474
10,0.7610526315789472
10,0.7621052631578947
10,0.7615789473684211
10,0.7436842105263157
10,0.7621052631578948
10,0.7636842105263157
10,0.7457894736842104
10,0.7626315789473683
10,0.7542105263157894
10,0.7499999999999999
10,0.7515789473684211
10,0.7610526315789473
10,0.7573684210526316
10,0.7421052631578947
10,0.7657894736842105
11,0.8063157894736843
11,0.8242105263157894
11,0.8115789473684212
11,0.8099999999999999
11,0.8236842105263159
11,0.8142105263157896
11,0.8010526315789475
11,0.8278947368421052
11,0.828421052631579
11,0.8173684210526316
11,0.7842105263157895
11,0.8047368421052633
11,0.8215789473684211
11,0.8273684210526315
11,0.8036842105263158
11,0.8157894736842106
11,0.8047368421052632
11,0.7894736842105263
11,0.8105263157894737
11,0.8005263157894736
11,0.7889473684210525
11,0.8163157894736843
11,0.8142105263157895
11,0.7926315789473685
11,0.791578947368421
11,0.8021052631578949
11,0.8273684210526315
11,0.8047368421052633
11,0.805263157894737
11,0.8126315789473683
11,0.8226315789473684
11,0.7947368421052632
11,0.801578947368421
11,0.8147368421052633
11,0.8152631578947368
11,0.805263157894737
11,0.828421052631579
11,0.7910526315789475
11,0.8063157894736843
11,0.7989473684210526
11,0.8068421052631578
11,0.8121052631578948
11,0.7957894736842106
11,0.7957894736842105
11,0.8078947368421053
11,0.8178947368421052
11,0.8121052631578948
11,0.8226315789473684
11,0.8094736842105263
11,0.8321052631578946
12,0.8536842105263158
12,0.8705263157894738
12,0.8563157894736844
12,0.8973684210526317
12,0.8568421052631578
12,0.9036842105263159
12,0.8710526315789473
12,0.9015789473684211
12,0.8684210526315791
12,0.8542105263157893
12,0.86
12,0.8563157894736844
12,0.8731578947368422
12,0.8636842105263159
12,0.8478947368421051
12,0.8552631578947368
12,0.8684210526315791
12,0.8652631578947367
12,0.846315789473684
12,0.8615789473684211
12,0.8563157894736841
12,0.8852631578947369
12,0.8557894736842104
12,0.85
12,0.8452631578947367
12,0.8247368421052632
12,0.8868421052631579
12,0.8699999999999999
12,0.8494736842105262
12,0.8573684210526317
12,0.8694736842105264
12,0.8510526315789473
12,0.82
12,0.898421052631579
12,0.8673684210526316
12,0.8557894736842104
12,0.8842105263157896
12,0.8515789473684212
12,0.8657894736842107
12,0.8694736842105264
12,0.8536842105263158
12,0.8557894736842104
12,0.8494736842105262
12,0.858421052631579
12,0.8373684210526315
12,0.8715789473684211
12,0.8678947368421053
12,0.8784210526315789
12,0.8563157894736844
12,0.8394736842105261
13,0.901578947368421
13,0.9021052631578949
13,0.9000000000000001
13,0.9194736842105262
13,0.9068421052631578
13,0.9042105263157895
13,0.8994736842105263
13,0.9168421052631578
13,0.9
13,0.8794736842105264
13,0.9110526315789473
13,0.9089473684210526
13,0.8978947368421053
13,0.8794736842105264
13,0.8863157894736842
13,0.9115789473684209
13,0.913157894736842
13,0.9136842105263158
13,0.9052631578947368
13,0.8794736842105264
13,0.9099999999999999
13,0.9052631578947368
13,0.908421052631579
13,0.9036842105263156
13,0.8910526315789475
13,0.8894736842105264
13,0.9200000000000002
13,0.883157894736842
13,0.893157894736842
13,0.9047368421052632
13,0.9
13,0.8910526315789475
13,0.8757894736842105
13,0.9126315789473687
13,0.8905263157894738
13,0.9094736842105263
13,0.9147368421052631
13,0.8994736842105263
13,0.9026315789473685
13,0.905263157894737
13,0.9073684210526316
13,0.9115789473684209
13,0.9178947368421051
13,0.8868421052631579
13,0.8815789473684212
13,0.9252631578947368
13,0.9257894736842104
13,0.9210526315789475
13,0.8947368421052632
13,0.8905263157894738
14,0.9531578947368423
14,0.955263157894737
14,0.95
14,0.9489473684210525
14,0.9547368421052633
14,0.9542105263157896
14,0.951578947368421
14,0.9526315789473685
14,0.9536842105263158
14,0.944736842105263
14,0.9547368421052631
14,0.9563157894736843
14,0.9489473684210523
14,0.9357894736842105
14,0.9342105263157894
14,0.9442105263157894
14,0.9494736842105264
14,0.9526315789473685
14,0.9531578947368422
14,0.9357894736842105
14,0.9468421052631578
14,0.9552631578947368
14,0.9494736842105264
14,0.945263157894737
14,0.9457894736842103
14,0.9442105263157894
14,0.9521052631578948
14,0.9436842105263157
14,0.9205263157894737
14,0.9510526315789475
14,0.9378947368421052
14,0.9236842105263158
14,0.9384210526315788
14,0.9542105263157893
14,0.9557894736842105
14,0.9494736842105264
14,0.9447368421052629
14,0.9468421052631578
14,0.9526315789473683
14,0.9557894736842105
14,0.9426315789473684
14,0.958421052631579
14,0.9489473684210525
14,0.9536842105263158
14,0.9405263157894735
14,0.953684210526316
14,0.9521052631578945
14,0.9515789473684212
14,0.9405263157894737
14,0.9489473684210527
15,0.9842105263157895
15,0.9773684210526318
15,0.9821052631578949
15,0.9836842105263159
15,0.9863157894736843
15,0.9842105263157895
15,0.9873684210526316
15,0.9784210526315789
15,0.9884210526315791
15,0.9815789473684212
15,0.9884210526315791
15,0.9815789473684212
15,0.9794736842105264
15,0.9852631578947368
15,0.9815789473684211
15,0.9842105263157895
15,0.9868421052631579
15,0.9863157894736843
15,0.9831578947368422
15,0.9842105263157895
15,0.9778947368421054
15,0.9847368421052632
15,0.9831578947368422
15,0.9857894736842105
15,0.9763157894736845
15,0.9831578947368422
15,0.9857894736842105
15,0.9773684210526318
15,0.9826315789473685
15,0.9805263157894737
15,0.9784210526315791
15,0.9805263157894739
15,0.9831578947368422
15,0.9826315789473684
15,0.9873684210526316
15,0.9863157894736843
15,0.9847368421052632
15,0.9805263157894737
15,0.9821052631578947
15,0.9873684210526316
15,0.9842105263157895
15,0.9857894736842105
15,0.9831578947368422
15,0.9836842105263159
15,0.9826315789473684
15,0.9810526315789474
15,0.9847368421052632
15,0.9831578947368422
15,0.9805263157894737
15,0.9815789473684211
15,0.9852631578947368
15,0.9778947368421054
15,0.9810526315789474
15,0.9857894736842105
15,0.9878947368421052
15,0.9842105263157895
15,0.9868421052631581
15,0.9852631578947368
15,0.99
15,0.9831578947368422
15,0.9884210526315791
15,0.9821052631578949
15,0.9784210526315791
15,0.9847368421052632
15,0.9826315789473685
15,0.9836842105263159
15,0.9868421052631579
15,0.9857894736842105
15,0.9836842105263159
15,0.9836842105263159
15,0.9794736842105264
15,0.9836842105263159
15,0.9847368421052632
15,0.9857894736842105
15,0.9805263157894737
15,0.9778947368421054
15,0.9857894736842105
15,0.976842105263158
15,0.9821052631578947
15,0.9773684210526318
15,0.9805263157894739
15,0.9831578947368422
15,0.9831578947368422
15,0.9810526315789474
15,0.9873684210526317
15,0.9868421052631581
15,0.9842105263157895
15,0.9773684210526316
15,0.9847368421052632
15,0.9842105263157895
15,0.9836842105263159
15,0.9826315789473685
15,0.9831578947368422
15,0.9815789473684212
15,0.9831578947368422
15,0.9768421052631581
15,0.9842105263157895
15,0.9831578947368422
15,0.9794736842105264
15,0.9821052631578949
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
16,1.0
17,0.8989473684210527
17,0.9305263157894738
17,0.8873684210526316
17,0.8794736842105264
17,0.9273684210526316
17,0.9173684210526316
17,0.9189473684210524
17,0.9326315789473683
17,0.9342105263157894
17,0.8731578947368422
17,0.9268421052631577
17,0.9294736842105262
17,0.8899999999999999
17,0.888421052631579
17,0.9021052631578949
17,0.883157894736842
17,0.9226315789473682
17,0.9184210526315789
17,0.8836842105263157
17,0.8694736842105263
17,0.8794736842105264
17,0.9026315789473685
17,0.9099999999999999
17,0.9236842105263156
17,0.8910526315789473
17,0.875263157894737
17,0.9294736842105262
17,0.8915789473684212
17,0.9357894736842105
17,0.9221052631578948
17,0.8842105263157893
17,0.8505263157894737
17,0.8847368421052634
17,0.9336842105263157
17,0.9221052631578945
17,0.9052631578947368
17,0.8831578947368423
17,0.8963157894736844
17,0.8947368421052632
17,0.9278947368421052
17,0.9252631578947368
17,0.9268421052631577
17,0.9215789473684209
17,0.9052631578947368
17,0.8826315789473684
17,0.9321052631578945
17,0.8947368421052632
17,0.9005263157894736
17,0.8763157894736844
17,0.8831578947368423
18,0.9378947368421052
18,0.9478947368421051
18,0.9331578947368419
18,0.9542105263157896
18,0.9457894736842105
18,0.9378947368421052
18,0.9378947368421052
18,0.9521052631578948
18,0.9568421052631582
18,0.9163157894736841
18,0.9510526315789474
18,0.9526315789473685
18,0.9257894736842104
18,0.9352631578947367
18,0.9331578947368421
18,0.944736842105263
18,0.9473684210526313
18,0.95
18,0.9357894736842105
18,0.9278947368421051
18,0.9284210526315789
18,0.9378947368421052
18,0.9394736842105263
18,0.9452631578947367
18,0.9110526315789473
18,0.9457894736842103
18,0.9468421052631578
18,0.9247368421052631
18,0.9484210526315792
18,0.9342105263157894
18,0.9
18,0.9094736842105263
18,0.9252631578947368
18,0.9615789473684211
18,0.9484210526315786
18,0.9426315789473682
18,0.9268421052631577
18,0.9231578947368421
18,0.9521052631578947
18,0.9426315789473682
18,0.9363157894736842
18,0.9505263157894734
18,0.9536842105263157
18,0.9294736842105262
18,0.9357894736842104
18,0.9505263157894734
18,0.9389473684210525
18,0.9405263157894737
18,0.9000000000000001
18,0.947894736842105
19,0.9721052631578949
19,0.9721052631578949
19,0.9636842105263159
19,0.9705263157894739
19,0.975263157894737
19,0.9668421052631582
19,0.9726315789473686
19,0.9736842105263159
19,0.9736842105263162
19,0.9642105263157896
19,0.9747368421052635
19,0.9726315789473686
19,0.9652631578947369
19,0.9505263157894737
19,0.9610526315789475
19,0.9494736842105265
19,0.9768421052631581
19,0.9710526315789476
19,0.9726315789473686
19,0.9289473684210525
19,0.9684210526315791
19,0.9736842105263159
19,0.9731578947368422
19,0.9684210526315791
19,0.9668421052631582
19,0.9700000000000001
19,0.9710526315789476
19,0.9710526315789476
19,0.9684210526315791
19,0.9657894736842108
19,0.9673684210526318
19,0.9526315789473685
19,0.9678947368421055
19,0.975263157894737
19,0.9721052631578949
19,0.975263157894737
19,0.9563157894736843
19,0.9647368421052634
19,0.9663157894736845
19,0.9663157894736842
19,0.9636842105263159
19,0.9694736842105266
19,0.9721052631578949
19,0.9705263157894739
19,0.9515789473684212
19,0.9657894736842106
19,0.9642105263157896
19,0.9715789473684213
19,0.951578947368421
19,0.9700000000000003
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9989473684210527
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9989473684210527
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
20,1.0
20,0.9994736842105263
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,1.0
20,0.9994736842105263
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,0.9994736842105263
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,0.9989473684210527
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
21,1.0
22,1.0
22,0.9994736842105263
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,0.9994736842105263
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,0.9994736842105263
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
22,1.0
23,1.0
23,0.9994736842105263
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
23,1.0
24,0.9994736842105263
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
24,1.0
