kappa,Recycle_Rate
0.06999999999999999,0.85
0.06999999999999999,0.85
0.06999999999999999,0.89
0.06999999999999999,0.89
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.86
0.06999999999999999,0.89
0.06999999999999999,0.9
0.06999999999999999,0.86
0.06999999999999999,0.86
0.06999999999999999,0.9
0.06999999999999999,0.89
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.87
0.06999999999999999,0.84
0.06999999999999999,0.92
0.06999999999999999,0.87
0.06999999999999999,0.85
0.06999999999999999,0.85
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.86
0.06999999999999999,0.82
0.06999999999999999,0.91
0.06999999999999999,0.85
0.06999999999999999,0.81
0.06999999999999999,0.9
0.06999999999999999,0.84
0.06999999999999999,0.89
0.06999999999999999,0.84
0.06999999999999999,0.87
0.06999999999999999,0.89
0.06999999999999999,0.9
0.06999999999999999,0.88
0.06999999999999999,0.85
0.06999999999999999,0.85
0.06999999999999999,0.89
0.06999999999999999,0.9
0.06999999999999999,0.91
0.06999999999999999,0.94
0.06999999999999999,0.85
0.06999999999999999,0.78
0.06999999999999999,0.84
0.06999999999999999,0.85
0.06999999999999999,0.9
0.06999999999999999,0.84
0.06999999999999999,0.9
0.06999999999999999,0.85
0.06999999999999999,0.87
0.06999999999999999,0.83
0.06999999999999999,0.84
0.06999999999999999,0.91
0.06999999999999999,0.86
0.06999999999999999,0.89
0.06999999999999999,0.82
0.06999999999999999,0.85
0.06999999999999999,0.86
0.06999999999999999,0.86
0.06999999999999999,0.86
0.06999999999999999,0.96
0.06999999999999999,0.87
0.06999999999999999,0.91
0.06999999999999999,0.89
0.06999999999999999,0.91
0.06999999999999999,0.91
0.06999999999999999,0.91
0.06999999999999999,0.89
0.06999999999999999,0.82
0.06999999999999999,0.88
0.06999999999999999,0.82
0.06999999999999999,0.85
0.06999999999999999,0.89
0.06999999999999999,0.85
0.06999999999999999,0.91
0.06999999999999999,0.88
0.06999999999999999,0.9
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.88
0.06999999999999999,0.9
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.86
0.06999999999999999,0.91
0.06999999999999999,0.91
0.06999999999999999,0.82
0.06999999999999999,0.87
0.06999999999999999,0.85
0.06999999999999999,0.94
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.87
0.06999999999999999,0.86
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.89
0.06999999999999999,0.81
0.06999999999999999,0.91
0.06999999999999999,0.89
0.06999999999999999,0.93
0.06999999999999999,0.86
0.06999999999999999,0.84
0.06999999999999999,0.8
0.06999999999999999,0.85
0.06999999999999999,0.84
0.06999999999999999,0.86
0.06999999999999999,0.89
0.06999999999999999,0.86
0.06999999999999999,0.9
0.06999999999999999,0.89
0.06999999999999999,0.82
0.06999999999999999,0.91
0.06999999999999999,0.9
0.06999999999999999,0.85
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.83
0.06999999999999999,0.87
0.06999999999999999,0.86
0.06999999999999999,0.85
0.06999999999999999,0.85
0.06999999999999999,0.89
0.06999999999999999,0.85
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.9
0.06999999999999999,0.86
0.06999999999999999,0.89
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.87
0.06999999999999999,0.82
0.06999999999999999,0.88
0.06999999999999999,0.8
0.06999999999999999,0.86
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.86
0.06999999999999999,0.87
0.06999999999999999,0.84
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.86
0.06999999999999999,0.88
0.06999999999999999,0.81
0.06999999999999999,0.83
0.06999999999999999,0.93
0.06999999999999999,0.87
0.06999999999999999,0.9
0.06999999999999999,0.9
0.06999999999999999,0.86
0.06999999999999999,0.83
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.87
0.06999999999999999,0.89
0.06999999999999999,0.84
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.89
0.06999999999999999,0.9
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.85
0.06999999999999999,0.9
0.06999999999999999,0.91
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.86
0.06999999999999999,0.85
0.06999999999999999,0.87
0.06999999999999999,0.87
0.06999999999999999,0.85
0.06999999999999999,0.91
0.06999999999999999,0.81
0.06999999999999999,0.88
0.06999999999999999,0.85
0.06999999999999999,0.86
0.06999999999999999,0.87
0.06999999999999999,0.91
0.06999999999999999,0.88
0.06999999999999999,0.88
0.06999999999999999,0.92
0.06999999999999999,0.9
0.06999999999999999,0.88
0.06999999999999999,0.86
0.06999999999999999,0.87
0.06999999999999999,0.88
0.06999999999999999,0.86
0.06999999999999999,0.88
0.06999999999999999,0.83
0.08,0.88
0.08,0.86
0.08,0.83
0.08,0.86
0.08,0.84
0.08,0.88
0.08,0.84
0.08,0.86
0.08,0.87
0.08,0.86
0.08,0.86
0.08,0.88
0.08,0.91
0.08,0.86
0.08,0.9
0.08,0.85
0.08,0.88
0.08,0.8
0.08,0.9
0.08,0.89
0.08,0.91
0.08,0.9
0.08,0.9
0.08,0.9
0.08,0.89
0.08,0.88
0.08,0.9
0.08,0.87
0.08,0.89
0.08,0.88
0.08,0.88
0.08,0.86
0.08,0.89
0.08,0.92
0.08,0.86
0.08,0.89
0.08,0.79
0.08,0.84
0.08,0.89
0.08,0.88
0.08,0.87
0.08,0.9
0.08,0.87
0.08,0.88
0.08,0.88
0.08,0.89
0.08,0.85
0.08,0.93
0.08,0.89
0.08,0.88
0.08,0.91
0.08,0.85
0.08,0.91
0.08,0.9
0.08,0.87
0.08,0.89
0.08,0.92
0.08,0.89
0.08,0.87
0.08,0.86
0.08,0.84
0.08,0.85
0.08,0.83
0.08,0.87
0.08,0.87
0.08,0.87
0.08,0.87
0.08,0.87
0.08,0.91
0.08,0.88
0.08,0.84
0.08,0.86
0.08,0.86
0.08,0.9
0.08,0.87
0.08,0.9
0.08,0.85
0.08,0.88
0.08,0.9
0.08,0.87
0.08,0.85
0.08,0.88
0.08,0.86
0.08,0.87
0.08,0.88
0.08,0.9
0.08,0.86
0.08,0.86
0.08,0.88
0.08,0.88
0.08,0.74
0.08,0.88
0.08,0.85
0.08,0.82
0.08,0.85
0.08,0.89
0.08,0.89
0.08,0.9
0.08,0.87
0.08,0.86
0.08,0.85
0.08,0.88
0.08,0.8
0.08,0.87
0.08,0.91
0.08,0.89
0.08,0.88
0.08,0.81
0.08,0.85
0.08,0.83
0.08,0.88
0.08,0.85
0.08,0.89
0.08,0.87
0.08,0.89
0.08,0.87
0.08,0.9
0.08,0.89
0.08,0.83
0.08,0.86
0.08,0.9
0.08,0.86
0.08,0.86
0.08,0.86
0.08,0.86
0.08,0.87
0.08,0.89
0.08,0.9
0.08,0.87
0.08,0.87
0.08,0.85
0.08,0.88
0.08,0.87
0.08,0.86
0.08,0.85
0.08,0.89
0.08,0.84
0.08,0.93
0.08,0.88
0.08,0.83
0.08,0.87
0.08,0.85
0.08,0.88
0.08,0.84
0.08,0.91
0.08,0.89
0.08,0.9
0.08,0.87
0.08,0.88
0.08,0.86
0.08,0.85
0.08,0.83
0.08,0.9
0.08,0.88
0.08,0.88
0.08,0.89
0.08,0.88
0.08,0.87
0.08,0.85
0.08,0.87
0.08,0.84
0.08,0.89
0.08,0.91
0.08,0.82
0.08,0.88
0.08,0.86
0.08,0.89
0.08,0.89
0.08,0.86
0.08,0.77
0.08,0.89
0.08,0.93
0.08,0.87
0.08,0.89
0.08,0.86
0.08,0.84
0.08,0.88
0.08,0.88
0.08,0.87
0.08,0.87
0.08,0.87
0.08,0.9
0.08,0.89
0.08,0.88
0.08,0.92
0.08,0.89
0.08,0.88
0.08,0.8
0.08,0.86
0.08,0.85
0.08,0.83
0.08,0.9
0.08,0.86
0.08,0.85
0.08,0.84
0.08,0.85
0.08,0.85
0.08,0.87
0.08,0.9
0.08,0.84
0.08,0.83
0.08,0.88
0.08,0.94
0.08,0.88
0.08,0.88
0.08,0.9
0.08,0.84
0.08,0.89
0.08,0.88
0.08,0.81
0.08,0.88
0.08,0.87
0.08,0.89
0.08,0.87
0.08,0.92
0.08,0.87
0.08,0.86
0.08,0.88
0.08,0.85
0.08,0.88
0.08,0.9
0.08,0.88
0.08,0.88
0.08,0.91
0.08,0.87
0.08,0.9
0.08,0.85
0.08,0.89
0.08,0.82
0.08,0.88
0.08,0.86
0.08,0.89
0.08,0.85
0.08,0.81
0.08,0.85
0.08,0.84
0.08,0.83
0.08,0.84
0.08,0.89
0.08,0.86
0.08,0.89
0.08,0.9
0.08,0.87
0.08,0.88
0.08,0.9
0.08,0.92
0.08,0.89
0.08,0.9
0.08,0.88
0.08,0.85
0.09,0.9
0.09,0.89
0.09,0.85
0.09,0.85
0.09,0.81
0.09,0.87
0.09,0.86
0.09,0.82
0.09,0.92
0.09,0.88
0.09,0.88
0.09,0.88
0.09,0.88
0.09,0.87
0.09,0.85
0.09,0.85
0.09,0.88
0.09,0.79
0.09,0.84
0.09,0.9
0.09,0.85
0.09,0.88
0.09,0.9
0.09,0.85
0.09,0.85
0.09,0.88
0.09,0.86
0.09,0.86
0.09,0.89
0.09,0.88
0.09,0.87
0.09,0.88
0.09,0.89
0.09,0.89
0.09,0.89
0.09,0.9
0.09,0.79
0.09,0.83
0.09,0.88
0.09,0.87
0.09,0.86
0.09,0.89
0.09,0.89
0.09,0.87
0.09,0.88
0.09,0.84
0.09,0.9
0.09,0.89
0.09,0.86
0.09,0.89
0.09,0.89
0.09,0.9
0.09,0.91
0.09,0.89
0.09,0.89
0.09,0.87
0.09,0.9
0.09,0.89
0.09,0.86
0.09,0.84
0.09,0.84
0.09,0.85
0.09,0.86
0.09,0.87
0.09,0.88
0.09,0.88
0.09,0.88
0.09,0.88
0.09,0.89
0.09,0.89
0.09,0.86
0.09,0.86
0.09,0.86
0.09,0.89
0.09,0.88
0.09,0.76
0.09,0.88
0.09,0.86
0.09,0.84
0.09,0.88
0.09,0.86
0.09,0.86
0.09,0.88
0.09,0.84
0.09,0.88
0.09,0.9
0.09,0.88
0.09,0.87
0.09,0.87
0.09,0.83
0.09,0.83
0.09,0.85
0.09,0.89
0.09,0.84
0.09,0.9
0.09,0.82
0.09,0.92
0.09,0.91
0.09,0.85
0.09,0.89
0.09,0.83
0.09,0.88
0.09,0.83
0.09,0.87
0.09,0.91
0.09,0.85
0.09,0.89
0.09,0.84
0.09,0.85
0.09,0.89
0.09,0.87
0.09,0.84
0.09,0.89
0.09,0.83
0.09,0.87
0.09,0.89
0.09,0.91
0.09,0.88
0.09,0.88
0.09,0.85
0.09,0.87
0.09,0.89
0.09,0.86
0.09,0.85
0.09,0.83
0.09,0.88
0.09,0.87
0.09,0.87
0.09,0.88
0.09,0.86
0.09,0.87
0.09,0.86
0.09,0.91
0.09,0.89
0.09,0.89
0.09,0.88
0.09,0.84
0.09,0.88
0.09,0.89
0.09,0.84
0.09,0.87
0.09,0.88
0.09,0.88
0.09,0.89
0.09,0.86
0.09,0.89
0.09,0.88
0.09,0.88
0.09,0.9
0.09,0.9
0.09,0.87
0.09,0.83
0.09,0.9
0.09,0.84
0.09,0.88
0.09,0.87
0.09,0.88
0.09,0.82
0.09,0.89
0.09,0.87
0.09,0.87
0.09,0.92
0.09,0.82
0.09,0.83
0.09,0.89
0.09,0.8
0.09,0.96
0.09,0.88
0.09,0.88
0.09,0.87
0.09,0.89
0.09,0.82
0.09,0.89
0.09,0.89
0.09,0.89
0.09,0.86
0.09,0.89
0.09,0.88
0.09,0.86
0.09,0.88
0.09,0.85
0.09,0.85
0.09,0.89
0.09,0.88
0.09,0.92
0.09,0.89
0.09,0.86
0.09,0.86
0.09,0.89
0.09,0.82
0.09,0.8
0.09,0.9
0.09,0.87
0.09,0.88
0.09,0.83
0.09,0.86
0.09,0.88
0.09,0.88
0.09,0.88
0.09,0.86
0.09,0.83
0.09,0.86
0.09,0.91
0.09,0.86
0.09,0.86
0.09,0.87
0.09,0.83
0.09,0.89
0.09,0.89
0.09,0.88
0.09,0.83
0.09,0.91
0.09,0.86
0.09,0.83
0.09,0.84
0.09,0.87
0.09,0.85
0.09,0.89
0.09,0.85
0.09,0.89
0.09,0.86
0.09,0.84
0.09,0.89
0.09,0.88
0.09,0.87
0.09,0.89
0.09,0.79
0.09,0.9
0.09,0.86
0.09,0.86
0.09,0.86
0.09,0.88
0.09,0.86
0.09,0.89
0.09,0.87
0.09,0.83
0.09,0.86
0.09,0.84
0.09,0.89
0.09,0.86
0.09,0.88
0.09,0.9
0.09,0.87
0.09,0.87
0.09,0.86
0.09,0.88
0.09,0.86
0.09,0.86
0.09,0.87
0.09,0.83
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.82
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.84
0.09999999999999999,0.85
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.83
0.09999999999999999,0.87
0.09999999999999999,0.8
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.81
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.92
0.09999999999999999,0.87
0.09999999999999999,0.81
0.09999999999999999,0.87
0.09999999999999999,0.84
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.86
0.09999999999999999,0.82
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.79
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.86
0.09999999999999999,0.9
0.09999999999999999,0.9
0.09999999999999999,0.9
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.87
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.84
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.91
0.09999999999999999,0.9
0.09999999999999999,0.89
0.09999999999999999,0.86
0.09999999999999999,0.86
0.09999999999999999,0.85
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.84
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.91
0.09999999999999999,0.87
0.09999999999999999,0.84
0.09999999999999999,0.9
0.09999999999999999,0.83
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.87
0.09999999999999999,0.91
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.86
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.84
0.09999999999999999,0.86
0.09999999999999999,0.92
0.09999999999999999,0.86
0.09999999999999999,0.89
0.09999999999999999,0.86
0.09999999999999999,0.9
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.84
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.84
0.09999999999999999,0.89
0.09999999999999999,0.84
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.84
0.09999999999999999,0.88
0.09999999999999999,0.83
0.09999999999999999,0.86
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.85
0.09999999999999999,0.87
0.09999999999999999,0.87
0.09999999999999999,0.82
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.85
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.9
0.09999999999999999,0.85
0.09999999999999999,0.91
0.09999999999999999,0.87
0.09999999999999999,0.83
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.86
0.09999999999999999,0.87
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.87
0.09999999999999999,0.9
0.09999999999999999,0.88
0.09999999999999999,0.84
0.09999999999999999,0.85
0.09999999999999999,0.86
0.09999999999999999,0.85
0.09999999999999999,0.83
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.82
0.09999999999999999,0.89
0.09999999999999999,0.86
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.92
0.09999999999999999,0.83
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.91
0.09999999999999999,0.86
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.91
0.09999999999999999,0.83
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.9
0.09999999999999999,0.86
0.09999999999999999,0.86
0.09999999999999999,0.84
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.85
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.86
0.09999999999999999,0.87
0.09999999999999999,0.87
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.82
0.09999999999999999,0.89
0.09999999999999999,0.9
0.09999999999999999,0.85
0.09999999999999999,0.82
0.09999999999999999,0.86
0.09999999999999999,0.86
0.09999999999999999,0.88
0.09999999999999999,0.87
0.09999999999999999,0.89
0.09999999999999999,0.9
0.09999999999999999,0.83
0.09999999999999999,0.89
0.09999999999999999,0.81
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.85
0.09999999999999999,0.91
0.09999999999999999,0.9
0.09999999999999999,0.87
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.89
0.09999999999999999,0.85
0.09999999999999999,0.89
0.09999999999999999,0.82
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.86
0.09999999999999999,0.84
0.09999999999999999,0.89
0.09999999999999999,0.86
0.09999999999999999,0.86
0.09999999999999999,0.86
0.09999999999999999,0.85
0.09999999999999999,0.81
0.09999999999999999,0.81
0.09999999999999999,0.81
0.09999999999999999,0.86
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.88
0.09999999999999999,0.86
0.09999999999999999,0.85
0.09999999999999999,0.88
0.09999999999999999,0.88
0.09999999999999999,0.89
0.09999999999999999,0.87
0.09999999999999999,0.86
0.11,0.86
0.11,0.86
0.11,0.87
0.11,0.87
0.11,0.81
0.11,0.83
0.11,0.85
0.11,0.87
0.11,0.89
0.11,0.86
0.11,0.88
0.11,0.85
0.11,0.89
0.11,0.82
0.11,0.88
0.11,0.86
0.11,0.88
0.11,0.81
0.11,0.85
0.11,0.88
0.11,0.87
0.11,0.86
0.11,0.87
0.11,0.86
0.11,0.86
0.11,0.89
0.11,0.85
0.11,0.86
0.11,0.88
0.11,0.87
0.11,0.87
0.11,0.83
0.11,0.89
0.11,0.86
0.11,0.87
0.11,0.87
0.11,0.78
0.11,0.86
0.11,0.85
0.11,0.87
0.11,0.84
0.11,0.86
0.11,0.86
0.11,0.87
0.11,0.85
0.11,0.85
0.11,0.84
0.11,0.89
0.11,0.89
0.11,0.87
0.11,0.88
0.11,0.86
0.11,0.86
0.11,0.91
0.11,0.87
0.11,0.89
0.11,0.9
0.11,0.86
0.11,0.86
0.11,0.85
0.11,0.87
0.11,0.89
0.11,0.86
0.11,0.85
0.11,0.84
0.11,0.88
0.11,0.86
0.11,0.8
0.11,0.87
0.11,0.89
0.11,0.85
0.11,0.86
0.11,0.85
0.11,0.89
0.11,0.88
0.11,0.84
0.11,0.85
0.11,0.82
0.11,0.8
0.11,0.87
0.11,0.86
0.11,0.87
0.11,0.9
0.11,0.84
0.11,0.87
0.11,0.88
0.11,0.86
0.11,0.84
0.11,0.87
0.11,0.88
0.11,0.79
0.11,0.85
0.11,0.88
0.11,0.83
0.11,0.86
0.11,0.91
0.11,0.86
0.11,0.87
0.11,0.85
0.11,0.9
0.11,0.82
0.11,0.9
0.11,0.86
0.11,0.86
0.11,0.83
0.11,0.86
0.11,0.9
0.11,0.89
0.11,0.88
0.11,0.86
0.11,0.87
0.11,0.85
0.11,0.89
0.11,0.81
0.11,0.88
0.11,0.88
0.11,0.89
0.11,0.88
0.11,0.91
0.11,0.88
0.11,0.87
0.11,0.85
0.11,0.84
0.11,0.89
0.11,0.84
0.11,0.88
0.11,0.86
0.11,0.88
0.11,0.89
0.11,0.86
0.11,0.85
0.11,0.85
0.11,0.86
0.11,0.87
0.11,0.87
0.11,0.87
0.11,0.84
0.11,0.88
0.11,0.85
0.11,0.83
0.11,0.87
0.11,0.89
0.11,0.89
0.11,0.87
0.11,0.89
0.11,0.88
0.11,0.9
0.11,0.88
0.11,0.91
0.11,0.9
0.11,0.88
0.11,0.87
0.11,0.91
0.11,0.87
0.11,0.88
0.11,0.88
0.11,0.87
0.11,0.89
0.11,0.89
0.11,0.89
0.11,0.88
0.11,0.9
0.11,0.86
0.11,0.86
0.11,0.88
0.11,0.9
0.11,0.85
0.11,0.86
0.11,0.88
0.11,0.88
0.11,0.89
0.11,0.9
0.11,0.88
0.11,0.89
0.11,0.85
0.11,0.86
0.11,0.86
0.11,0.87
0.11,0.86
0.11,0.88
0.11,0.83
0.11,0.87
0.11,0.83
0.11,0.88
0.11,0.86
0.11,0.88
0.11,0.87
0.11,0.88
0.11,0.86
0.11,0.86
0.11,0.87
0.11,0.91
0.11,0.86
0.11,0.85
0.11,0.85
0.11,0.87
0.11,0.87
0.11,0.87
0.11,0.88
0.11,0.86
0.11,0.79
0.11,0.87
0.11,0.89
0.11,0.84
0.11,0.88
0.11,0.9
0.11,0.88
0.11,0.87
0.11,0.87
0.11,0.86
0.11,0.89
0.11,0.91
0.11,0.89
0.11,0.83
0.11,0.88
0.11,0.89
0.11,0.89
0.11,0.85
0.11,0.88
0.11,0.88
0.11,0.86
0.11,0.87
0.11,0.91
0.11,0.9
0.11,0.84
0.11,0.9
0.11,0.86
0.11,0.86
0.11,0.87
0.11,0.87
0.11,0.83
0.11,0.87
0.11,0.86
0.11,0.83
0.11,0.86
0.11,0.86
0.11,0.77
0.11,0.82
0.11,0.84
0.11,0.83
0.11,0.87
0.11,0.87
0.11,0.88
0.11,0.85
0.11,0.85
0.11,0.86
0.11,0.88
0.11,0.91
0.11,0.89
0.11,0.8
0.12,0.86
0.12,0.84
0.12,0.84
0.12,0.86
0.12,0.82
0.12,0.86
0.12,0.86
0.12,0.89
0.12,0.85
0.12,0.84
0.12,0.88
0.12,0.85
0.12,0.88
0.12,0.84
0.12,0.89
0.12,0.86
0.12,0.86
0.12,0.84
0.12,0.86
0.12,0.86
0.12,0.81
0.12,0.86
0.12,0.86
0.12,0.87
0.12,0.84
0.12,0.88
0.12,0.87
0.12,0.9
0.12,0.88
0.12,0.86
0.12,0.88
0.12,0.88
0.12,0.86
0.12,0.85
0.12,0.87
0.12,0.88
0.12,0.83
0.12,0.89
0.12,0.89
0.12,0.86
0.12,0.9
0.12,0.88
0.12,0.89
0.12,0.9
0.12,0.87
0.12,0.87
0.12,0.88
0.12,0.88
0.12,0.9
0.12,0.88
0.12,0.87
0.12,0.87
0.12,0.86
0.12,0.89
0.12,0.88
0.12,0.86
0.12,0.91
0.12,0.88
0.12,0.88
0.12,0.87
0.12,0.84
0.12,0.88
0.12,0.85
0.12,0.88
0.12,0.86
0.12,0.88
0.12,0.86
0.12,0.88
0.12,0.88
0.12,0.89
0.12,0.89
0.12,0.89
0.12,0.86
0.12,0.9
0.12,0.86
0.12,0.86
0.12,0.87
0.12,0.88
0.12,0.79
0.12,0.88
0.12,0.83
0.12,0.88
0.12,0.9
0.12,0.87
0.12,0.87
0.12,0.89
0.12,0.87
0.12,0.85
0.12,0.86
0.12,0.88
0.12,0.83
0.12,0.86
0.12,0.88
0.12,0.81
0.12,0.85
0.12,0.87
0.12,0.88
0.12,0.85
0.12,0.84
0.12,0.89
0.12,0.82
0.12,0.88
0.12,0.85
0.12,0.89
0.12,0.85
0.12,0.87
0.12,0.89
0.12,0.87
0.12,0.87
0.12,0.87
0.12,0.86
0.12,0.84
0.12,0.86
0.12,0.85
0.12,0.85
0.12,0.86
0.12,0.91
0.12,0.84
0.12,0.87
0.12,0.87
0.12,0.87
0.12,0.83
0.12,0.86
0.12,0.88
0.12,0.88
0.12,0.87
0.12,0.85
0.12,0.81
0.12,0.89
0.12,0.86
0.12,0.87
0.12,0.86
0.12,0.83
0.12,0.86
0.12,0.86
0.12,0.88
0.12,0.85
0.12,0.89
0.12,0.85
0.12,0.83
0.12,0.9
0.12,0.88
0.12,0.93
0.12,0.86
0.12,0.88
0.12,0.87
0.12,0.88
0.12,0.87
0.12,0.9
0.12,0.89
0.12,0.88
0.12,0.89
0.12,0.87
0.12,0.87
0.12,0.94
0.12,0.88
0.12,0.86
0.12,0.84
0.12,0.89
0.12,0.87
0.12,0.88
0.12,0.9
0.12,0.84
0.12,0.87
0.12,0.88
0.12,0.85
0.12,0.86
0.12,0.9
0.12,0.88
0.12,0.87
0.12,0.88
0.12,0.88
0.12,0.89
0.12,0.89
0.12,0.81
0.12,0.83
0.12,0.89
0.12,0.87
0.12,0.88
0.12,0.85
0.12,0.86
0.12,0.89
0.12,0.84
0.12,0.85
0.12,0.88
0.12,0.89
0.12,0.88
0.12,0.88
0.12,0.83
0.12,0.84
0.12,0.88
0.12,0.84
0.12,0.85
0.12,0.86
0.12,0.85
0.12,0.86
0.12,0.87
0.12,0.86
0.12,0.89
0.12,0.87
0.12,0.88
0.12,0.86
0.12,0.87
0.12,0.89
0.12,0.83
0.12,0.85
0.12,0.84
0.12,0.86
0.12,0.86
0.12,0.87
0.12,0.87
0.12,0.9
0.12,0.88
0.12,0.84
0.12,0.88
0.12,0.87
0.12,0.88
0.12,0.87
0.12,0.86
0.12,0.87
0.12,0.88
0.12,0.85
0.12,0.9
0.12,0.86
0.12,0.85
0.12,0.89
0.12,0.82
0.12,0.88
0.12,0.87
0.12,0.87
0.12,0.86
0.12,0.87
0.12,0.86
0.12,0.85
0.12,0.86
0.12,0.86
0.12,0.86
0.12,0.81
0.12,0.85
0.12,0.84
0.12,0.84
0.12,0.88
0.12,0.86
0.12,0.84
0.12,0.84
0.12,0.92
0.12,0.86
0.12,0.91
0.12,0.88
0.12,0.86
0.13,0.85
0.13,0.86
0.13,0.87
0.13,0.85
0.13,0.85
0.13,0.85
0.13,0.85
0.13,0.85
0.13,0.86
0.13,0.85
0.13,0.87
0.13,0.86
0.13,0.87
0.13,0.84
0.13,0.9
0.13,0.86
0.13,0.85
0.13,0.85
