delta,alpha,lambda_param,Recycle_Rate,Run
0.138671875,0.876953125,3.2199218750000003,0.9,248
0.806640625,0.876953125,3.2199218750000003,0.95,249
0.138671875,0.208984375,3.2199218750000003,0.88,250
0.138671875,0.876953125,2.033203125,0.95,251
0.138671875,0.208984375,2.033203125,0.88,252
0.806640625,0.876953125,2.033203125,0.9,253
0.806640625,0.208984375,3.2199218750000003,0.9,254
0.806640625,0.208984375,2.033203125,0.88,255
0.152734375,0.15976562500000002,4.980859375,1.0,256
0.764453125,0.15976562500000002,4.980859375,0.88,257
0.152734375,0.785546875,4.980859375,0.9,258
0.152734375,0.15976562500000002,1.344140625,0.95,259
0.152734375,0.785546875,1.344140625,0.9,260
0.764453125,0.15976562500000002,1.344140625,0.95,261
0.764453125,0.785546875,4.980859375,0.88,262
0.764453125,0.785546875,1.344140625,0.9,263
0.602734375,0.609765625,2.5308593750000004,0.95,264
0.314453125,0.609765625,2.5308593750000004,0.9,265
0.602734375,0.335546875,2.5308593750000004,0.9,266
0.602734375,0.609765625,3.7941406250000003,0.95,267
0.602734375,0.335546875,3.7941406250000003,0.95,268
0.314453125,0.609765625,3.7941406250000003,0.95,269
0.314453125,0.335546875,2.5308593750000004,0.88,270
0.314453125,0.335546875,3.7941406250000003,1.0,271
0.827734375,0.384765625,3.7558593750000004,0.88,272
0.989453125,0.384765625,3.7558593750000004,0.9,273
0.827734375,0.110546875,3.7558593750000004,0.9,274
0.827734375,0.384765625,2.569140625,0.9,275
0.827734375,0.110546875,2.569140625,0.9,276
0.989453125,0.384765625,2.569140625,0.88,277
0.989453125,0.110546875,3.7558593750000004,0.7,278
0.989453125,0.110546875,2.569140625,0.74,279
0.37773437500000007,0.834765625,1.3058593750000003,0.9,280
0.539453125,0.834765625,1.3058593750000003,0.74,281
0.37773437500000007,0.560546875,1.3058593750000003,0.74,282
0.37773437500000007,0.834765625,0.119140625,0.74,283
0.37773437500000007,0.560546875,0.119140625,0.74,284
0.539453125,0.834765625,0.119140625,0.88,285
0.539453125,0.560546875,1.3058593750000003,0.7,286
0.539453125,0.560546875,0.119140625,0.9,287
0.490234375,0.49726562500000004,1.9183593750000003,0.74,288
0.42695312500000004,0.49726562500000004,1.9183593750000003,0.9,289
0.490234375,0.673046875,1.9183593750000003,0.9,290
0.490234375,0.49726562500000004,1.9566406250000001,0.9,291
0.490234375,0.673046875,1.9566406250000001,0.9,292
0.42695312500000004,0.49726562500000004,1.9566406250000001,0.9,293
0.42695312500000004,0.673046875,1.9183593750000003,0.88,294
0.42695312500000004,0.673046875,1.9566406250000001,0.9,295
0.940234375,0.947265625,4.368359375,0.88,296
0.876953125,0.947265625,4.368359375,0.88,297
0.940234375,0.223046875,4.368359375,0.88,298
0.940234375,0.947265625,4.406640625,0.74,299
0.940234375,0.223046875,4.406640625,0.88,300
0.876953125,0.947265625,4.406640625,0.88,301
0.876953125,0.223046875,4.368359375,0.88,302
0.876953125,0.223046875,4.406640625,0.7,303
0.715234375,0.272265625,0.693359375,0.7,304
0.201953125,0.272265625,0.693359375,0.74,305
0.715234375,0.44804687500000007,0.693359375,0.9,306
0.715234375,0.272265625,3.1816406250000004,0.7,307
0.715234375,0.44804687500000007,3.1816406250000004,0.7,308
0.201953125,0.272265625,3.1816406250000004,0.74,309
0.201953125,0.44804687500000007,0.693359375,0.74,310
0.201953125,0.44804687500000007,3.1816406250000004,0.88,311
0.265234375,0.722265625,3.143359375,0.88,312
0.651953125,0.722265625,3.143359375,0.7,313
0.265234375,0.898046875,3.143359375,0.7,314
0.265234375,0.722265625,0.731640625,0.7,315
0.265234375,0.898046875,0.731640625,0.74,316
0.651953125,0.722265625,0.731640625,0.88,317
0.651953125,0.898046875,3.143359375,0.7,318
0.651953125,0.898046875,0.731640625,0.7,319
0.32148437500000004,0.328515625,0.387109375,0.9,320
0.820703125,0.328515625,0.387109375,0.74,321
0.32148437500000004,0.39179687500000004,0.387109375,0.74,322
0.32148437500000004,0.328515625,0.425390625,0.74,323
0.32148437500000004,0.39179687500000004,0.425390625,0.9,324
0.820703125,0.328515625,0.425390625,0.74,325
0.820703125,0.39179687500000004,0.387109375,0.9,326
0.820703125,0.39179687500000004,0.425390625,0.9,327
0.771484375,0.778515625,2.8371093750000003,0.88,328
0.370703125,0.778515625,2.8371093750000003,0.74,329
0.771484375,0.841796875,2.8371093750000003,0.9,330
0.771484375,0.778515625,2.875390625,0.88,331
0.771484375,0.841796875,2.875390625,0.88,332
0.370703125,0.778515625,2.875390625,0.9,333
0.370703125,0.841796875,2.8371093750000003,0.9,334
0.370703125,0.841796875,2.875390625,0.88,335
0.996484375,0.103515625,1.6121093750000002,0.72,336
0.595703125,0.103515625,1.6121093750000002,0.72,337
0.996484375,0.616796875,1.6121093750000002,0.97,338
0.996484375,0.103515625,4.100390625,0.71,339
0.996484375,0.616796875,4.100390625,0.96,340
0.595703125,0.103515625,4.100390625,0.71,341
0.595703125,0.616796875,1.6121093750000002,0.96,342
0.595703125,0.616796875,4.100390625,0.96,343
0.546484375,0.5535156250000001,4.062109375,0.96,344
0.14570312500000002,0.5535156250000001,4.062109375,0.96,345
0.546484375,0.166796875,4.062109375,0.96,346
0.546484375,0.5535156250000001,1.6503906250000002,0.96,347
0.546484375,0.166796875,1.6503906250000002,0.96,348
0.14570312500000002,0.5535156250000001,1.6503906250000002,0.96,349
0.14570312500000002,0.166796875,4.062109375,0.72,350
0.14570312500000002,0.166796875,1.6503906250000002,0.97,351
0.433984375,0.216015625,3.4496093750000005,0.97,352
0.258203125,0.216015625,3.4496093750000005,0.97,353
0.433984375,0.279296875,3.4496093750000005,0.96,354
0.433984375,0.216015625,1.0378906250000002,0.96,355
0.433984375,0.279296875,1.0378906250000002,0.72,356
0.258203125,0.216015625,1.0378906250000002,0.96,357
0.258203125,0.279296875,3.4496093750000005,0.72,358
0.258203125,0.279296875,1.0378906250000002,0.72,359
0.883984375,0.666015625,0.999609375,0.72,360
0.708203125,0.666015625,0.999609375,0.96,361
0.883984375,0.729296875,0.999609375,0.96,362
0.883984375,0.666015625,3.4878906250000004,0.97,363
0.883984375,0.729296875,3.4878906250000004,0.71,364
0.708203125,0.666015625,3.4878906250000004,0.72,365
0.708203125,0.729296875,0.999609375,0.72,366
0.708203125,0.729296875,3.4878906250000004,0.72,367
0.658984375,0.441015625,4.674609375,0.71,368
0.48320312500000007,0.441015625,4.674609375,0.96,369
0.658984375,0.954296875,4.674609375,0.96,370
0.658984375,0.441015625,4.712890625,0.72,371
0.658984375,0.954296875,4.712890625,0.72,372
0.48320312500000007,0.441015625,4.712890625,0.97,373
0.48320312500000007,0.954296875,4.674609375,0.96,374
0.48320312500000007,0.954296875,4.712890625,0.71,375
0.208984375,0.891015625,2.2246093750000004,0.96,376
0.933203125,0.891015625,2.2246093750000004,0.71,377
0.208984375,0.504296875,2.2246093750000004,0.72,378
0.208984375,0.891015625,2.2628906250000003,0.96,379
0.208984375,0.504296875,2.2628906250000003,0.97,380
0.933203125,0.891015625,2.2628906250000003,0.96,381
0.933203125,0.504296875,2.2246093750000004,0.96,382
0.933203125,0.504296875,2.2628906250000003,0.96,383
0.180859375,0.469140625,2.683984375,0.72,384
0.173828125,0.469140625,2.683984375,0.72,385
0.180859375,0.5886718750000001,2.683984375,0.71,386
0.180859375,0.469140625,3.6410156250000005,0.71,387
0.180859375,0.5886718750000001,3.6410156250000005,0.96,388
0.173828125,0.469140625,3.6410156250000005,0.71,389
0.173828125,0.5886718750000001,2.683984375,0.96,390
0.173828125,0.5886718750000001,3.6410156250000005,0.96,391
0.630859375,0.919140625,0.23398437500000002,0.72,392
0.623828125,0.919140625,0.23398437500000002,0.72,393
0.630859375,0.138671875,0.23398437500000002,0.96,394
0.630859375,0.919140625,1.1910156250000001,0.72,395
0.630859375,0.138671875,1.1910156250000001,0.96,396
0.623828125,0.919140625,1.1910156250000001,0.72,397
0.623828125,0.138671875,0.23398437500000002,0.96,398
0.623828125,0.138671875,1.1910156250000001,0.72,399
0.855859375,0.244140625,3.908984375,0.71,400
0.398828125,0.244140625,3.908984375,0.71,401
0.855859375,0.363671875,3.908984375,0.71,402
0.855859375,0.244140625,2.4160156250000004,0.71,403
0.855859375,0.363671875,2.4160156250000004,0.96,404
0.398828125,0.244140625,2.4160156250000004,0.97,405
0.398828125,0.363671875,3.908984375,0.71,406
0.398828125,0.363671875,2.4160156250000004,0.96,407
0.405859375,0.694140625,1.4589843750000002,0.72,408
0.848828125,0.694140625,1.4589843750000002,0.96,409
0.405859375,0.813671875,1.4589843750000002,0.97,410
0.405859375,0.694140625,4.866015625,0.71,411
0.405859375,0.813671875,4.866015625,0.71,412
0.848828125,0.694140625,4.866015625,0.71,413
0.848828125,0.813671875,1.4589843750000002,0.71,414
0.848828125,0.813671875,4.866015625,0.71,415
0.5183593750000001,0.131640625,0.8464843750000001,0.96,416
0.961328125,0.131640625,0.8464843750000001,0.97,417
0.5183593750000001,0.926171875,0.8464843750000001,0.72,418
0.5183593750000001,0.131640625,3.0285156250000003,0.96,419
0.5183593750000001,0.926171875,3.0285156250000003,0.96,420
0.961328125,0.131640625,3.0285156250000003,0.96,421
0.961328125,0.926171875,0.8464843750000001,0.97,422
0.961328125,0.926171875,3.0285156250000003,0.96,423
0.968359375,0.581640625,3.2964843750000004,0.96,424
0.511328125,0.581640625,3.2964843750000004,0.97,425
0.968359375,0.476171875,3.2964843750000004,0.72,426
0.968359375,0.581640625,0.5785156250000001,0.72,427
0.968359375,0.476171875,0.5785156250000001,0.96,428
0.511328125,0.581640625,0.5785156250000001,0.72,429
0.511328125,0.476171875,3.2964843750000004,0.72,430
0.511328125,0.476171875,0.5785156250000001,0.72,431
0.743359375,0.35664062500000004,2.0714843750000003,0.71,432
0.736328125,0.35664062500000004,2.0714843750000003,0.97,433
0.743359375,0.25117187500000004,2.0714843750000003,0.71,434
0.743359375,0.35664062500000004,1.8035156250000002,0.97,435
0.743359375,0.25117187500000004,1.8035156250000002,0.72,436
0.736328125,0.35664062500000004,1.8035156250000002,0.96,437
0.736328125,0.25117187500000004,2.0714843750000003,0.96,438
0.736328125,0.25117187500000004,1.8035156250000002,0.96,439
0.293359375,0.806640625,4.521484375,0.97,440
0.28632812500000004,0.806640625,4.521484375,0.72,441
0.293359375,0.701171875,4.521484375,0.97,442
0.293359375,0.806640625,4.253515625,0.72,443
0.293359375,0.701171875,4.253515625,0.72,444
0.28632812500000004,0.806640625,4.253515625,0.96,445
0.28632812500000004,0.701171875,4.521484375,0.71,446
0.28632812500000004,0.701171875,4.253515625,0.97,447
0.237109375,0.300390625,2.377734375,0.72,448
0.455078125,0.300390625,2.377734375,0.97,449
0.237109375,0.19492187500000002,2.377734375,0.96,450
0.237109375,0.300390625,4.559765625,0.97,451
0.237109375,0.19492187500000002,4.559765625,0.71,452
0.455078125,0.300390625,4.559765625,0.71,453
0.455078125,0.19492187500000002,2.377734375,0.72,454
0.455078125,0.19492187500000002,4.559765625,0.72,455
0.687109375,0.750390625,4.827734375,0.96,456
0.905078125,0.750390625,4.827734375,0.72,457
0.687109375,0.644921875,4.827734375,0.71,458
0.687109375,0.750390625,2.109765625,0.71,459
0.687109375,0.644921875,2.109765625,0.96,460
0.905078125,0.750390625,2.109765625,0.96,461
0.905078125,0.644921875,4.827734375,0.97,462
0.905078125,0.644921875,2.109765625,0.96,463
0.912109375,0.525390625,1.152734375,0.96,464
0.23007812500000002,0.525390625,1.152734375,0.96,465
0.912109375,0.869921875,1.152734375,0.96,466
0.912109375,0.525390625,0.884765625,0.96,467
0.912109375,0.869921875,0.884765625,0.72,468
0.23007812500000002,0.525390625,0.884765625,0.71,469
0.23007812500000002,0.869921875,1.152734375,0.96,470
0.23007812500000002,0.869921875,0.884765625,0.71,471
0.46210937500000004,0.975390625,3.6027343750000003,0.71,472
0.680078125,0.975390625,3.6027343750000003,0.72,473
0.46210937500000004,0.419921875,3.6027343750000003,0.96,474
0.46210937500000004,0.975390625,3.334765625,0.97,475
0.46210937500000004,0.419921875,3.334765625,0.97,476
0.680078125,0.975390625,3.334765625,0.71,477
0.680078125,0.419921875,3.6027343750000003,0.72,478
0.680078125,0.419921875,3.334765625,0.96,479
0.349609375,0.41289062500000007,4.215234375,0.96,480
0.567578125,0.41289062500000007,4.215234375,0.72,481
0.349609375,0.532421875,4.215234375,0.97,482
0.349609375,0.41289062500000007,3.9472656250000004,0.96,483
0.349609375,0.532421875,3.9472656250000004,0.96,484
0.567578125,0.41289062500000007,3.9472656250000004,0.72,485
0.567578125,0.532421875,4.215234375,0.71,486
0.567578125,0.532421875,3.9472656250000004,0.96,487
0.799609375,0.862890625,1.7652343750000001,0.96,488
0.117578125,0.862890625,1.7652343750000001,0.97,489
0.799609375,0.982421875,1.7652343750000001,0.72,490
0.799609375,0.862890625,1.4972656250000003,0.71,491
0.799609375,0.982421875,1.4972656250000003,0.71,492
0.117578125,0.862890625,1.4972656250000003,0.96,493
0.117578125,0.982421875,1.7652343750000001,0.97,494
0.117578125,0.982421875,1.4972656250000003,0.72,495
0.574609375,0.187890625,2.9902343750000004,0.72,496
0.792578125,0.187890625,2.9902343750000004,0.97,497
0.574609375,0.757421875,2.9902343750000004,0.97,498
0.574609375,0.187890625,0.272265625,0.97,499
0.574609375,0.757421875,0.272265625,0.96,500
0.792578125,0.187890625,0.272265625,0.96,501
0.792578125,0.757421875,2.9902343750000004,0.96,502
0.792578125,0.757421875,0.272265625,0.96,503
0.12460937500000001,0.637890625,0.540234375,0.71,504
0.342578125,0.637890625,0.540234375,0.96,505
0.12460937500000001,0.307421875,0.540234375,0.71,506
0.12460937500000001,0.637890625,2.7222656250000004,0.96,507
0.12460937500000001,0.307421875,2.7222656250000004,0.96,508
0.342578125,0.637890625,2.7222656250000004,0.96,509
0.342578125,0.307421875,0.540234375,0.96,510
0.342578125,0.307421875,2.7222656250000004,0.72,511
0.117578125,0.279296875,3.0285156250000003,0.71,512
0.912109375,0.279296875,3.0285156250000003,0.97,513
0.117578125,0.328515625,3.0285156250000003,0.71,514
0.117578125,0.279296875,4.368359375,0.71,515
0.117578125,0.328515625,4.368359375,0.72,516
0.912109375,0.279296875,4.368359375,0.72,517
0.912109375,0.328515625,3.0285156250000003,0.72,518
0.912109375,0.328515625,4.368359375,0.72,519
0.567578125,0.729296875,0.5785156250000001,0.96,520
0.46210937500000004,0.729296875,0.5785156250000001,0.71,521
0.567578125,0.778515625,0.5785156250000001,0.71,522
